Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_3953.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,271,1,1,2,3,cyclic_2_2,block_8_2,block_4_1,block_2_1,block_8_1,unroll_8,pipeline,unroll,unroll_2,unroll_4,unroll_2,1.75,0.8840034477743193,False
workload_3954.cpp,xcu200-fsgd2104-2-e,3.33,7.81232985,2182,1,1,7,13,complete_1,cyclic_4_2,complete_1,block_4_1,block_4_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,5.5,0.42402633860549965,False
workload_3955.cpp,xcu200-fsgd2104-2-e,3.33,14.97904929,261,1,1,1,2,cyclic_2_2,cyclic_2_2,block_4_1,block_2_1,block_8_1,unroll_8,pipeline,pipeline_1,unroll,unroll_4,unroll_8,1.25,0.9456630878017047,False
workload_3956.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,300,1,1,2,3,complete_2,complete_1,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_3957.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,301,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_3958.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,304,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,block_4_1,block_4_1,unroll_8,pipeline,unroll,unroll_8,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_3959.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,301,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,cyclic_8_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_8,unroll,1.75,0.8840034477743193,False
workload_3960.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,293,1,1,2,3,complete_1,complete_2,cyclic_8_1,complete_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_4,1.75,0.8840034477743193,False
workload_3961.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,302,1,1,2,3,cyclic_4_2,cyclic_2_2,block_4_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline,unroll_4,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_3962.cpp,xcu200-fsgd2104-2-e,3.33,43.92255681,363,1,1,1,3,cyclic_2_2,block_2_2,complete_1,complete_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline_1,pipeline,1.5,0.8074999958624225,False
workload_3963.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,155,1,1,1,2,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_4_1,unroll_4,pipeline,unroll,unroll_4,unroll_4,pipeline,1.25,0.9604456521857084,False
workload_3964.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,299,1,1,2,3,cyclic_2_2,complete_1,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll,1.75,0.8840034477743193,False
workload_3965.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,288,1,1,2,3,cyclic_2_2,complete_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,1.75,0.8840034477743193,False
workload_3966.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,290,1,1,2,3,complete_2,complete_1,block_4_1,block_4_1,block_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,1.75,0.8840034477743193,False
workload_3967.cpp,xcu200-fsgd2104-2-e,3.33,122.11872903,286,1,1,1,3,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll,pipeline_1,pipeline,1.5,0.5016002867664137,False
workload_3968.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,278,1,1,2,3,block_4_2,complete_2,complete_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,1.75,0.8840034477743193,False
workload_3969.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,294,1,1,2,3,complete_2,complete_1,block_8_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_3970.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,89,1,1,1,1,complete_1,cyclic_4_2,cyclic_4_1,block_8_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
workload_3971.cpp,xcu200-fsgd2104-2-e,3.33,120.21072894,142,1,1,1,1,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.5118504295735499,False
workload_3972.cpp,xcu200-fsgd2104-2-e,3.33,199.90531458,93,1,1,1,2,cyclic_8_2,complete_1,complete_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll,unroll_4,pipeline_1,unroll_2,1.25,0.27982913644609864,False
workload_3973.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,297,1,1,2,3,complete_1,complete_1,cyclic_8_1,complete_1,block_2_1,unroll_8,pipeline,unroll,unroll_4,pipeline_1,unroll_2,1.75,0.8840034477743193,False
workload_3974.cpp,xcu200-fsgd2104-2-e,3.33,163.58750208,94,1,1,1,1,block_2_2,cyclic_2_2,cyclic_8_1,complete_1,block_4_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,unroll_2,1.0,0.37405090536489405,False
workload_3975.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,286,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,block_4_1,block_2_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_3976.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,712,1,1,4,7,cyclic_2_2,block_8_2,block_2_1,block_4_1,block_4_1,unroll_16,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,3.25,0.6760168139087095,False
workload_3977.cpp,xcu200-fsgd2104-2-e,3.33,133.72156458,112,1,1,1,1,complete_2,block_8_2,complete_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll,1.0,0.4659300001932959,False
workload_3978.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,143,1,1,1,2,block_4_2,block_4_2,complete_1,block_4_1,block_2_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_3979.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,281,1,1,2,3,block_4_2,block_8_2,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_8,pipeline,unroll,unroll_2,unroll_2,unroll,1.75,0.8840034477743193,False
workload_3980.cpp,xcu200-fsgd2104-2-e,3.33,97.60992903,453,1,1,2,6,block_8_2,block_4_2,complete_1,block_4_1,block_8_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll,2.5,0.5525033529604123,False
workload_3981.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,145,1,1,1,2,block_8_2,block_4_2,block_4_1,block_2_1,block_8_1,unroll_4,pipeline,unroll,unroll_2,unroll_2,unroll_2,1.25,0.9604456521857084,False
workload_3982.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,283,1,1,2,3,complete_1,complete_1,block_4_1,block_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll_2,pipeline,1.75,0.8840034477743193,False
workload_3983.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,147,1,1,1,2,complete_1,block_8_2,complete_1,block_4_1,block_2_1,unroll_4,pipeline,unroll,pipeline_1,unroll_2,unroll_4,1.25,0.9604456521857084,False
workload_3984.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,300,1,1,2,3,cyclic_2_2,block_2_2,complete_1,complete_1,cyclic_2_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,1.75,0.8840034477743193,False
workload_3985.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,684,1,1,4,7,cyclic_2_2,complete_1,block_2_1,block_2_1,cyclic_8_1,unroll_16,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,3.25,0.6760168139087095,False
workload_3986.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,98,1,1,1,1,cyclic_8_2,block_8_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,1.0,1.0,True
workload_3987.cpp,xcu200-fsgd2104-2-e,3.33,122.11872903,288,1,1,1,3,complete_1,complete_1,block_4_1,block_2_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline,unroll_2,1.5,0.5016002867664137,False
workload_3988.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,302,1,1,2,3,complete_1,complete_1,complete_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_3989.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,99,1,1,1,1,complete_2,complete_1,complete_1,block_4_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_2,1.0,1.0,True
workload_3990.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,293,1,1,2,3,cyclic_2_2,block_8_2,block_4_1,cyclic_8_1,cyclic_2_1,unroll_8,pipeline,unroll,unroll_2,unroll_4,unroll,1.75,0.8840034477743193,False
workload_3991.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,723,1,1,4,7,complete_1,cyclic_4_2,block_8_1,cyclic_2_1,block_2_1,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_8,3.25,0.6760168139087095,False
workload_3992.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,705,1,1,4,7,cyclic_2_2,cyclic_2_2,block_2_1,block_8_1,block_2_1,unroll_16,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,3.25,0.6760168139087095,False
workload_3993.cpp,xcu200-fsgd2104-2-e,3.33,96.08487894,218,1,1,1,3,complete_1,cyclic_4_2,complete_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,1.5,0.5954353161976437,False
workload_3994.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,305,1,1,2,3,cyclic_2_2,cyclic_2_2,block_4_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,1.75,0.8840034477743193,False
workload_3995.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,107,1,1,1,1,complete_2,block_8_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll,pipeline_1,pipeline,unroll_2,1.0,1.0,True
workload_3996.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,88,1,1,1,1,cyclic_2_2,block_8_2,block_4_1,block_4_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll,1.0,1.0,True
workload_3997.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,300,1,1,2,3,complete_1,complete_2,cyclic_8_1,complete_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_4,1.75,0.8840034477743193,False
workload_3998.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,307,1,1,2,3,complete_1,complete_1,block_4_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,1.75,0.8840034477743193,False
workload_3999.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,152,1,1,1,2,complete_1,block_4_2,block_4_1,block_4_1,block_2_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4000.cpp,xcu200-fsgd2104-2-e,3.33,122.11872903,295,1,1,1,3,block_4_2,cyclic_4_2,block_8_1,block_2_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,1.5,0.5016002867664137,False
workload_4001.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,163,1,1,1,2,cyclic_8_2,block_4_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,unroll,unroll_8,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4002.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,734,1,1,4,7,cyclic_2_2,block_8_2,complete_1,cyclic_8_1,block_2_1,unroll_16,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,3.25,0.6760168139087095,False
workload_4003.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,314,1,1,2,3,complete_1,cyclic_2_2,block_4_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_4004.cpp,xcu200-fsgd2104-2-e,3.33,120.21072894,202,1,1,1,1,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,pipeline_1,unroll_8,pipeline_1,unroll,1.0,0.5118504295735499,False
workload_4005.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,365,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,block_4_1,block_2_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_4006.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,407,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,cyclic_8_1,block_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_4007.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,856,1,1,4,7,cyclic_2_2,cyclic_2_2,block_4_1,block_4_1,complete_1,unroll_16,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,3.25,0.6760168139087095,False
workload_4008.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,204,1,1,1,2,cyclic_8_2,complete_2,cyclic_4_1,cyclic_8_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll,1.25,0.9604456521857084,False
workload_4009.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,119,1,1,1,1,complete_1,cyclic_4_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,1.0,1.0,True
workload_4010.cpp,xcu200-fsgd2104-2-e,3.33,14.97904929,375,1,1,1,2,block_8_2,block_4_2,block_4_1,complete_1,block_8_1,unroll_8,pipeline,unroll,unroll,unroll_2,unroll_2,1.25,0.9456630878017047,False
workload_4011.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,202,1,1,1,2,block_8_2,block_4_2,block_4_1,block_2_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4012.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,409,1,1,2,3,block_4_2,complete_1,complete_1,block_4_1,complete_1,unroll_8,pipeline,pipeline,unroll_4,unroll_2,pipeline,1.75,0.8840034477743193,False
workload_4013.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,389,1,1,2,3,complete_1,complete_1,complete_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_4014.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,114,1,1,1,1,cyclic_8_2,block_8_2,cyclic_4_1,block_8_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
workload_4015.cpp,xcu200-fsgd2104-2-e,3.33,120.21072894,134,1,1,1,1,block_4_2,block_2_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,pipeline_1,unroll_2,pipeline_1,unroll,1.0,0.5118504295735499,False
workload_4016.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,272,1,1,2,3,complete_2,complete_1,block_8_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,1.75,0.8840034477743193,False
workload_4017.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,284,1,1,2,3,complete_2,complete_1,complete_1,block_4_1,block_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,1.75,0.8840034477743193,False
workload_4018.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,94,1,1,1,1,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll,1.0,1.0,True
workload_4019.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,98,1,1,1,1,complete_1,cyclic_4_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_2,unroll_2,1.0,1.0,True
workload_4020.cpp,xcu200-fsgd2104-2-e,3.33,301.45920903,562,1,1,1,5,block_4_2,complete_1,cyclic_4_1,cyclic_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,unroll,2.0,0.12050529663150954,False
workload_4021.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,271,1,1,2,3,cyclic_2_2,complete_1,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,1.75,0.8840034477743193,False
workload_4022.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,167,1,1,1,2,complete_1,complete_1,cyclic_8_1,block_2_1,block_2_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,1.25,0.9604456521857084,False
workload_4023.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,319,1,1,2,3,cyclic_2_2,complete_2,complete_1,block_4_1,cyclic_4_1,unroll_8,pipeline,unroll,unroll_4,unroll_4,pipeline,1.75,0.8840034477743193,False
workload_4024.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,331,1,1,2,3,block_4_2,complete_2,complete_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_4025.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,323,1,1,2,3,complete_2,complete_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_8,pipeline,unroll,unroll_2,pipeline,unroll_2,1.75,0.8840034477743193,False
workload_4026.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,165,1,1,1,2,complete_1,block_4_2,complete_1,block_4_1,block_2_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4027.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,101,1,1,1,1,complete_1,block_8_2,block_4_1,block_8_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,1.0,1.0,True
workload_4028.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,169,1,1,1,2,complete_1,block_4_2,complete_1,block_4_1,block_2_1,unroll_4,pipeline,unroll,pipeline_1,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4029.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,314,1,1,2,3,complete_2,complete_1,block_4_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,1.75,0.8840034477743193,False
workload_4030.cpp,xcu200-fsgd2104-2-e,3.33,14.97904929,287,1,1,1,2,complete_1,complete_1,cyclic_8_1,complete_1,block_2_1,unroll_8,pipeline,unroll,unroll,pipeline_1,unroll_4,1.25,0.9456630878017047,False
workload_4031.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,329,1,1,2,3,complete_1,complete_2,cyclic_4_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.75,0.8840034477743193,False
workload_4032.cpp,xcu200-fsgd2104-2-e,3.33,7.81232985,2207,1,1,7,13,complete_1,cyclic_4_2,cyclic_4_1,block_2_1,block_2_1,unroll_32,pipeline,unroll,pipeline_1,unroll_2,unroll,5.5,0.42402633860549965,False
workload_4033.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,268,1,1,2,3,complete_2,complete_1,cyclic_4_1,block_4_1,block_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,1.75,0.8840034477743193,False
workload_4034.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,92,1,1,1,1,complete_2,complete_1,complete_1,block_4_1,cyclic_2_1,unroll_2,pipeline,unroll,unroll_8,pipeline,unroll_2,1.0,1.0,True
workload_4035.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,144,1,1,1,2,block_4_2,block_4_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,unroll,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4036.cpp,xcu200-fsgd2104-2-e,3.33,75.44656458,93,1,1,1,1,complete_2,complete_1,complete_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,unroll,1.0,0.6833830682316531,False
workload_4037.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,85,1,1,1,1,cyclic_8_2,block_8_2,block_4_1,block_8_1,complete_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,1.0,1.0,True
workload_4038.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,278,1,1,2,3,cyclic_2_2,complete_2,cyclic_4_1,cyclic_8_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,1.75,0.8840034477743193,False
workload_4039.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,162,1,1,1,2,complete_1,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline_1,unroll,unroll_8,pipeline_1,unroll,1.25,0.9604456521857084,False
workload_4040.cpp,xcu200-fsgd2104-2-e,3.33,120.21072894,144,1,1,1,1,cyclic_2_2,block_8_2,complete_1,cyclic_8_1,block_2_1,unroll_4,pipeline,pipeline_1,unroll_2,pipeline_1,unroll,1.0,0.5118504295735499,False
workload_4041.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,169,1,1,1,2,block_8_2,cyclic_4_2,block_4_1,block_2_1,block_8_1,unroll_4,pipeline,unroll,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4042.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,101,1,1,1,1,cyclic_8_2,cyclic_4_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline_1,unroll,pipeline_1,unroll_2,unroll,1.0,1.0,True
workload_4043.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,147,1,1,1,2,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,unroll,pipeline_1,unroll_4,unroll,1.25,0.9604456521857084,False
workload_4044.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,90,1,1,1,1,complete_1,cyclic_4_2,cyclic_4_1,block_8_1,block_2_1,unroll_2,pipeline,unroll,unroll_2,unroll_8,pipeline_1,1.0,1.0,True
workload_4045.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,148,1,1,1,2,complete_1,complete_1,cyclic_8_1,block_4_1,block_2_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_2,1.25,0.9604456521857084,False
workload_4046.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,152,1,1,1,2,block_4_2,block_4_2,complete_1,block_4_1,block_2_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4047.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,101,1,1,1,1,complete_1,block_4_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.0,1.0,True
workload_4048.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,763,1,1,4,7,complete_1,cyclic_2_2,complete_1,block_4_1,block_4_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,3.25,0.6760168139087095,False
workload_4049.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,157,1,1,1,2,cyclic_8_2,block_4_2,complete_1,block_4_1,cyclic_4_1,unroll_4,pipeline,unroll,unroll_4,unroll_4,pipeline,1.25,0.9604456521857084,False
workload_4050.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,160,1,1,1,2,cyclic_8_2,block_4_2,block_4_1,block_4_1,block_2_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,1.25,0.9604456521857084,False
workload_4051.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,158,1,1,1,2,block_8_2,cyclic_4_2,complete_1,block_4_1,complete_1,unroll_4,pipeline,unroll,unroll_2,pipeline_1,unroll_8,1.25,0.9604456521857084,False
workload_4052.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,328,1,1,2,3,complete_1,complete_1,block_4_1,block_2_1,block_4_1,unroll_8,pipeline,pipeline,unroll_2,unroll_4,unroll_2,1.75,0.8840034477743193,False
workload_4053.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,94,1,1,1,1,cyclic_8_2,complete_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_4,unroll,1.0,1.0,True
workload_4054.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,152,1,1,1,2,cyclic_8_2,block_8_2,cyclic_4_1,cyclic_8_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,1.25,0.9604456521857084,False
workload_4055.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,304,1,1,2,3,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,1.75,0.8840034477743193,False
workload_4056.cpp,xcu200-fsgd2104-2-e,3.33,7.81224993,296,1,1,2,3,cyclic_2_2,block_8_2,block_4_1,cyclic_8_1,block_2_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_4,unroll,1.75,0.8840034477743193,False
workload_4057.cpp,xcu200-fsgd2104-2-e,3.33,120.21072894,147,1,1,1,1,cyclic_8_2,complete_2,complete_1,block_4_1,cyclic_2_1,unroll_4,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_2,1.0,0.5118504295735499,False
workload_4058.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,93,1,1,1,1,complete_2,cyclic_4_2,complete_1,block_4_1,block_2_1,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,1.0,1.0,True
workload_4059.cpp,xcu200-fsgd2104-2-e,3.33,7.62944958,100,1,1,1,1,complete_1,block_8_2,cyclic_4_1,block_8_1,block_2_1,unroll_2,pipeline,unroll,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
workload_4060.cpp,xcu200-fsgd2104-2-e,3.33,7.69028868,149,1,1,1,2,complete_1,block_4_2,block_4_1,block_2_1,block_2_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,1.25,0.9604456521857084,False
