Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Area,Weight,is_pareto
stencil3d_4603.c,xcu200-fsgd2104-2-e,3.33,0.1205793,36,1,1,1,1,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,unroll_2,pipeline,pipeline_1,pipeline,1.0,0.8216017684389442,False
stencil3d_4604.c,xcu200-fsgd2104-2-e,3.33,0.11906415,43,1,1,1,1,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,1.0,0.8350936127750979,False
stencil3d_4605.c,xcu200-fsgd2104-2-e,3.33,0.11701953,65,1,1,1,1,pipeline_1,unroll,unroll_2,unroll_2,unroll_8,pipeline,unroll,pipeline_1,unroll,1.0,0.8534937146065743,False
stencil3d_4606.c,xcu200-fsgd2104-2-e,3.33,0.07467858,344,1,36,9,14,pipeline_1,unroll,pipeline,pipeline,unroll_8,pipeline,pipeline_1,unroll,unroll_4,15.0,0.5225420647311952,False
stencil3d_4607.c,xcu200-fsgd2104-2-e,3.33,0.1112553,49,1,1,1,1,pipeline_1,unroll_2,pipeline,unroll_4,unroll_8,pipeline,pipeline,pipeline_1,pipeline,1.0,0.9065469399924075,False
stencil3d_4608.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4609.c,xcu200-fsgd2104-2-e,3.33,0.1091241,49,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4610.c,xcu200-fsgd2104-2-e,3.33,0.07420572,358,1,17,4,8,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,unroll,pipeline,unroll,unroll,7.5,0.7491613333669188,False
stencil3d_4611.c,xcu200-fsgd2104-2-e,3.33,0.07811514,372,1,32,8,12,pipeline_1,unroll_2,unroll_2,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,13.25,0.561700845396846,False
stencil3d_4612.c,xcu200-fsgd2104-2-e,3.33,0.07734591,421,1,18,4,9,unroll,unroll_4,unroll_8,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,unroll,8.0,0.7243392765246696,False
stencil3d_4613.c,xcu200-fsgd2104-2-e,3.33,0.07851141,420,1,32,8,13,unroll,unroll_8,unroll_2,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,unroll,13.5,0.5534111225769862,False
stencil3d_4614.c,xcu200-fsgd2104-2-e,3.33,0.07435557,359,1,17,4,8,pipeline_1,unroll_4,pipeline,pipeline,pipeline,unroll,pipeline_1,unroll,unroll,7.5,0.7488064892734176,False
stencil3d_4615.c,xcu200-fsgd2104-2-e,3.33,0.07530129,1418,1,62,15,26,unroll_8,unroll_8,pipeline,unroll_4,pipeline,unroll,pipeline_1,unroll,unroll,26.0,0.25925157636561136,False
stencil3d_4617.c,xcu200-fsgd2104-2-e,3.33,0.1091241,49,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4618.c,xcu200-fsgd2104-2-e,3.33,0.1028603699999999,49,1,2,1,1,pipeline_1,unroll_4,pipeline,unroll_2,unroll_4,pipeline,pipeline_1,unroll_2,unroll,1.25,0.9524439906959751,False
stencil3d_4619.c,xcu200-fsgd2104-2-e,3.33,0.09496827,80,1,1,1,3,pipeline_1,unroll,pipeline,unroll_8,unroll_8,pipeline,pipeline_1,pipeline_1,unroll,1.5,0.9827535104776243,False
stencil3d_4620.c,xcu200-fsgd2104-2-e,3.33,0.0945054,80,1,1,1,3,pipeline_1,unroll_8,pipeline,unroll_8,unroll_8,unroll,unroll_4,pipeline,pipeline,1.5,0.9853290724800552,False
stencil3d_4621.c,xcu200-fsgd2104-2-e,3.33,0.11907081,38,1,1,1,1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline,unroll,1.0,0.8350340402462191,False
stencil3d_4622.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_4,pipeline,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4623.c,xcu200-fsgd2104-2-e,3.33,0.11008314,118,1,1,1,3,unroll,unroll_8,pipeline,unroll_4,unroll_8,unroll,pipeline_1,pipeline_1,unroll_4,1.5,0.9030214439138575,False
stencil3d_4624.c,xcu200-fsgd2104-2-e,3.33,0.1165699799999999,57,1,1,1,1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.8575690094968961,False
stencil3d_4625.c,xcu200-fsgd2104-2-e,3.33,0.10960695,57,1,1,1,1,pipeline_1,unroll,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,1.0,0.9220300468872487,False
stencil3d_4626.c,xcu200-fsgd2104-2-e,3.33,0.10150173,47,1,2,1,1,pipeline_1,pipeline,unroll_2,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll,1.25,0.9599162881530238,False
stencil3d_4627.c,xcu200-fsgd2104-2-e,3.33,0.09433224,89,1,1,1,3,pipeline,unroll_8,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,pipeline_1,unroll,1.5,0.9861649663102615,False
stencil3d_4628.c,xcu200-fsgd2104-2-e,3.33,0.09448542,78,1,1,1,2,pipeline_1,pipeline,pipeline,unroll_8,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,1.25,0.9990238439788394,False
stencil3d_4629.c,xcu200-fsgd2104-2-e,3.33,0.10914741,70,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll_2,unroll,pipeline_1,unroll_4,1.25,0.9182908602127706,False
stencil3d_4630.c,xcu200-fsgd2104-2-e,3.33,0.10728594,168,1,3,1,3,pipeline,unroll,pipeline_1,unroll_8,unroll_8,unroll,unroll_4,unroll_2,unroll,2.0,0.8935081508243529,False
stencil3d_4631.c,xcu200-fsgd2104-2-e,3.33,0.11782872,43,1,1,1,1,pipeline_1,unroll_8,pipeline,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,pipeline,1.0,0.8461850915453549,False
stencil3d_4632.c,xcu200-fsgd2104-2-e,3.33,0.07653006,326,1,36,9,13,pipeline_1,pipeline,unroll_2,pipeline,unroll_4,pipeline,unroll_4,pipeline,unroll_4,14.75,0.5241111061665981,False
stencil3d_4633.c,xcu200-fsgd2104-2-e,3.33,0.07572753,335,1,36,9,14,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,unroll,15.0,0.5195847429713253,False
stencil3d_4634.c,xcu200-fsgd2104-2-e,3.33,0.10101222,47,1,2,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,unroll_2,unroll,1.25,0.96261650349541,False
stencil3d_4635.c,xcu200-fsgd2104-2-e,3.33,0.07429563,373,1,32,8,12,pipeline,pipeline,pipeline_1,pipeline,unroll_4,unroll,unroll_4,unroll_2,unroll,13.25,0.5728542217270962,False
stencil3d_4636.c,xcu200-fsgd2104-2-e,3.33,0.07655337,376,1,36,9,13,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,unroll_4,pipeline_1,pipeline_1,pipeline,14.75,0.5240444655430544,False
stencil3d_4637.c,xcu200-fsgd2104-2-e,3.33,0.19540773,194,1,1,1,1,pipeline_1,pipeline,unroll,unroll_2,pipeline,unroll_4,unroll,unroll_2,pipeline,1.0,0.3103369394922003,False
stencil3d_4638.c,xcu200-fsgd2104-2-e,3.33,0.11829492,43,1,1,1,1,pipeline_1,unroll_4,pipeline,unroll_2,unroll_4,pipeline,unroll_4,pipeline,unroll,1.0,0.8419901072811574,False
stencil3d_4639.c,xcu200-fsgd2104-2-e,3.33,0.1091241,47,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4640.c,xcu200-fsgd2104-2-e,3.33,0.0751581,363,1,17,4,8,unroll,pipeline,pipeline,pipeline,pipeline,pipeline,unroll_4,unroll,unroll,7.5,0.7468821532287497,False
stencil3d_4641.c,xcu200-fsgd2104-2-e,3.33,0.09457533,81,1,1,1,3,pipeline_1,pipeline,unroll_2,unroll_8,unroll_4,pipeline,unroll,pipeline,unroll_4,1.5,0.9849712603887126,False
stencil3d_4642.c,xcu200-fsgd2104-2-e,3.33,0.07623036,322,1,32,8,13,pipeline_1,unroll_4,unroll_2,pipeline,unroll_4,pipeline,unroll,unroll_2,unroll,13.5,0.560115645793772,False
stencil3d_4643.c,xcu200-fsgd2104-2-e,3.33,0.11651004,52,1,1,1,1,pipeline_1,pipeline,unroll_4,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,pipeline,1.0,0.8581131873122733,False
stencil3d_4644.c,xcu200-fsgd2104-2-e,3.33,0.1091241,51,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4645.c,xcu200-fsgd2104-2-e,3.33,0.10363626,47,1,2,1,1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,unroll,1.25,0.9481913505801072,False
stencil3d_4646.c,xcu200-fsgd2104-2-e,3.33,0.21123855,61,1,1,1,1,unroll,unroll_8,pipeline,unroll_8,pipeline,pipeline,unroll,unroll_2,pipeline,1.0,0.2413099010117991,False
stencil3d_4647.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4648.c,xcu200-fsgd2104-2-e,3.33,0.09431226,68,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,1.25,1.0,True
stencil3d_4649.c,xcu200-fsgd2104-2-e,3.33,0.11143179,61,1,1,1,1,pipeline_1,unroll,unroll_8,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,1.0,0.9048971900983219,False
stencil3d_4650.c,xcu200-fsgd2104-2-e,3.33,0.07395264,568,1,33,8,14,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,pipeline,unroll,unroll,14.0,1.0,True
stencil3d_4651.c,xcu200-fsgd2104-2-e,3.33,0.07419573,330,1,36,9,13,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_8,unroll_2,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4652.c,xcu200-fsgd2104-2-e,3.33,0.07419573,327,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4653.c,xcu200-fsgd2104-2-e,3.33,0.07429563,355,1,32,8,12,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_2,unroll_2,unroll,13.25,0.5728542217270962,False
stencil3d_4654.c,xcu200-fsgd2104-2-e,3.33,0.07419573,350,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,unroll,unroll_4,14.75,0.5307287812420374,False
stencil3d_4655.c,xcu200-fsgd2104-2-e,3.33,0.07688637,328,1,36,9,13,pipeline,pipeline,unroll_4,pipeline,pipeline,unroll,unroll_4,unroll,pipeline_1,14.75,0.5230912602234529,False
stencil3d_4656.c,xcu200-fsgd2104-2-e,3.33,0.07429563,314,1,32,8,12,pipeline,pipeline,pipeline_1,pipeline,pipeline,unroll,unroll_4,unroll_2,unroll,13.25,0.5728542217270962,False
stencil3d_4657.c,xcu200-fsgd2104-2-e,3.33,0.11644677,43,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,pipeline,unroll,1.0,0.8586878025708862,False
stencil3d_4658.c,xcu200-fsgd2104-2-e,3.33,0.11129526,46,1,1,1,1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,1.0,0.9061732743087993,False
stencil3d_4659.c,xcu200-fsgd2104-2-e,3.33,0.10895094,50,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4660.c,xcu200-fsgd2104-2-e,3.33,0.1091241,50,1,1,1,1,pipeline,pipeline,pipeline,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4661.c,xcu200-fsgd2104-2-e,3.33,0.1091241,50,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll_2,unroll,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4662.c,xcu200-fsgd2104-2-e,3.33,0.1091241,50,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4663.c,xcu200-fsgd2104-2-e,3.33,0.1091241,53,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4664.c,xcu200-fsgd2104-2-e,3.33,0.09448542,74,1,1,1,2,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_4,pipeline_1,pipeline_1,unroll,1.25,0.9990238439788394,False
stencil3d_4665.c,xcu200-fsgd2104-2-e,3.33,0.1091241,50,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4666.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4667.c,xcu200-fsgd2104-2-e,3.33,0.10724265,116,1,9,2,5,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,pipeline_1,unroll_4,unroll,4.25,0.7750822884994647,False
stencil3d_4668.c,xcu200-fsgd2104-2-e,3.33,0.11671317,42,1,1,1,1,pipeline_1,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,1.0,0.856269795653972,False
stencil3d_4669.c,xcu200-fsgd2104-2-e,3.33,0.09812511,64,1,1,1,2,pipeline,unroll_8,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll,1.25,0.978628367100255,False
stencil3d_4670.c,xcu200-fsgd2104-2-e,3.33,0.1091241,56,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4671.c,xcu200-fsgd2104-2-e,3.33,0.10101222,54,1,2,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll,1.25,0.96261650349541,False
stencil3d_4672.c,xcu200-fsgd2104-2-e,3.33,0.11265057,55,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll,unroll_2,pipeline_1,unroll,1.0,0.8935476690998636,False
stencil3d_4673.c,xcu200-fsgd2104-2-e,3.33,0.07421571,342,1,36,9,14,pipeline,unroll_8,pipeline,pipeline,unroll_4,unroll,pipeline_1,pipeline_1,unroll,15.0,0.5238401618392438,False
stencil3d_4674.c,xcu200-fsgd2104-2-e,3.33,0.07419573,327,1,36,9,13,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4675.c,xcu200-fsgd2104-2-e,3.33,0.07468191,329,1,36,9,13,pipeline_1,pipeline,unroll_2,pipeline,unroll_8,unroll_8,pipeline_1,unroll,unroll_4,14.75,0.5293596652213536,False
stencil3d_4676.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4677.c,xcu200-fsgd2104-2-e,3.33,0.07419573,380,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,14.75,0.5307287812420374,False
stencil3d_4678.c,xcu200-fsgd2104-2-e,3.33,0.07419573,380,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,14.75,0.5307287812420374,False
stencil3d_4679.c,xcu200-fsgd2104-2-e,3.33,0.07419573,329,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll_4,pipeline_1,unroll_4,unroll,14.75,0.5307287812420374,False
stencil3d_4680.c,xcu200-fsgd2104-2-e,3.33,0.11627361,46,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,pipeline_1,unroll,pipeline,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4681.c,xcu200-fsgd2104-2-e,3.33,0.07682643,414,1,17,4,8,pipeline_1,unroll_2,pipeline,pipeline,pipeline,unroll_4,pipeline,unroll,unroll,7.5,0.7427509128941322,False
stencil3d_4682.c,xcu200-fsgd2104-2-e,3.33,0.07421571,414,1,36,9,14,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,pipeline,unroll,pipeline_1,unroll,15.0,0.5238401618392438,False
stencil3d_4683.c,xcu200-fsgd2104-2-e,3.33,0.11750904,123,1,1,1,2,unroll,unroll_4,unroll_4,unroll_2,unroll_8,unroll,unroll,pipeline_1,unroll,1.25,0.8483938805949507,False
stencil3d_4684.c,xcu200-fsgd2104-2-e,3.33,0.07505487,406,1,17,4,9,unroll,pipeline,unroll_8,pipeline,unroll_8,unroll_2,pipeline_1,unroll,unroll,7.75,0.7388454683257998,False
stencil3d_4685.c,xcu200-fsgd2104-2-e,3.33,0.07401924,385,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll,pipeline_1,pipeline_1,unroll,14.75,0.5312245875986121,False
stencil3d_4686.c,xcu200-fsgd2104-2-e,3.33,0.09448542,66,1,1,1,2,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,1.25,0.9990238439788394,False
stencil3d_4687.c,xcu200-fsgd2104-2-e,3.33,0.07419573,328,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll,pipeline_1,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4688.c,xcu200-fsgd2104-2-e,3.33,0.07419573,386,1,36,9,13,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline_1,14.75,0.5307287812420374,False
stencil3d_4689.c,xcu200-fsgd2104-2-e,3.33,0.07429563,321,1,32,8,12,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll_2,unroll_2,unroll,13.25,0.5728542217270962,False
stencil3d_4690.c,xcu200-fsgd2104-2-e,3.33,0.07419573,381,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_2,pipeline,unroll,14.75,0.5307287812420374,False
stencil3d_4691.c,xcu200-fsgd2104-2-e,3.33,0.07625367,342,1,17,4,8,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,pipeline,pipeline_1,unroll,unroll,7.5,0.7441893243250333,False
stencil3d_4692.c,xcu200-fsgd2104-2-e,3.33,0.07419573,374,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll,pipeline,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4693.c,xcu200-fsgd2104-2-e,3.33,0.07383942,1359,1,60,14,25,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,pipeline_1,unroll,unroll,25.0,1.0,True
stencil3d_4694.c,xcu200-fsgd2104-2-e,3.33,0.07407585,1411,1,59,14,25,pipeline,pipeline,unroll_4,unroll_4,pipeline,unroll,unroll,unroll,unroll,24.75,0.2990298591177636,False
stencil3d_4695.c,xcu200-fsgd2104-2-e,3.33,0.24945363,1811,1,1,1,5,pipeline_1,pipeline,unroll_8,unroll_8,unroll_8,unroll_8,pipeline_1,unroll,unroll_4,2.0,0.13074674658004734,False
stencil3d_4697.c,xcu200-fsgd2104-2-e,3.33,0.11644677,41,1,1,1,1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,pipeline,unroll,1.0,0.8586878025708862,False
stencil3d_4698.c,xcu200-fsgd2104-2-e,3.33,0.11644677,41,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,pipeline_1,unroll,pipeline,pipeline_1,pipeline_1,1.0,0.8586878025708862,False
stencil3d_4699.c,xcu200-fsgd2104-2-e,3.33,0.10150173,44,1,2,1,1,pipeline_1,pipeline,unroll_2,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll,1.25,0.9599162881530238,False
stencil3d_4700.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4701.c,xcu200-fsgd2104-2-e,3.33,0.10895094,54,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil3d_4702.c,xcu200-fsgd2104-2-e,3.33,0.09448542,67,1,1,1,2,pipeline_1,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline_1,pipeline,1.25,0.9990238439788394,False
stencil3d_4703.c,xcu200-fsgd2104-2-e,3.33,0.09586737,77,1,1,1,2,pipeline,unroll_8,pipeline,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll,1.25,0.9912523495124315,False
stencil3d_4704.c,xcu200-fsgd2104-2-e,3.33,0.11627361,42,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.8602615116904015,False
stencil3d_4705.c,xcu200-fsgd2104-2-e,3.33,0.10895094,47,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll_2,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4706.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4707.c,xcu200-fsgd2104-2-e,3.33,0.10895094,48,1,1,1,1,pipeline_1,pipeline,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,pipeline_1,unroll_4,1.0,1.0,True
stencil3d_4708.c,xcu200-fsgd2104-2-e,3.33,0.10101222,48,1,2,1,1,pipeline,pipeline,pipeline,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,unroll,1.25,0.96261650349541,False
stencil3d_4709.c,xcu200-fsgd2104-2-e,3.33,0.1091241,55,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4710.c,xcu200-fsgd2104-2-e,3.33,0.11930058,58,1,1,1,1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_8,unroll_4,unroll,pipeline_1,unroll,1.0,0.8329802338200202,False
stencil3d_4711.c,xcu200-fsgd2104-2-e,3.33,0.09517473,80,1,1,1,3,unroll,pipeline,unroll_8,unroll_8,pipeline_1,unroll_4,pipeline,pipeline_1,unroll,1.5,0.9814577076886738,False
stencil3d_4712.c,xcu200-fsgd2104-2-e,3.33,0.1091241,51,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_4,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4713.c,xcu200-fsgd2104-2-e,3.33,0.07429563,320,1,19,4,10,pipeline_1,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline,unroll,8.5,0.7170500297179413,False
stencil3d_4714.c,xcu200-fsgd2104-2-e,3.33,0.1091241,49,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,1.0,0.9265908128258681,False
stencil3d_4715.c,xcu200-fsgd2104-2-e,3.33,0.07429563,372,1,32,8,12,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll,unroll_2,unroll_2,unroll,13.25,0.5728542217270962,False
stencil3d_4716.c,xcu200-fsgd2104-2-e,3.33,0.07401924,375,1,36,9,13,pipeline_1,pipeline,unroll_8,pipeline,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_4,14.75,0.5312245875986121,False
stencil3d_4717.c,xcu200-fsgd2104-2-e,3.33,0.07615377,332,1,36,9,13,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,unroll,14.75,0.5251853568587305,False
stencil3d_4718.c,xcu200-fsgd2104-2-e,3.33,0.11636019,42,1,1,1,1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll,1.0,0.8594744598206089,False
stencil3d_4719.c,xcu200-fsgd2104-2-e,3.33,0.1091241,48,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_4,unroll,pipeline_1,pipeline_1,unroll,1.0,0.9265908128258681,False
stencil3d_4720.c,xcu200-fsgd2104-2-e,3.33,0.07419573,375,1,36,9,13,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline_1,pipeline,pipeline_1,unroll,14.75,0.5307287812420374,False
stencil3d_4721.c,xcu200-fsgd2104-2-e,3.33,0.10101222,54,1,2,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,unroll_2,unroll,1.25,0.96261650349541,False
stencil3d_4722.c,xcu200-fsgd2104-2-e,3.33,0.10083906,48,1,2,1,1,pipeline_1,pipeline,unroll_8,unroll_2,unroll_8,unroll_8,pipeline,unroll_2,unroll,1.25,0.9635726952060971,False
stencil3d_4723.c,xcu200-fsgd2104-2-e,3.33,0.07429563,363,1,17,4,8,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline,pipeline_1,unroll,unroll,7.5,0.7489485950239547,False
stencil3d_4724.c,xcu200-fsgd2104-2-e,3.33,0.1091241,54,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_4,unroll_8,pipeline_1,unroll_2,pipeline_1,unroll_4,1.0,0.9265908128258681,False
stencil3d_4725.c,xcu200-fsgd2104-2-e,3.33,0.09431226,66,1,1,1,2,pipeline_1,pipeline,unroll_8,unroll_8,pipeline,unroll_4,pipeline_1,pipeline_1,unroll,1.25,1.0,True
stencil3d_4726.c,xcu200-fsgd2104-2-e,3.33,0.07419573,379,1,36,9,13,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline,unroll_4,unroll,14.75,0.5307287812420374,False
