Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_3799.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,917,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,unroll_64,pipeline,pipeline_1,unroll,15.75,0.10176833390103975,False
workload_3800.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,916,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,pipeline,pipeline,pipeline,pipeline_1,pipeline,15.75,0.10176833390103975,False
workload_3801.cpp,xcu200-fsgd2104-2-e,5.0,9.000985,676,1,3,3,8,cyclic_16_1,block_8_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline,pipeline,unroll,3.75,0.7697974637182661,False
workload_3802.cpp,xcu200-fsgd2104-2-e,5.0,9.840665,616,1,1,1,7,cyclic_8_1,block_4_1,complete_1,unroll_16,pipeline,unroll_4,pipeline_1,pipeline_1,pipeline_1,2.5,0.8918467533338704,False
workload_3803.cpp,xcu200-fsgd2104-2-e,5.0,8.540185,686,1,6,5,11,cyclic_32_1,block_16_1,complete_1,unroll_2,pipeline,unroll_8,pipeline,unroll,pipeline_1,5.75,0.575353541297189,False
workload_3804.cpp,xcu200-fsgd2104-2-e,5.0,10.444825,1418,1,1,3,7,cyclic_16_1,block_4_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,3.0,0.845601984425535,False
workload_3805.cpp,xcu200-fsgd2104-2-e,5.0,7.927065,102,1,2,1,2,cyclic_32_1,cyclic_8_1,complete_1,unroll_64,unroll_32,pipeline_1,unroll_32,unroll,unroll,1.5,0.9625084511830185,False
workload_3806.cpp,xcu200-fsgd2104-2-e,5.0,8.634905,61,1,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline,unroll,1.0,0.988509057603685,False
workload_3807.cpp,xcu200-fsgd2104-2-e,5.0,11.096985,62,1,1,1,1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_16,pipeline_1,pipeline,1.0,0.9615012865127024,False
workload_3808.cpp,xcu200-fsgd2104-2-e,5.0,9.359385,875,1,1,1,7,cyclic_8_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline,2.5,0.8946615423810591,False
workload_3809.cpp,xcu200-fsgd2104-2-e,5.0,10.982425,64,1,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,pipeline,unroll,1.0,0.9627487053545194,False
workload_3810.cpp,xcu200-fsgd2104-2-e,5.0,10.84593,64,1,1,1,1,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_64,unroll_64,pipeline,pipeline_1,1.0,0.9642361478113747,False
workload_3811.cpp,xcu200-fsgd2104-2-e,5.0,8.86785,659,1,3,2,8,cyclic_16_1,block_16_1,complete_1,pipeline,pipeline,pipeline_1,pipeline,unroll,pipeline_1,3.5,0.796444579814784,False
workload_3812.cpp,xcu200-fsgd2104-2-e,5.0,13.467385,62,1,1,1,1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_64,pipeline,unroll,1.0,0.9358930388767531,False
workload_3813.cpp,xcu200-fsgd2104-2-e,5.0,10.639385,874,1,1,1,7,block_4_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_8,pipeline,unroll,pipeline_1,2.5,0.8870306678515695,False
workload_3814.cpp,xcu200-fsgd2104-2-e,5.0,9.625625,609,1,1,2,7,block_8_1,block_4_1,complete_1,unroll_16,pipeline_1,unroll_16,pipeline_1,pipeline,pipeline_1,2.75,0.8734628123532867,False
workload_3815.cpp,xcu200-fsgd2104-2-e,5.0,9.134105,1487,1,3,5,9,block_32_1,cyclic_8_1,complete_1,unroll_64,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,4.5,0.6929776331860401,False
workload_3816.cpp,xcu200-fsgd2104-2-e,5.0,8.37633,879,1,6,4,11,block_32_1,cyclic_64_1,complete_1,pipeline,unroll_16,unroll_64,pipeline,pipeline_1,pipeline,5.5,0.5979691804323019,False
workload_3817.cpp,xcu200-fsgd2104-2-e,5.0,8.458265,730,1,6,4,11,cyclic_32_1,block_32_1,complete_1,pipeline,pipeline_1,unroll_64,pipeline,unroll,pipeline,5.5,0.5979439378634519,False
workload_3818.cpp,xcu200-fsgd2104-2-e,5.0,10.845945,66,1,1,1,1,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_64,pipeline_1,pipeline,1.0,0.9642359842797856,False
workload_3819.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,897,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,15.75,0.10176833390103975,False
workload_3820.cpp,xcu200-fsgd2104-2-e,5.0,8.18177,933,1,26,13,23,cyclic_128_1,block_64_1,complete_1,unroll_16,pipeline,unroll_16,pipeline,pipeline,pipeline_1,15.75,0.10176833395696427,False
workload_3821.cpp,xcu200-fsgd2104-2-e,5.0,13.250585,977,1,1,1,7,block_2_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,unroll_64,pipeline,pipeline_1,unroll,2.5,0.87010222614639,False
workload_3822.cpp,xcu200-fsgd2104-2-e,5.0,10.618905,601,1,1,1,6,block_4_1,block_4_1,complete_1,unroll_64,unroll_32,pipeline_1,pipeline_1,unroll,unroll,2.25,0.9014122480614931,False
workload_3823.cpp,xcu200-fsgd2104-2-e,5.0,9.390105,831,1,1,1,8,cyclic_8_1,block_64_1,complete_1,unroll_64,pipeline,unroll_64,pipeline_1,pipeline_1,pipeline_1,2.75,0.8744780864164176,False
workload_3824.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,644,1,3,2,8,cyclic_16_1,cyclic_16_1,complete_1,pipeline,unroll_32,pipeline,pipeline,pipeline,pipeline,3.5,0.7966301310458893,False
workload_3825.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,618,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_32,unroll_32,pipeline_1,pipeline,pipeline,pipeline_1,3.5,0.7966301310458893,False
workload_3826.cpp,xcu200-fsgd2104-2-e,5.0,8.560665,3007,1,6,7,12,cyclic_128_1,block_16_1,complete_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,6.5,0.5107818949433651,False
workload_3827.cpp,xcu200-fsgd2104-2-e,5.0,13.301785,687,1,1,1,6,cyclic_2_1,block_16_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,2.25,0.8832080012152687,False
workload_3828.cpp,xcu200-fsgd2104-2-e,5.0,9.625625,585,1,1,2,7,block_8_1,block_4_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,2.75,0.8734628123532867,False
workload_3829.cpp,xcu200-fsgd2104-2-e,5.0,10.629145,820,1,1,1,7,block_4_1,block_64_1,complete_1,unroll_8,pipeline_1,unroll_16,pipeline_1,pipeline,pipeline_1,2.5,0.8870935356926494,False
workload_3831.cpp,xcu200-fsgd2104-2-e,5.0,18.969625,72,1,1,1,1,cyclic_128_1,block_16_1,complete_1,unroll_4,pipeline,unroll_8,unroll_2,unroll,pipeline_1,1.0,0.8779397661145366,False
workload_3832.cpp,xcu200-fsgd2104-2-e,5.0,8.58241,78,1,1,1,1,cyclic_32_1,cyclic_4_1,complete_1,unroll_32,unroll_32,pipeline_1,unroll_32,unroll,unroll,1.0,0.9890894396618549,False
workload_3833.cpp,xcu200-fsgd2104-2-e,5.0,75.285465,157,1,1,1,3,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,unroll_16,unroll_8,unroll_32,pipeline_1,unroll,1.5,0.403306921732251,False
workload_3834.cpp,xcu200-fsgd2104-2-e,5.0,75.760665,205,1,1,1,4,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,pipeline,unroll_8,pipeline,pipeline_1,1.75,0.3988227365316108,False
workload_3835.cpp,xcu200-fsgd2104-2-e,5.0,16.088825,219,1,1,1,1,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,unroll_64,unroll_64,pipeline,unroll,1.0,0.9080226331260689,False
workload_3836.cpp,xcu200-fsgd2104-2-e,5.0,67.73953,130,1,1,1,2,cyclic_32_1,cyclic_8_1,complete_1,unroll_64,unroll_32,unroll_8,unroll_16,pipeline,pipeline_1,1.25,0.45485164877545303,False
workload_3837.cpp,xcu200-fsgd2104-2-e,5.0,74.214425,86,1,1,1,1,block_4_1,block_4_1,complete_1,unroll_2,unroll_32,unroll_4,unroll_2,pipeline,pipeline_1,1.0,0.4114484012999795,False
workload_3838.cpp,xcu200-fsgd2104-2-e,5.0,8.634905,56,1,1,1,1,cyclic_8_1,block_2_1,complete_1,unroll_64,pipeline_1,pipeline,unroll_16,pipeline_1,unroll,1.0,0.988509057603685,False
workload_3839.cpp,xcu200-fsgd2104-2-e,5.0,9.359385,671,1,1,1,7,cyclic_8_1,cyclic_16_1,complete_1,unroll_32,unroll_32,pipeline_1,pipeline_1,unroll,pipeline,2.5,0.8946615423810591,False
workload_3840.cpp,xcu200-fsgd2104-2-e,5.0,8.72449,688,1,3,2,8,cyclic_16_1,cyclic_16_1,complete_1,unroll_64,pipeline,unroll_64,pipeline_1,pipeline,pipeline,3.5,0.7966182118135179,False
workload_3841.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,658,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,pipeline,unroll_32,pipeline,pipeline,pipeline,pipeline_1,3.5,0.7966301310458893,False
workload_3842.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,875,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline,unroll,pipeline_1,3.75,0.7700867816755017,False
workload_3843.cpp,xcu200-fsgd2104-2-e,5.0,8.42753,883,1,6,4,11,cyclic_32_1,block_64_1,complete_1,unroll_2,pipeline,pipeline,pipeline,pipeline,pipeline_1,5.5,0.5979535698866891,False
workload_3844.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,930,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,15.75,0.10176833390103975,False
workload_3845.cpp,xcu200-fsgd2104-2-e,5.0,8.222745,930,1,13,8,14,cyclic_64_1,cyclic_64_1,complete_1,unroll_32,unroll_32,pipeline,pipeline,pipeline_1,pipeline,9.0,0.3295621036625992,False
workload_3846.cpp,xcu200-fsgd2104-2-e,5.0,8.386585,894,1,6,4,11,cyclic_32_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline,5.5,0.5979660972933765,False
workload_3847.cpp,xcu200-fsgd2104-2-e,5.0,8.37633,924,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline,5.5,0.5979691804323019,False
workload_3848.cpp,xcu200-fsgd2104-2-e,5.0,10.62913,659,1,1,1,6,block_4_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_64,pipeline_1,pipeline,unroll,2.25,0.9013470883621449,False
workload_3849.cpp,xcu200-fsgd2104-2-e,5.0,9.359385,683,1,1,1,7,cyclic_8_1,cyclic_8_1,complete_1,unroll_4,unroll_16,unroll_16,pipeline_1,pipeline_1,pipeline,2.5,0.8946615423810591,False
workload_3850.cpp,xcu200-fsgd2104-2-e,5.0,13.31201,831,1,1,1,6,cyclic_2_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_64,pipeline,pipeline,pipeline_1,2.25,0.883134669765934,False
workload_3851.cpp,xcu200-fsgd2104-2-e,5.0,8.633625,77,1,1,1,1,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_32,unroll,unroll,1.0,0.988523206964876,False
workload_3852.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,1061,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline,pipeline_1,unroll,15.75,0.10176833390103975,False
workload_3853.cpp,xcu200-fsgd2104-2-e,5.0,9.359385,833,1,1,1,7,cyclic_8_1,cyclic_16_1,complete_1,pipeline,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline,2.5,0.8946615423810591,False
workload_3854.cpp,xcu200-fsgd2104-2-e,5.0,8.39681,1082,1,6,4,11,cyclic_32_1,cyclic_64_1,complete_1,unroll_32,unroll_32,unroll_64,pipeline,unroll,pipeline_1,5.5,0.5979630014568305,False
workload_3855.cpp,xcu200-fsgd2104-2-e,5.0,9.134105,1477,1,3,4,9,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_8,pipeline,pipeline_1,pipeline_1,4.25,0.7180593221253787,False
workload_3856.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,1101,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,pipeline,unroll_16,unroll_16,pipeline,pipeline_1,pipeline,3.75,0.7700867816755017,False
workload_3857.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,1042,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,3.75,0.7700867816755017,False
workload_3858.cpp,xcu200-fsgd2104-2-e,5.0,16.35521,69,1,1,1,1,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,pipeline,pipeline,1.0,0.9052169524309658,False
workload_3859.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,839,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,3.5,0.7966301310458893,False
workload_3860.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,894,1,3,2,8,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,unroll_32,pipeline,pipeline,pipeline,pipeline,3.5,0.7966301310458893,False
workload_3861.cpp,xcu200-fsgd2104-2-e,5.0,10.84593,86,1,1,1,1,cyclic_2_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_64,unroll_64,pipeline,pipeline_1,1.0,0.9642361478113747,False
workload_3862.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,878,1,3,2,8,cyclic_16_1,cyclic_16_1,complete_1,unroll_8,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,3.5,0.7966301310458893,False
workload_3863.cpp,xcu200-fsgd2104-2-e,5.0,8.366105,1086,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_16,pipeline,pipeline,pipeline,5.5,0.5979722328337924,False
workload_3864.cpp,xcu200-fsgd2104-2-e,5.0,8.314905,1003,1,13,9,16,cyclic_128_1,block_32_1,complete_1,pipeline,pipeline,pipeline,pipeline,unroll,pipeline,9.75,0.2853797966863383,False
workload_3865.cpp,xcu200-fsgd2104-2-e,5.0,9.36961,740,1,1,1,7,cyclic_8_1,cyclic_8_1,complete_1,unroll_32,pipeline,unroll_64,pipeline,unroll,pipeline_1,2.5,0.8946024337360713,False
workload_3866.cpp,xcu200-fsgd2104-2-e,5.0,8.560665,3544,1,6,7,12,cyclic_128_1,block_16_1,complete_1,pipeline,pipeline,unroll_64,pipeline,unroll,pipeline_1,6.5,0.5107818949433651,False
workload_3867.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,974,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_8,pipeline,pipeline_1,pipeline_1,15.75,0.10176833390103975,False
workload_3868.cpp,xcu200-fsgd2104-2-e,5.0,10.362905,1397,1,1,3,7,cyclic_16_1,cyclic_4_1,complete_1,pipeline,unroll_16,unroll_64,pipeline,pipeline,unroll,3.0,0.8458939964253673,False
workload_3871.cpp,xcu200-fsgd2104-2-e,5.0,8.92001,92,1,1,1,1,cyclic_32_1,cyclic_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_32,unroll,unroll,1.0,0.9853602604768936,False
workload_3872.cpp,xcu200-fsgd2104-2-e,5.0,9.128985,92,1,1,1,1,cyclic_8_1,block_64_1,complete_1,unroll_16,pipeline,unroll_16,unroll_16,pipeline,pipeline_1,1.0,0.9830558190387321,False
workload_3873.cpp,xcu200-fsgd2104-2-e,5.0,13.724185,93,1,1,1,1,cyclic_128_1,block_2_1,complete_1,pipeline,pipeline,pipeline,unroll_16,pipeline_1,unroll,1.0,0.933141936212706,False
workload_3874.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,662,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_4,unroll_32,pipeline,pipeline,pipeline,pipeline,3.5,0.7966301310458893,False
workload_3875.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,670,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_4,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,3.5,0.7966301310458893,False
workload_3876.cpp,xcu200-fsgd2104-2-e,5.0,9.359385,681,1,1,1,7,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,pipeline_1,unroll_64,pipeline,pipeline,pipeline,2.5,0.8946615423810591,False
workload_3877.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,884,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,3.75,0.7700867816755017,False
workload_3878.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,951,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline,15.75,0.10176833390103975,False
workload_3879.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,958,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline_1,pipeline_1,15.75,0.10176833390103975,False
workload_3880.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,971,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_16,pipeline,pipeline,pipeline,15.75,0.10176833390103975,False
workload_3881.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,971,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline,unroll,pipeline_1,15.75,0.10176833390103975,False
workload_3882.cpp,xcu200-fsgd2104-2-e,5.0,67.075545,134,1,1,1,2,cyclic_32_1,cyclic_8_1,complete_1,unroll_64,unroll_32,unroll_64,unroll_32,pipeline_1,unroll,1.25,0.45950179463417007,False
workload_3883.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,716,1,3,2,8,cyclic_16_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,pipeline,pipeline,pipeline,pipeline,3.5,0.7966301310458893,False
workload_3884.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,679,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_2,unroll_32,unroll_64,pipeline,pipeline,pipeline_1,3.5,0.7966301310458893,False
workload_3885.cpp,xcu200-fsgd2104-2-e,5.0,9.14433,1539,1,3,5,9,block_32_1,cyclic_8_1,complete_1,pipeline,unroll_16,unroll_64,pipeline,pipeline_1,pipeline,4.5,0.6929703023796053,False
workload_3886.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,892,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_8,pipeline,pipeline_1,pipeline_1,3.75,0.7700867816755017,False
workload_3887.cpp,xcu200-fsgd2104-2-e,5.0,8.386585,916,1,6,4,11,cyclic_32_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline,pipeline_1,unroll,5.5,0.5979660972933765,False
workload_3888.cpp,xcu200-fsgd2104-2-e,5.0,9.420825,740,1,1,1,7,cyclic_8_1,block_32_1,complete_1,unroll_64,pipeline_1,pipeline,pipeline,unroll,pipeline,2.5,0.8943059155179729,False
workload_3889.cpp,xcu200-fsgd2104-2-e,5.0,76.823065,98,1,1,1,1,cyclic_32_1,cyclic_16_1,complete_1,unroll_2,unroll_32,pipeline,unroll_16,pipeline,pipeline_1,1.0,0.3946097009692212,False
workload_3890.cpp,xcu200-fsgd2104-2-e,5.0,9.14625,76,1,1,1,1,cyclic_32_1,cyclic_64_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_16,pipeline,pipeline_1,1.0,0.9828655660570919,False
workload_3891.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,936,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,unroll_64,pipeline,pipeline,unroll,15.75,0.10176833390103975,False
workload_3892.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,954,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_64,pipeline,pipeline,pipeline,15.75,0.10176833390103975,False
workload_3893.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,634,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_32,unroll_32,pipeline_1,pipeline,pipeline_1,pipeline_1,3.5,0.7966301310458893,False
workload_3894.cpp,xcu200-fsgd2104-2-e,5.0,8.488985,1166,1,6,6,11,cyclic_64_1,cyclic_16_1,complete_1,unroll_4,unroll_16,pipeline_1,pipeline,pipeline_1,pipeline_1,6.0,0.5533239443197048,False
workload_3895.cpp,xcu200-fsgd2104-2-e,5.0,8.366105,849,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_16,pipeline,pipeline,pipeline_1,5.5,0.5979722328337924,False
workload_3896.cpp,xcu200-fsgd2104-2-e,5.0,8.366105,851,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_8,unroll_16,unroll_16,pipeline,pipeline_1,pipeline,5.5,0.5979722328337924,False
workload_3897.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,636,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_32,unroll_32,unroll_8,pipeline,unroll,pipeline_1,3.5,0.7966301310458893,False
workload_3898.cpp,xcu200-fsgd2104-2-e,5.0,9.359385,667,1,1,1,7,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,2.5,0.8946615423810591,False
workload_3899.cpp,xcu200-fsgd2104-2-e,5.0,14.778105,213,1,1,1,1,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,pipeline,unroll_64,unroll_64,pipeline,pipeline_1,1.0,0.9218987685448675,False
workload_3900.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,862,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,unroll_16,pipeline_1,pipeline,pipeline_1,pipeline_1,3.75,0.7700867816755017,False
workload_3901.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,919,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_32,unroll_16,pipeline,pipeline,pipeline,15.75,0.10176833390103975,False
workload_3902.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,844,1,3,2,9,cyclic_16_1,cyclic_64_1,complete_1,unroll_8,pipeline_1,unroll_8,pipeline,unroll,pipeline,3.75,0.7700867816755017,False
workload_3903.cpp,xcu200-fsgd2104-2-e,5.0,8.366105,871,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_8,pipeline_1,pipeline_1,pipeline,5.5,0.5979722328337924,False
workload_3904.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,605,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_16,pipeline_1,pipeline,pipeline,3.5,0.7966301310458893,False
workload_3905.cpp,xcu200-fsgd2104-2-e,5.0,8.714265,604,1,3,2,8,cyclic_16_1,cyclic_8_1,complete_1,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,pipeline_1,3.5,0.7966301310458893,False
workload_3906.cpp,xcu200-fsgd2104-2-e,5.0,8.37633,786,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,pipeline,5.5,0.5979691804323019,False
workload_3908.cpp,xcu200-fsgd2104-2-e,5.0,9.134105,1120,1,3,4,9,cyclic_32_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline_1,4.25,0.7180593221253787,False
workload_3910.cpp,xcu200-fsgd2104-2-e,5.0,8.488985,3592,1,6,6,12,cyclic_128_1,cyclic_16_1,complete_1,unroll_4,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,6.25,0.5318002895879039,False
workload_3911.cpp,xcu200-fsgd2104-2-e,5.0,8.97121,89,1,1,1,1,cyclic_32_1,block_32_1,complete_1,unroll_32,pipeline,unroll_8,unroll_32,unroll,pipeline,1.0,0.9847953821799618,False
workload_3912.cpp,xcu200-fsgd2104-2-e,5.0,13.088025,198,1,1,1,1,cyclic_128_1,cyclic_8_1,complete_1,unroll_32,unroll_32,pipeline_1,unroll_32,unroll,unroll,1.0,0.9399654263377373,False
workload_3913.cpp,xcu200-fsgd2104-2-e,5.0,9.781785,52,1,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_8,pipeline_1,pipeline,unroll_16,pipeline,pipeline_1,1.0,0.9758765039705682,False
workload_3914.cpp,xcu200-fsgd2104-2-e,5.0,75.430425,255,1,1,1,4,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,pipeline_1,unroll_16,pipeline_1,pipeline_1,1.75,0.4009322621930972,False
workload_3915.cpp,xcu200-fsgd2104-2-e,5.0,8.366105,885,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_32,pipeline,pipeline,pipeline_1,5.5,0.5979722328337924,False
workload_3916.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,917,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_64,pipeline,unroll_64,pipeline,pipeline_1,pipeline,15.75,0.10176833390103975,False
workload_3917.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,918,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline,pipeline_1,pipeline_1,15.75,0.10176833390103975,False
workload_3918.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,925,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_32,unroll_64,pipeline,pipeline_1,pipeline_1,15.75,0.10176833390103975,False
workload_3919.cpp,xcu200-fsgd2104-2-e,5.0,8.366105,988,1,6,4,11,block_32_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_8,pipeline,pipeline_1,pipeline_1,5.5,0.5979722328337924,False
workload_3920.cpp,xcu200-fsgd2104-2-e,5.0,8.181785,1018,1,26,13,23,cyclic_128_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_16,pipeline,pipeline,pipeline,15.75,0.10176833390103975,False
workload_3921.cpp,xcu200-fsgd2104-2-e,5.0,18.710265,99,1,1,1,1,cyclic_8_1,cyclic_64_1,complete_1,unroll_2,pipeline_1,unroll_64,unroll_64,pipeline_1,pipeline_1,1.0,0.8806247670277335,False
