Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_4968.cpp,xcu200-fsgd2104-2-e,3.33,2.54809602,334,1,1,1,4,cyclic_8_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll,unroll_4,unroll_4,unroll_16,pipeline,unroll,pipeline,1.75,0.977633838404044,False
workload_4969.cpp,xcu200-fsgd2104-2-e,3.33,4.1157801,606,1,1,4,8,cyclic_8_1,cyclic_16_1,cyclic_32_1,complete_1,complete_1,pipeline,pipeline,pipeline_1,unroll_16,unroll_4,unroll,pipeline,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,3.5,0.8918860116166061,False
workload_4970.cpp,xcu200-fsgd2104-2-e,3.33,3.5903061000000003,1009,3,1,1,8,cyclic_128_1,block_8_1,cyclic_64_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline,pipeline,pipeline,3.25,0.9058902533467378,False
workload_4971.cpp,xcu200-fsgd2104-2-e,3.33,5.99038362,404,1,1,2,4,cyclic_8_1,cyclic_8_1,block_16_1,block_2_1,block_2_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll_4,unroll,unroll_4,unroll_4,unroll_4,unroll_2,pipeline,pipeline_1,2.0,0.970076346166902,False
workload_4972.cpp,xcu200-fsgd2104-2-e,3.33,3.64919715,1211,2,1,2,8,cyclic_4_1,cyclic_8_1,cyclic_64_1,block_8_1,cyclic_2_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,pipeline_1,unroll_4,unroll_16,pipeline,pipeline,pipeline,3.25,0.9058904165842034,False
workload_4973.cpp,xcu200-fsgd2104-2-e,3.33,44.769349170000005,267,1,1,1,6,cyclic_8_1,block_8_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll,pipeline_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline_1,pipeline_1,2.25,0.9595695431995898,False
workload_4974.cpp,xcu200-fsgd2104-2-e,3.33,65.13152994000001,218,2,1,1,6,cyclic_16_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll,unroll_4,unroll_4,pipeline,pipeline_1,unroll_4,unroll_16,unroll_8,pipeline_1,pipeline,2.5,0.9468795064725286,False
workload_4975.cpp,xcu200-fsgd2104-2-e,3.33,104.13801108,203,2,1,1,9,cyclic_64_1,cyclic_2_1,block_128_1,complete_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll,pipeline,unroll_4,unroll_2,unroll_16,unroll_2,pipeline_1,pipeline_1,3.25,0.9044502408169611,False
workload_4976.cpp,xcu200-fsgd2104-2-e,3.33,113.14986354,159,1,1,1,4,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_64,unroll_2,pipeline,pipeline,1.75,0.967333001255805,False
workload_4977.cpp,xcu200-fsgd2104-2-e,3.33,2.41159266,497,1,1,1,5,cyclic_8_1,block_2_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.0,0.9703558044430846,False
workload_4978.cpp,xcu200-fsgd2104-2-e,3.33,2.41233858,421,2,1,1,5,cyclic_16_1,cyclic_16_1,cyclic_64_1,block_2_1,block_4_1,pipeline,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_8,unroll_4,unroll_16,pipeline,pipeline_1,pipeline_1,2.25,0.9630826571272433,False
workload_4979.cpp,xcu200-fsgd2104-2-e,3.33,6.0026913,301,1,1,2,5,cyclic_8_1,cyclic_2_1,block_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline,unroll,unroll_16,unroll_4,pipeline,unroll_8,unroll_4,unroll_16,unroll_2,pipeline,pipeline,2.25,0.9627983442893187,False
workload_4980.cpp,xcu200-fsgd2104-2-e,3.33,2.41239186,358,1,1,1,5,cyclic_8_1,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_2_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,unroll_4,unroll_64,unroll_2,unroll,pipeline,2.0,0.9703557423823601,False
workload_4982.cpp,xcu200-fsgd2104-2-e,3.33,8.99387046,202,1,1,1,5,cyclic_8_1,block_32_1,cyclic_64_1,cyclic_2_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,pipeline,pipeline_1,unroll_16,unroll_16,unroll_32,pipeline,pipeline,2.0,0.9698394119305594,False
workload_4983.cpp,xcu200-fsgd2104-2-e,3.33,3.5351613000000004,642,1,1,3,8,cyclic_8_1,cyclic_2_1,cyclic_32_1,complete_1,cyclic_8_1,pipeline_1,pipeline,unroll_4,unroll_16,unroll_4,pipeline,pipeline_1,unroll_4,unroll_16,pipeline,pipeline_1,pipeline,3.25,0.9058900994070479,False
workload_4984.cpp,xcu200-fsgd2104-2-e,3.33,123.83285652,150,1,1,1,3,cyclic_8_1,block_32_1,cyclic_2_1,block_8_1,cyclic_4_1,pipeline_1,unroll_4,pipeline,unroll_8,unroll,pipeline,pipeline_1,unroll_8,unroll_64,unroll_8,pipeline,pipeline,1.5,0.9733490724127959,False
workload_4985.cpp,xcu200-fsgd2104-2-e,3.33,95.25685446,416,1,1,1,8,cyclic_8_1,block_16_1,cyclic_64_1,complete_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_2,pipeline,unroll_4,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,2.75,0.9320824653702893,False
workload_4986.cpp,xcu200-fsgd2104-2-e,3.33,2.60870202,1368,1,1,2,8,cyclic_8_1,block_2_1,cyclic_64_1,block_2_1,cyclic_2_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline,pipeline,unroll_4,pipeline,unroll_8,pipeline,pipeline_1,3.0,0.9200140983724804,False
workload_4988.cpp,xcu200-fsgd2104-2-e,3.33,5.9355585,260,1,1,2,5,cyclic_8_1,cyclic_16_1,block_16_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.25,0.9628036832482639,False
workload_4989.cpp,xcu200-fsgd2104-2-e,3.33,3.2052115800000003,1207,1,1,2,8,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_8_1,cyclic_2_1,pipeline,pipeline,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_32,pipeline,pipeline,3.0,0.920016114975691,False
workload_4990.cpp,xcu200-fsgd2104-2-e,3.33,33.72138486,72,1,1,1,1,cyclic_8_1,cyclic_8_1,cyclic_2_1,block_8_1,cyclic_2_1,pipeline,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_32,pipeline,pipeline,1.0,0.9999193927429207,False
workload_4991.cpp,xcu200-fsgd2104-2-e,3.33,6.59918754,355,1,1,2,4,cyclic_8_1,cyclic_8_1,block_16_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll,unroll_4,unroll_16,unroll_4,unroll_2,pipeline_1,pipeline,2.0,0.9700284969414237,False
workload_4992.cpp,xcu200-fsgd2104-2-e,3.33,2.4118057800000003,513,2,1,1,7,cyclic_4_1,block_8_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.75,0.9342609655292483,False
workload_4993.cpp,xcu200-fsgd2104-2-e,3.33,2.5463377800000004,482,1,1,1,6,cyclic_8_1,block_8_1,cyclic_64_1,cyclic_2_1,complete_1,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_16,unroll_16,unroll_2,pipeline,pipeline,2.25,0.9630720907197797,False
workload_4994.cpp,xcu200-fsgd2104-2-e,3.33,8.67639825,172,1,1,1,5,cyclic_8_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll,unroll,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline,pipeline_1,2.0,0.9698645598031324,False
workload_4995.cpp,xcu200-fsgd2104-2-e,3.33,66.39252102,128,1,1,1,4,cyclic_8_1,cyclic_2_1,cyclic_64_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_2,unroll,unroll_4,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline,1.75,0.9721622062108881,False
workload_4996.cpp,xcu200-fsgd2104-2-e,3.33,104.20249986,130,1,1,1,4,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,1.75,0.9683075544300652,False
workload_4997.cpp,xcu200-fsgd2104-2-e,3.33,5.30682786,380,2,1,2,4,cyclic_16_1,cyclic_8_1,block_16_1,cyclic_2_1,cyclic_8_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,unroll,unroll_4,unroll_4,unroll_16,pipeline,pipeline,pipeline,2.25,0.9628536428663425,False
workload_4998.cpp,xcu200-fsgd2104-2-e,3.33,2.47286466,1232,1,1,2,8,cyclic_8_1,cyclic_4_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_4,pipeline,pipeline_1,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,3.0,0.9200136171521734,False
workload_4999.cpp,xcu200-fsgd2104-2-e,3.33,9.03462966,136,1,1,1,3,cyclic_8_1,cyclic_8_1,cyclic_32_1,block_8_1,cyclic_2_1,pipeline,unroll_2,pipeline,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_32,pipeline,pipeline,1.5,0.9849687688782703,False
workload_5000.cpp,xcu200-fsgd2104-2-e,3.33,4.76775414,601,1,1,4,9,cyclic_8_1,block_16_1,cyclic_32_1,block_4_1,complete_1,pipeline,pipeline,unroll_4,unroll_16,unroll_2,unroll,pipeline,unroll_4,unroll_16,unroll_2,pipeline,pipeline,3.75,0.8780036487175876,False
workload_5001.cpp,xcu200-fsgd2104-2-e,3.33,33.685247700000005,104,2,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline,pipeline_1,unroll_4,unroll_16,pipeline,pipeline,pipeline,1.5,0.9829961687504697,False
workload_5002.cpp,xcu200-fsgd2104-2-e,3.33,37.76068818,107,1,1,1,1,cyclic_8_1,cyclic_8_1,cyclic_2_1,block_8_1,cyclic_2_1,pipeline,unroll_2,unroll_2,unroll_2,unroll_2,unroll,pipeline_1,unroll_16,unroll_16,pipeline,pipeline,pipeline,1.0,0.9992188694117323,False
workload_5003.cpp,xcu200-fsgd2104-2-e,3.33,64.9135215,127,1,1,1,3,cyclic_8_1,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_4_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_16,unroll_2,unroll,pipeline_1,1.5,0.9800668658614464,False
workload_5004.cpp,xcu200-fsgd2104-2-e,3.33,76.51028646,198,1,1,1,5,cyclic_8_1,block_32_1,cyclic_64_1,block_2_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,pipeline,unroll_4,unroll_16,unroll_16,unroll_32,pipeline,pipeline,2.0,0.9639337665294753,False
workload_5005.cpp,xcu200-fsgd2104-2-e,3.33,35.19857952,99,1,1,1,2,cyclic_8_1,block_32_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_4,unroll_2,unroll_8,unroll,unroll,pipeline_1,unroll_8,unroll_16,pipeline,pipeline,pipeline,1.25,0.9904011799186847,False
workload_5006.cpp,xcu200-fsgd2104-2-e,3.33,35.90819586,97,1,1,1,2,cyclic_8_1,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,unroll_4,pipeline_1,unroll_8,pipeline,pipeline_1,1.25,0.9903406346745252,False
workload_5007.cpp,xcu200-fsgd2104-2-e,3.33,11.08454103,188,1,1,1,3,cyclic_8_1,cyclic_8_1,cyclic_32_1,block_8_1,cyclic_2_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline,pipeline,1.5,0.9848161104349115,False
workload_5008.cpp,xcu200-fsgd2104-2-e,3.33,10.50648966,153,1,1,1,4,cyclic_8_1,cyclic_16_1,cyclic_32_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,pipeline,pipeline,unroll_4,unroll_32,unroll_2,pipeline,pipeline_1,1.75,0.977024472600258,False
workload_5009.cpp,xcu200-fsgd2104-2-e,3.33,8.1907677,156,1,1,1,4,cyclic_8_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline,pipeline,pipeline,1.75,0.977203905033187,False
workload_5010.cpp,xcu200-fsgd2104-2-e,3.33,10.20237408,269,1,1,1,4,cyclic_8_1,block_16_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,pipeline,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline,pipeline,1.75,0.9770481363415324,False
workload_5011.cpp,xcu200-fsgd2104-2-e,3.33,2.4118057800000003,404,1,1,1,5,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,pipeline,unroll_32,unroll_2,pipeline,pipeline_1,2.0,0.970355787893573,False
workload_5012.cpp,xcu200-fsgd2104-2-e,3.33,33.49394586,111,2,1,1,3,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_4,unroll,pipeline,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline,1.75,0.9751481934259689,False
workload_5013.cpp,xcu200-fsgd2104-2-e,3.33,7.59438468,303,1,1,1,5,cyclic_16_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline,unroll_4,pipeline,unroll_16,unroll,unroll,pipeline_1,unroll_16,pipeline_1,unroll_32,pipeline,pipeline_1,2.0,0.9699500850770592,False
workload_5014.cpp,xcu200-fsgd2104-2-e,3.33,2.15152965,563,1,1,1,7,cyclic_8_1,block_8_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll,pipeline,unroll_4,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,2.5,0.9486271953851426,False
workload_5015.cpp,xcu200-fsgd2104-2-e,3.33,9.88423254,196,2,1,1,5,cyclic_32_1,cyclic_2_1,cyclic_32_1,complete_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,pipeline,unroll_16,pipeline,pipeline,pipeline,2.25,0.9624881701769571,False
workload_5016.cpp,xcu200-fsgd2104-2-e,3.33,2.41159266,560,1,1,1,7,cyclic_8_1,block_8_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.5,0.9486284502171841,False
workload_5017.cpp,xcu200-fsgd2104-2-e,3.33,3.34567098,1205,1,1,2,8,cyclic_8_1,block_16_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll,pipeline,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,3.0,0.9200165669318244,False
workload_5018.cpp,xcu200-fsgd2104-2-e,3.33,33.4817847,93,1,1,1,2,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_2,pipeline_1,pipeline,unroll_16,pipeline_1,unroll_32,pipeline,pipeline,1.25,0.9905455722262152,False
workload_5019.cpp,xcu200-fsgd2104-2-e,3.33,2.4118057800000003,362,1,1,1,5,cyclic_8_1,cyclic_16_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,unroll,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.0,0.970355787893573,False
workload_5020.cpp,xcu200-fsgd2104-2-e,3.33,2.6565741000000003,338,1,1,1,4,cyclic_8_1,cyclic_4_1,cyclic_64_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_32,unroll,pipeline,1.75,0.9776256702305198,False
workload_5021.cpp,xcu200-fsgd2104-2-e,3.33,3.1361207400000004,351,1,1,1,5,cyclic_8_1,cyclic_8_1,cyclic_64_1,complete_1,block_2_1,pipeline,pipeline,pipeline_1,unroll_16,unroll_4,unroll,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.0,0.9702994787251669,False
workload_5022.cpp,xcu200-fsgd2104-2-e,3.33,48.50653158,184,1,1,1,7,cyclic_8_1,block_2_1,cyclic_32_1,block_4_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline,2.5,0.9476951055361926,False
workload_5023.cpp,xcu200-fsgd2104-2-e,3.33,8.993763900000001,185,1,1,1,4,cyclic_8_1,cyclic_4_1,cyclic_64_1,block_8_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_2,pipeline,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline,pipeline_1,1.75,0.9771418828374714,False
workload_5024.cpp,xcu200-fsgd2104-2-e,3.33,66.12947766,131,1,1,1,3,cyclic_8_1,cyclic_8_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_32,unroll_8,pipeline,pipeline,1.5,0.9799432940563072,False
workload_5025.cpp,xcu200-fsgd2104-2-e,3.33,9.7151751,117,2,1,1,3,cyclic_16_1,cyclic_8_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,pipeline_1,unroll_4,unroll_16,unroll_32,pipeline_1,pipeline,1.75,0.9770859833649652,False
workload_5026.cpp,xcu200-fsgd2104-2-e,3.33,4.19665581,355,1,1,1,4,cyclic_8_1,cyclic_16_1,cyclic_64_1,complete_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,1.75,0.9775092951862876,False
workload_5027.cpp,xcu200-fsgd2104-2-e,3.33,3.00464235,1238,1,1,2,8,cyclic_8_1,block_2_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,pipeline,pipeline_1,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,3.0,0.9200154544782614,False
workload_5028.cpp,xcu200-fsgd2104-2-e,3.33,10.43301654,137,1,1,1,4,cyclic_8_1,block_16_1,cyclic_32_1,block_4_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,unroll_2,unroll,pipeline,unroll_4,unroll_16,unroll_2,pipeline,pipeline,1.75,0.9770301924249518,False
workload_5029.cpp,xcu200-fsgd2104-2-e,3.33,81.5743773,114,2,1,1,3,cyclic_16_1,cyclic_2_1,cyclic_2_1,block_2_1,complete_1,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,1.75,0.970667161032692,False
workload_5030.cpp,xcu200-fsgd2104-2-e,3.33,3.23676666,388,1,1,1,4,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,1.75,0.9775819184251697,False
workload_5031.cpp,xcu200-fsgd2104-2-e,3.33,8.9623287,156,1,1,1,4,cyclic_16_1,cyclic_4_1,cyclic_64_1,complete_1,cyclic_2_1,pipeline_1,unroll_4,unroll_2,unroll_16,unroll_2,unroll,pipeline_1,pipeline,unroll_16,pipeline,pipeline,pipeline,1.75,0.9771443147860676,False
workload_5032.cpp,xcu200-fsgd2104-2-e,3.33,2.4118057800000003,470,2,1,1,6,cyclic_4_1,block_2_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,2.5,0.948628451213746,False
workload_5033.cpp,xcu200-fsgd2104-2-e,3.33,9.674362620000002,141,1,1,1,3,cyclic_8_1,block_16_1,cyclic_32_1,block_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_16,unroll_2,unroll,pipeline,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,1.5,0.9849213462000989,False
workload_5034.cpp,xcu200-fsgd2104-2-e,3.33,2.31110658,741,1,1,1,9,cyclic_8_1,block_16_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll_4,unroll,unroll_4,pipeline,unroll_16,pipeline,pipeline,pipeline_1,3.0,0.9200130334594971,False
workload_5035.cpp,xcu200-fsgd2104-2-e,3.33,35.562525210000004,146,2,1,1,4,cyclic_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline,unroll_4,pipeline_1,unroll_8,unroll,pipeline,pipeline_1,unroll_16,pipeline_1,unroll_2,pipeline,pipeline_1,2.0,0.9676477317968775,False
workload_5036.cpp,xcu200-fsgd2104-2-e,3.33,8.68692438,1026,1,1,1,13,cyclic_8_1,block_32_1,cyclic_64_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,unroll,pipeline,unroll_16,unroll_16,unroll_32,pipeline,pipeline,4.0,0.8642476122770045,False
workload_5037.cpp,xcu200-fsgd2104-2-e,3.33,74.23025211,184,1,1,1,4,cyclic_8_1,cyclic_2_1,cyclic_32_1,block_8_1,cyclic_8_1,pipeline_1,unroll_2,unroll,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_16,pipeline,pipeline_1,pipeline,1.75,0.9713994188247621,False
workload_5038.cpp,xcu200-fsgd2104-2-e,3.33,35.45813637,171,1,1,1,5,cyclic_16_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll,unroll,unroll_4,unroll_16,pipeline_1,unroll_2,pipeline,pipeline_1,2.0,0.9676566802389953,False
workload_5039.cpp,xcu200-fsgd2104-2-e,3.33,3.13008678,953,1,1,2,8,cyclic_8_1,block_8_1,cyclic_64_1,block_2_1,cyclic_8_1,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_8,pipeline_1,pipeline_1,3.0,0.9200158696651424,False
workload_5040.cpp,xcu200-fsgd2104-2-e,3.33,71.91541926000001,88,1,1,1,2,cyclic_8_1,cyclic_2_1,block_128_1,block_8_1,cyclic_4_1,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,unroll,pipeline_1,unroll_16,unroll_16,pipeline,unroll,pipeline_1,1.25,0.9866419066200326,False
workload_5041.cpp,xcu200-fsgd2104-2-e,3.33,59.52547494,176,1,1,1,7,cyclic_8_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll,pipeline_1,unroll_2,pipeline,unroll_4,unroll_4,pipeline_1,unroll_32,pipeline,pipeline,2.5,0.9471774198786749,False
workload_5042.cpp,xcu200-fsgd2104-2-e,3.33,8.1907677,176,1,1,1,4,cyclic_8_1,cyclic_2_1,cyclic_64_1,block_4_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_16,unroll_4,unroll,pipeline_1,unroll_16,unroll_16,pipeline,pipeline,pipeline,1.75,0.977203905033187,False
workload_5043.cpp,xcu200-fsgd2104-2-e,3.33,73.0499436,258,1,1,1,2,cyclic_8_1,cyclic_2_1,block_128_1,block_8_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_16,unroll_16,pipeline,unroll,pipeline_1,1.25,0.9865072947594958,False
workload_5044.cpp,xcu200-fsgd2104-2-e,3.33,20.1495303,85,1,1,1,2,cyclic_8_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll,pipeline,unroll_4,pipeline_1,unroll_8,pipeline,pipeline_1,1.25,0.9915667648194417,False
workload_5045.cpp,xcu200-fsgd2104-2-e,3.33,33.46642674,97,2,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline,pipeline_1,unroll_4,unroll_16,pipeline,pipeline,pipeline_1,1.5,0.9830150026503611,False
workload_5046.cpp,xcu200-fsgd2104-2-e,3.33,64.21250322,198,1,1,1,5,cyclic_8_1,cyclic_16_1,cyclic_64_1,complete_1,complete_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll,pipeline_1,unroll_16,unroll_16,unroll_2,unroll,pipeline_1,2.0,0.9650916264757828,False
workload_5047.cpp,xcu200-fsgd2104-2-e,3.33,2.9766770100000004,425,1,1,1,4,cyclic_8_1,block_2_1,cyclic_64_1,block_2_1,complete_1,pipeline,pipeline,pipeline_1,unroll_8,unroll,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,pipeline_1,1.75,0.9776015449994783,False
workload_5048.cpp,xcu200-fsgd2104-2-e,3.33,72.78153894,81,2,1,1,2,cyclic_16_1,cyclic_2_1,block_128_1,block_2_1,cyclic_4_1,pipeline,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,pipeline_1,unroll_16,unroll_16,unroll_2,pipeline,pipeline_1,1.5,0.9792551109764231,False
workload_5049.cpp,xcu200-fsgd2104-2-e,3.33,64.05889698,197,2,1,1,6,cyclic_16_1,block_32_1,cyclic_64_1,block_2_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_4,unroll,pipeline_1,pipeline,unroll_16,pipeline,pipeline_1,pipeline_1,2.5,0.9469381931735278,False
