Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Area,Weight,is_pareto
workload_878.cpp,xcu200-fsgd2104-2-e,10.0,7134.41985,71,1,1,1,1,unroll_2,unroll_8,unroll_8,1.0,0.14069216507143484,False
workload_880.cpp,xcu200-fsgd2104-2-e,10.0,1197.01313,163,1,1,5,7,unroll_32,unroll_2,pipeline,3.5,0.37501552627062706,False
workload_881.cpp,xcu200-fsgd2104-2-e,10.0,1197.01313,175,1,1,5,7,unroll_32,unroll_4,pipeline_1,3.5,0.37501552627062706,False
workload_884.cpp,xcu200-fsgd2104-2-e,5.0,5364.207045,3007,1,1,5,7,unroll_2,unroll_8,unroll_64,3.5,0.10000000000000002,False
workload_886.cpp,xcu200-fsgd2104-2-e,5.0,3231.624645,57,1,1,1,1,unroll_4,unroll_4,unroll_2,1.0,0.3192226364612652,False
workload_890.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,92,1,1,3,4,unroll_16,unroll_16,pipeline,2.25,0.6769175494351504,False
workload_894.cpp,xcu200-fsgd2104-2-e,5.0,4364.056005,143,1,1,1,2,unroll_16,unroll_2,unroll_2,1.25,0.16776751371998905,False
workload_895.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,66,1,1,1,2,unroll_8,unroll_16,pipeline_1,1.25,0.9296600671468125,False
workload_899.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,44,1,1,1,1,unroll_2,unroll_4,pipeline,1.0,0.9999999982671334,False
workload_900.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,52,1,1,1,1,unroll_4,unroll_2,pipeline,1.0,0.9999290214445857,False
workload_903.cpp,xcu200-fsgd2104-2-e,5.0,3231.624645,56,1,1,1,1,unroll_4,unroll_8,unroll_2,1.0,0.3192226364612652,False
workload_904.cpp,xcu200-fsgd2104-2-e,5.0,1721.716165,48,1,1,1,1,unroll_2,unroll_2,unroll_2,1.0,0.6535543704441247,False
workload_906.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,45,1,1,1,1,unroll_2,unroll_16,pipeline,1.0,0.9999999982671334,False
workload_909.cpp,xcu200-fsgd2104-2-e,5.0,1721.716165,50,1,1,1,1,unroll_2,unroll_8,unroll_2,1.0,0.6535543704441247,False
workload_914.cpp,xcu200-fsgd2104-2-e,5.0,1996.250565,2035,1,1,5,7,unroll_8,unroll_2,unroll_32,3.5,0.3426502003392746,False
workload_919.cpp,xcu200-fsgd2104-2-e,5.0,4731.129285,85,1,1,1,1,unroll_2,unroll_16,unroll_8,1.0,0.13775729421913596,False
workload_922.cpp,xcu200-fsgd2104-2-e,5.0,601.21504,48,1,1,1,1,unroll_2,unroll,pipeline,1.0,1.0,True
workload_923.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,64,1,1,1,2,unroll_8,unroll_4,pipeline_1,1.25,0.9296600671468125,False
workload_924.cpp,xcu200-fsgd2104-2-e,5.0,4364.056005,146,1,1,1,2,unroll_16,unroll_16,unroll_2,1.25,0.16776751371998905,False
workload_925.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,64,1,1,1,2,unroll_8,unroll_16,pipeline,1.25,0.9296600671468125,False
workload_928.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,64,1,1,1,2,unroll_8,unroll_2,pipeline_1,1.25,0.9296600671468125,False
workload_929.cpp,xcu200-fsgd2104-2-e,5.0,1721.716165,48,1,1,1,1,unroll_2,unroll_4,unroll_2,1.0,0.6535543704441247,False
workload_932.cpp,xcu200-fsgd2104-2-e,5.0,2249.874885,467,1,1,3,4,unroll_8,unroll_8,unroll_16,2.25,0.45173490539334527,False
workload_940.cpp,xcu200-fsgd2104-2-e,5.0,4007.611845,59,1,1,1,1,unroll_2,unroll_8,unroll_4,1.0,0.20658279028802595,False
workload_943.cpp,xcu200-fsgd2104-2-e,5.0,3231.624645,59,1,1,1,1,unroll_4,unroll_16,unroll_2,1.0,0.3192226364612652,False
workload_944.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,45,1,1,1,1,unroll_2,unroll_2,pipeline,1.0,0.9999999982671334,False
workload_947.cpp,xcu200-fsgd2104-2-e,5.0,601.611845,618,1,1,11,14,unroll_64,unroll_8,pipeline,6.75,0.10618963836549024,False
workload_948.cpp,xcu200-fsgd2104-2-e,5.0,1721.716165,49,1,1,1,1,unroll_2,unroll_16,unroll_2,1.0,0.6535543704441247,False
workload_954.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,91,1,1,3,4,unroll_16,unroll_8,pipeline_1,2.25,0.6769175494351504,False
workload_955.cpp,xcu200-fsgd2104-2-e,5.0,5273.767365,531,1,1,2,4,unroll_2,unroll_8,unroll_32,2.0,0.1067053234438266,False
workload_956.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,45,1,1,1,1,unroll_2,unroll_8,pipeline,1.0,0.9999999982671334,False
workload_962.cpp,xcu200-fsgd2104-2-e,5.0,601.599045,184,1,1,6,7,unroll_32,unroll_8,pipeline,3.75,0.3836542512665634,False
workload_964.cpp,xcu200-fsgd2104-2-e,5.0,601.41984,55,1,1,1,1,unroll_4,unroll,pipeline,1.0,0.9999290231773842,False
workload_966.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,65,1,1,1,2,unroll_8,unroll_4,pipeline,1.25,0.9296600671468125,False
workload_967.cpp,xcu200-fsgd2104-2-e,5.0,5273.767365,550,1,1,2,4,unroll_2,unroll_4,unroll_32,2.0,0.1067053234438266,False
workload_968.cpp,xcu200-fsgd2104-2-e,5.0,5364.207045,2857,1,1,5,7,unroll_2,unroll_16,unroll_64,3.5,0.10000000000000002,False
workload_970.cpp,xcu200-fsgd2104-2-e,5.0,3713.938885,240,1,1,2,3,unroll_16,unroll_8,unroll_4,1.75,0.2360861937639847,False
workload_971.cpp,xcu200-fsgd2104-2-e,5.0,601.611845,639,1,1,11,14,unroll_64,unroll_16,pipeline,6.75,0.10618963836549024,False
workload_972.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,49,1,1,1,1,unroll_2,unroll_4,pipeline_1,1.0,0.9999999982671334,False
workload_973.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,52,1,1,1,1,unroll_4,unroll_2,pipeline_1,1.0,0.9999290214445857,False
workload_974.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,64,1,1,1,2,unroll_8,unroll_2,pipeline,1.25,0.9296600671468125,False
workload_980.cpp,xcu200-fsgd2104-2-e,5.0,3231.624645,57,1,1,1,1,unroll_4,unroll_2,unroll_2,1.0,0.3192226364612652,False
workload_982.cpp,xcu200-fsgd2104-2-e,5.0,4364.056005,138,1,1,1,2,unroll_16,unroll_4,unroll_2,1.25,0.16776751371998905,False
workload_983.cpp,xcu200-fsgd2104-2-e,5.0,3986.578885,79,1,1,1,1,unroll_8,unroll_2,unroll_2,1.0,0.2091060719827466,False
workload_984.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,51,1,1,1,1,unroll_4,unroll_16,pipeline_1,1.0,0.9999290214445857,False
workload_987.cpp,xcu200-fsgd2104-2-e,5.0,4364.056,138,1,1,1,3,unroll_16,unroll,unroll_2,1.5,0.1661575195636743,False
workload_989.cpp,xcu200-fsgd2104-2-e,5.0,5092.888005,164,1,1,1,2,unroll_2,unroll_8,unroll_16,1.25,0.11622105890355246,False
workload_994.cpp,xcu200-fsgd2104-2-e,5.0,3415.125445,105,1,1,1,2,unroll_4,unroll_4,unroll_8,1.25,0.2877522345560072,False
workload_995.cpp,xcu200-fsgd2104-2-e,5.0,4731.129285,84,1,1,1,1,unroll_2,unroll_2,unroll_8,1.0,0.13775729421913596,False
workload_998.cpp,xcu200-fsgd2104-2-e,5.0,4364.056005,144,1,1,1,2,unroll_16,unroll_8,unroll_2,1.25,0.16776751371998905,False
workload_999.cpp,xcu200-fsgd2104-2-e,5.0,4007.611845,57,1,1,1,1,unroll_2,unroll_16,unroll_4,1.0,0.20658279028802595,False
workload_1000.cpp,xcu200-fsgd2104-2-e,5.0,3986.578885,79,1,1,1,1,unroll_8,unroll_4,unroll_2,1.0,0.2091060719827466,False
workload_1001.cpp,xcu200-fsgd2104-2-e,5.0,1721.71616,48,1,1,1,1,unroll_2,unroll,unroll_2,1.0,0.6535543718031392,False
workload_1002.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,96,1,1,3,4,unroll_16,unroll_16,pipeline_1,2.25,0.6769175494351504,False
workload_1003.cpp,xcu200-fsgd2104-2-e,5.0,3839.798725,72,1,1,1,1,unroll_4,unroll_2,unroll_4,1.0,0.2275368193802623,False
workload_1004.cpp,xcu200-fsgd2104-2-e,5.0,4731.129285,82,1,1,1,1,unroll_2,unroll_4,unroll_8,1.0,0.13775729421913596,False
workload_1005.cpp,xcu200-fsgd2104-2-e,5.0,2249.874885,469,1,1,3,4,unroll_8,unroll_16,unroll_16,2.25,0.45173490539334527,False
workload_1006.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,45,1,1,1,1,unroll_2,unroll_8,pipeline_1,1.0,0.9999999982671334,False
workload_1007.cpp,xcu200-fsgd2104-2-e,5.0,3415.125445,107,1,1,1,2,unroll_4,unroll_16,unroll_8,1.25,0.2877522345560072,False
workload_1008.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,91,1,1,3,4,unroll_16,unroll_4,pipeline,2.25,0.6769175494351504,False
workload_1009.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,51,1,1,1,1,unroll_4,unroll_4,pipeline,1.0,0.9999290214445857,False
workload_1010.cpp,xcu200-fsgd2104-2-e,5.0,3197.545925,240,1,1,2,3,unroll_4,unroll_16,unroll_16,1.75,0.3125662468302964,False
workload_1011.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,52,1,1,1,1,unroll_4,unroll_16,pipeline,1.0,0.9999290214445857,False
workload_1012.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,45,1,1,1,1,unroll_2,unroll_16,pipeline_1,1.0,0.9999999982671334,False
workload_1013.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,51,1,1,1,1,unroll_4,unroll_8,pipeline_1,1.0,0.9999290214445857,False
workload_1014.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,65,1,1,1,2,unroll_8,unroll_8,pipeline,1.25,0.9296600671468125,False
workload_1015.cpp,xcu200-fsgd2104-2-e,5.0,601.52224,63,1,1,1,2,unroll_8,unroll,pipeline_1,1.25,0.9296600671492808,False
workload_1016.cpp,xcu200-fsgd2104-2-e,5.0,3713.938885,227,1,1,2,3,unroll_16,unroll_2,unroll_4,1.75,0.2360861937639847,False
workload_1017.cpp,xcu200-fsgd2104-2-e,5.0,3755.892165,110,1,1,1,2,unroll_8,unroll_2,unroll_4,1.25,0.23779623427511906,False
workload_1018.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,91,1,1,3,4,unroll_16,unroll_4,pipeline_1,2.25,0.6769175494351504,False
workload_1019.cpp,xcu200-fsgd2104-2-e,5.0,601.599045,175,1,1,6,7,unroll_32,unroll_4,pipeline,3.75,0.3836542512665634,False
workload_1020.cpp,xcu200-fsgd2104-2-e,5.0,3713.938885,231,1,1,2,3,unroll_16,unroll_4,unroll_4,1.75,0.2360861937639847,False
workload_1021.cpp,xcu200-fsgd2104-2-e,5.0,4731.129285,79,1,1,1,1,unroll_2,unroll_8,unroll_8,1.0,0.13775729421913596,False
workload_1022.cpp,xcu200-fsgd2104-2-e,5.0,601.41984,52,1,1,1,1,unroll_4,unroll,pipeline_1,1.0,0.9999290231773842,False
workload_1023.cpp,xcu200-fsgd2104-2-e,5.0,4007.611845,57,1,1,1,1,unroll_2,unroll_2,unroll_4,1.0,0.20658279028802595,False
workload_1024.cpp,xcu200-fsgd2104-2-e,5.0,1996.250565,2149,1,1,5,7,unroll_8,unroll_16,unroll_32,3.5,0.3426502003392746,False
workload_1025.cpp,xcu200-fsgd2104-2-e,5.0,4552.794565,388,1,1,3,5,unroll_32,unroll_16,unroll_2,2.5,0.13688161438619806,False
workload_1026.cpp,xcu200-fsgd2104-2-e,5.0,2757.123525,184,1,1,2,3,unroll_8,unroll_4,unroll_8,1.75,0.39037031879393636,False
workload_1027.cpp,xcu200-fsgd2104-2-e,5.0,601.215045,46,1,1,1,1,unroll_2,unroll_2,pipeline_1,1.0,0.9999999982671334,False
workload_1028.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,53,1,1,1,1,unroll_4,unroll_8,pipeline,1.0,0.9999290214445857,False
workload_1029.cpp,xcu200-fsgd2104-2-e,5.0,601.419845,52,1,1,1,1,unroll_4,unroll_4,pipeline_1,1.0,0.9999290214445857,False
workload_1030.cpp,xcu200-fsgd2104-2-e,5.0,601.57344,93,1,1,3,4,unroll_16,unroll,pipeline,2.25,0.6769175494356306,False
workload_1031.cpp,xcu200-fsgd2104-2-e,5.0,3986.578885,80,1,1,1,1,unroll_8,unroll_16,unroll_2,1.0,0.2091060719827466,False
workload_1032.cpp,xcu200-fsgd2104-2-e,5.0,3692.962245,887,1,1,4,6,unroll_32,unroll_16,unroll_4,3.0,0.1948499935218243,False
workload_1033.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,94,1,1,3,4,unroll_16,unroll_2,pipeline_1,2.25,0.6769175494351504,False
workload_1034.cpp,xcu200-fsgd2104-2-e,5.0,4552.79456,404,1,1,3,5,unroll_32,unroll,unroll_2,2.5,0.13688161472083638,False
workload_1035.cpp,xcu200-fsgd2104-2-e,5.0,4731.12928,81,1,1,1,1,unroll_2,unroll,unroll_8,1.0,0.13775729457406732,False
workload_1036.cpp,xcu200-fsgd2104-2-e,5.0,4552.794565,403,1,1,3,5,unroll_32,unroll_8,unroll_2,2.5,0.13688161438619806,False
workload_1037.cpp,xcu200-fsgd2104-2-e,5.0,3839.798725,73,1,1,1,1,unroll_4,unroll_16,unroll_4,1.0,0.2275368193802623,False
workload_1038.cpp,xcu200-fsgd2104-2-e,5.0,3839.798725,72,1,1,1,1,unroll_4,unroll_4,unroll_4,1.0,0.2275368193802623,False
workload_1039.cpp,xcu200-fsgd2104-2-e,5.0,3986.578885,81,1,1,1,1,unroll_8,unroll_8,unroll_2,1.0,0.2091060719827466,False
workload_1040.cpp,xcu200-fsgd2104-2-e,5.0,5092.888005,156,1,1,1,2,unroll_2,unroll_16,unroll_16,1.25,0.11622105890355246,False
workload_1041.cpp,xcu200-fsgd2104-2-e,5.0,601.21504,46,1,1,1,1,unroll_2,unroll,pipeline_1,1.0,1.0,True
workload_1044.cpp,xcu200-fsgd2104-2-e,5.0,3231.62464,59,1,1,1,1,unroll_4,unroll,unroll_2,1.0,0.3192226373165024,False
workload_1045.cpp,xcu200-fsgd2104-2-e,5.0,4007.61184,59,1,1,1,1,unroll_2,unroll,unroll_4,1.0,0.206582790884357,False
workload_1046.cpp,xcu200-fsgd2104-2-e,5.0,3415.12544,106,1,1,1,2,unroll_4,unroll,unroll_8,1.25,0.2877522353453462,False
workload_1047.cpp,xcu200-fsgd2104-2-e,5.0,3839.79872,70,1,1,1,1,unroll_4,unroll,unroll_4,1.0,0.2275368200325839,False
workload_1049.cpp,xcu200-fsgd2104-2-e,5.0,3839.798725,74,1,1,1,1,unroll_4,unroll_8,unroll_4,1.0,0.2275368193802623,False
workload_1051.cpp,xcu200-fsgd2104-2-e,5.0,3755.892165,108,1,1,1,2,unroll_8,unroll_16,unroll_4,1.25,0.23779623427511906,False
workload_1052.cpp,xcu200-fsgd2104-2-e,5.0,601.522245,64,1,1,1,2,unroll_8,unroll_8,pipeline_1,1.25,0.9296600671468125,False
workload_1053.cpp,xcu200-fsgd2104-2-e,5.0,3986.57888,79,1,1,1,1,unroll_8,unroll,unroll_2,1.0,0.20910607258609526,False
workload_1056.cpp,xcu200-fsgd2104-2-e,5.0,3755.89216,108,1,1,1,2,unroll_8,unroll,unroll_4,1.25,0.23779623495171423,False
workload_1057.cpp,xcu200-fsgd2104-2-e,5.0,3415.125445,105,1,1,1,2,unroll_4,unroll_2,unroll_8,1.25,0.2877522345560072,False
workload_1059.cpp,xcu200-fsgd2104-2-e,5.0,601.57344,94,1,1,3,4,unroll_16,unroll,pipeline_1,2.25,0.6769175494356306,False
workload_1061.cpp,xcu200-fsgd2104-2-e,5.0,3415.125445,110,1,1,1,2,unroll_4,unroll_8,unroll_8,1.25,0.2877522345560072,False
workload_1063.cpp,xcu200-fsgd2104-2-e,5.0,4007.611845,57,1,1,1,1,unroll_2,unroll_4,unroll_4,1.0,0.20658279028802595,False
workload_1064.cpp,xcu200-fsgd2104-2-e,5.0,601.52224,66,1,1,1,2,unroll_8,unroll,pipeline,1.25,0.9296600671492808,False
workload_1065.cpp,xcu200-fsgd2104-2-e,5.0,3755.892165,110,1,1,1,2,unroll_8,unroll_4,unroll_4,1.25,0.23779623427511906,False
workload_1066.cpp,xcu200-fsgd2104-2-e,5.0,3755.892165,111,1,1,1,2,unroll_8,unroll_8,unroll_4,1.25,0.23779623427511906,False
workload_1067.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,95,1,1,3,4,unroll_16,unroll_2,pipeline,2.25,0.6769175494351504,False
workload_1068.cpp,xcu200-fsgd2104-2-e,5.0,601.573445,94,1,1,3,4,unroll_16,unroll_8,pipeline,2.25,0.6769175494351504,False
workload_1076.cpp,xcu200-fsgd2104-2-e,5.0,3197.545925,231,1,1,2,3,unroll_4,unroll_8,unroll_16,1.75,0.3125662468302964,False
workload_1082.cpp,xcu200-fsgd2104-2-e,5.0,3197.545925,237,1,1,2,3,unroll_4,unroll_2,unroll_16,1.75,0.3125662468302964,False
workload_1085.cpp,xcu200-fsgd2104-2-e,3.33,2529.37188621,62,1,1,1,1,unroll_4,unroll_4,unroll_2,1.0,0.32664516925133086,False
workload_1090.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,96,1,1,3,4,unroll_16,unroll_16,pipeline,2.25,0.6703199269580911,False
workload_1093.cpp,xcu200-fsgd2104-2-e,3.33,3482.60138253,171,1,1,1,2,unroll_16,unroll_2,unroll_2,1.25,0.16923289694645516,False
workload_1094.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,68,1,1,1,2,unroll_8,unroll_16,pipeline_1,1.25,0.9280738778343329,False
workload_1098.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,46,1,1,1,1,unroll_2,unroll_4,pipeline,1.0,0.9999999985957538,False
workload_1099.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,52,1,1,1,1,unroll_4,unroll_2,pipeline,1.0,0.9999194753129423,False
workload_1102.cpp,xcu200-fsgd2104-2-e,3.33,2529.37188621,64,1,1,1,1,unroll_4,unroll_8,unroll_2,1.0,0.32664516925133086,False
workload_1103.cpp,xcu200-fsgd2104-2-e,3.33,1258.39922445,51,1,1,1,1,unroll_2,unroll_2,unroll_2,1.0,0.6753983985466813,False
workload_1105.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,45,1,1,1,1,unroll_2,unroll_16,pipeline,1.0,0.9999999985957538,False
workload_1108.cpp,xcu200-fsgd2104-2-e,3.33,1258.39922445,52,1,1,1,1,unroll_2,unroll_8,unroll_2,1.0,0.6753983985466813,False
workload_1113.cpp,xcu200-fsgd2104-2-e,3.33,1641.36051981,2929,1,1,5,7,unroll_8,unroll_2,unroll_32,3.5,0.324489026363644,False
workload_1118.cpp,xcu200-fsgd2104-2-e,3.33,4076.24799501,98,1,1,1,1,unroll_2,unroll_16,unroll_8,1.0,0.11749660317936624,False
workload_1123.cpp,xcu200-fsgd2104-2-e,3.33,403.27696269,195,1,1,6,7,unroll_32,unroll_16,pipeline_1,3.75,0.3735391521535658,False
workload_1126.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,48,1,1,1,1,unroll_2,unroll_2,pipeline,1.0,0.9999999985957538,False
workload_1127.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,67,1,1,1,2,unroll_8,unroll_2,pipeline_1,1.25,0.9280738778343329,False
workload_1132.cpp,xcu200-fsgd2104-2-e,3.33,3720.90875661,2313,1,1,6,9,unroll_64,unroll_16,unroll_2,4.25,0.10313583274095423,False
workload_1133.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,66,1,1,1,2,unroll_8,unroll_16,pipeline,1.25,0.9280738778343329,False
workload_1137.cpp,xcu200-fsgd2104-2-e,3.33,1258.39922445,49,1,1,1,1,unroll_2,unroll_4,unroll_2,1.0,0.6753983985466813,False
workload_1139.cpp,xcu200-fsgd2104-2-e,3.33,2980.66115853,289,1,1,2,3,unroll_16,unroll_4,unroll_4,1.75,0.23258937145829806,False
workload_1153.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,66,1,1,1,2,unroll_8,unroll_4,pipeline_1,1.25,0.9280738778343329,False
workload_1154.cpp,xcu200-fsgd2104-2-e,3.33,4581.67997709,807,1,1,3,4,unroll_2,unroll_16,unroll_32,2.25,0.10000000000000003,False
workload_1155.cpp,xcu200-fsgd2104-2-e,3.33,403.25308992,102,1,1,3,4,unroll_16,unroll,pipeline_1,2.25,0.67031992695852,False
workload_1156.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,54,1,1,1,1,unroll_4,unroll_8,pipeline,1.0,0.9999194753129423,False
workload_1159.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,65,1,1,1,2,unroll_8,unroll_8,pipeline_1,1.25,0.9280738778343329,False
workload_1161.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,46,1,1,1,1,unroll_2,unroll_2,pipeline_1,1.0,0.9999999985957538,False
workload_1162.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,47,1,1,1,1,unroll_2,unroll_4,pipeline_1,1.0,0.9999999985957538,False
workload_1163.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,95,1,1,3,4,unroll_16,unroll_4,pipeline_1,2.25,0.6703199269580911,False
workload_1164.cpp,xcu200-fsgd2104-2-e,3.33,2245.65290253,228,1,1,2,3,unroll_8,unroll_16,unroll_8,1.75,0.3735227065569129,False
workload_1165.cpp,xcu200-fsgd2104-2-e,3.33,3040.90080525,130,1,1,1,2,unroll_8,unroll_4,unroll_4,1.25,0.23039905854731263,False
workload_1168.cpp,xcu200-fsgd2104-2-e,3.33,3641.47296525,525,1,1,3,5,unroll_32,unroll_16,unroll_2,2.5,0.1370109403984836,False
workload_1169.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,45,1,1,1,1,unroll_2,unroll_8,pipeline_1,1.0,0.9999999985957538,False
workload_1170.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,99,1,1,3,4,unroll_16,unroll_2,pipeline_1,2.25,0.6703199269580911,False
workload_1173.cpp,xcu200-fsgd2104-2-e,3.33,1641.36051648,2728,1,1,5,7,unroll_8,unroll,unroll_32,3.5,0.324489026770142,False
workload_1174.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,53,1,1,1,1,unroll_4,unroll_16,pipeline_1,1.0,0.9999194753129423,False
workload_1175.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,95,1,1,3,4,unroll_16,unroll_4,pipeline,2.25,0.6703199269580911,False
workload_1177.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,67,1,1,1,2,unroll_8,unroll_2,pipeline,1.25,0.9280738778343329,False
workload_1179.cpp,xcu200-fsgd2104-2-e,3.33,3482.60138253,179,1,1,1,2,unroll_16,unroll_4,unroll_2,1.25,0.16923289694645516,False
workload_1180.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,56,1,1,1,1,unroll_4,unroll_16,pipeline,1.0,0.9999194753129423,False
workload_1182.cpp,xcu200-fsgd2104-2-e,3.33,3402.33868557,62,1,1,1,1,unroll_2,unroll_4,unroll_4,1.0,0.1795539636768688,False
workload_1185.cpp,xcu200-fsgd2104-2-e,3.33,403.10987328,54,1,1,1,1,unroll_4,unroll,pipeline,1.0,0.9999194767171257,False
workload_1189.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821709,89,1,1,1,1,unroll_8,unroll_16,unroll_2,1.0,0.2121137267126897,False
workload_1191.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,67,1,1,1,2,unroll_8,unroll_8,pipeline,1.25,0.9280738778343329,False
workload_1193.cpp,xcu200-fsgd2104-2-e,3.33,403.27696269,193,1,1,6,7,unroll_32,unroll_8,pipeline,3.75,0.3735391521535658,False
workload_1194.cpp,xcu200-fsgd2104-2-e,3.33,403.25309325,97,1,1,3,4,unroll_16,unroll_2,pipeline,2.25,0.6703199269580911,False
workload_1195.cpp,xcu200-fsgd2104-2-e,3.33,1641.36051981,2741,1,1,5,7,unroll_8,unroll_16,unroll_32,3.5,0.324489026363644,False
workload_1197.cpp,xcu200-fsgd2104-2-e,3.33,3482.6013792000003,166,1,1,1,2,unroll_16,unroll,unroll_2,1.25,0.16923289733530794,False
workload_1198.cpp,xcu200-fsgd2104-2-e,3.33,3402.33868557,64,1,1,1,1,unroll_2,unroll_2,unroll_4,1.0,0.1795539636768688,False
workload_1199.cpp,xcu200-fsgd2104-2-e,3.33,3161.38009869,83,1,1,1,1,unroll_4,unroll_8,unroll_4,1.0,0.2126319924572656,False
workload_1200.cpp,xcu200-fsgd2104-2-e,3.33,3641.47296192,505,1,1,3,5,unroll_32,unroll,unroll_2,2.5,0.1370109406694972,False
workload_1201.cpp,xcu200-fsgd2104-2-e,3.33,402.91892109,47,1,1,1,1,unroll_2,unroll_8,pipeline,1.0,0.9999999985957538,False
workload_1202.cpp,xcu200-fsgd2104-2-e,3.33,403.27696269,198,1,1,6,7,unroll_32,unroll_2,pipeline_1,3.75,0.3735391521535658,False
workload_1203.cpp,xcu200-fsgd2104-2-e,3.33,1258.39922445,53,1,1,1,1,unroll_2,unroll_16,unroll_2,1.0,0.6753983985466813,False
workload_1204.cpp,xcu200-fsgd2104-2-e,3.33,2245.6528992000003,232,1,1,2,3,unroll_8,unroll,unroll_8,1.75,0.373522707301707,False
workload_1205.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,54,1,1,1,1,unroll_4,unroll_2,pipeline_1,1.0,0.9999194753129423,False
workload_1206.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821709,93,1,1,1,1,unroll_8,unroll_4,unroll_2,1.0,0.2121137267126897,False
workload_1207.cpp,xcu200-fsgd2104-2-e,3.33,3164.85821709,93,1,1,1,1,unroll_8,unroll_8,unroll_2,1.0,0.2121137267126897,False
workload_1208.cpp,xcu200-fsgd2104-2-e,3.33,403.20535104,69,1,1,1,2,unroll_8,unroll,pipeline,1.25,0.9280738778365487,False
workload_1209.cpp,xcu200-fsgd2104-2-e,3.33,403.10987661,55,1,1,1,1,unroll_4,unroll_4,pipeline_1,1.0,0.9999194753129423,False
workload_1210.cpp,xcu200-fsgd2104-2-e,3.33,3402.33868557,67,1,1,1,1,unroll_2,unroll_8,unroll_4,1.0,0.1795539636768688,False
workload_1211.cpp,xcu200-fsgd2104-2-e,3.33,2950.54133517,1114,1,1,4,6,unroll_32,unroll_8,unroll_4,3.0,0.19202747059143216,False
workload_1212.cpp,xcu200-fsgd2104-2-e,3.33,2980.66115853,300,1,1,2,3,unroll_16,unroll_16,unroll_4,1.75,0.23258937145829806,False
workload_1214.cpp,xcu200-fsgd2104-2-e,3.33,2621.46700224,1269,1,1,4,5,unroll_4,unroll,unroll_32,2.75,0.2490699832527272,False
workload_1215.cpp,xcu200-fsgd2104-2-e,3.33,403.20535437,66,1,1,1,2,unroll_8,unroll_4,pipeline,1.25,0.9280738778343329,False
workload_1216.cpp,xcu200-fsgd2104-2-e,3.33,402.91891776,47,1,1,1,1,unroll_2,unroll,pipeline,1.0,1.0,True
