Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
workload_3996.cpp,xcu200-fsgd2104-2-e,5.0,7582.747285,538,1,1,3,6,block_2_1,block_8_1,cyclic_8_1,unroll_32,unroll_2,unroll_2,unroll_2,unroll_2,2.75,0.12998470230249295,False
workload_3997.cpp,xcu200-fsgd2104-2-e,5.0,854.078245,131,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9439789998214767,False
workload_3998.cpp,xcu200-fsgd2104-2-e,5.0,857.364485,267,1,1,5,6,block_2_1,cyclic_8_1,block_2_1,unroll_16,unroll_2,pipeline,unroll,unroll,3.25,0.5606106697501752,False
workload_3999.cpp,xcu200-fsgd2104-2-e,5.0,858.665845,128,3,1,1,2,block_2_1,block_16_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,unroll,1.75,0.8373344454538642,False
workload_4000.cpp,xcu200-fsgd2104-2-e,5.0,1024.532485,404,1,1,1,5,cyclic_16_1,block_8_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll,2.0,0.7842611391463712,False
workload_4001.cpp,xcu200-fsgd2104-2-e,5.0,3534.009125,143,1,1,1,1,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll,unroll_2,1.0,0.5242415807368649,False
workload_4002.cpp,xcu200-fsgd2104-2-e,5.0,857.641805,192,1,1,1,3,block_2_1,cyclic_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,1.5,0.8897555807541464,False
workload_4003.cpp,xcu200-fsgd2104-2-e,5.0,941.486085,235,1,1,3,4,block_4_1,block_8_1,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,2.25,0.7373939241316383,False
workload_4004.cpp,xcu200-fsgd2104-2-e,5.0,857.641765,133,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9439739909674423,False
workload_4005.cpp,xcu200-fsgd2104-2-e,5.0,7264.318245,162,2,1,1,2,block_2_1,block_32_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll,unroll_2,1.5,0.1551956850997136,False
workload_4006.cpp,xcu200-fsgd2104-2-e,5.0,940.657445,854,2,1,3,10,cyclic_16_1,block_16_1,block_2_1,unroll,unroll_2,pipeline_1,unroll,unroll_2,4.0,0.44639689492779666,False
workload_4007.cpp,xcu200-fsgd2104-2-e,5.0,3617.896085,107,1,1,1,1,cyclic_16_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.5122039592219944,False
workload_4008.cpp,xcu200-fsgd2104-2-e,5.0,858.666645,92,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9990169462306795,False
workload_4009.cpp,xcu200-fsgd2104-2-e,5.0,4288.942085,526,2,1,1,3,cyclic_16_1,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll,unroll,1.75,0.41035634411965805,False
workload_4010.cpp,xcu200-fsgd2104-2-e,5.0,857.457445,175,3,1,2,3,block_2_1,block_16_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,2.25,0.7378942262868949,False
workload_4011.cpp,xcu200-fsgd2104-2-e,5.0,941.322245,311,1,1,6,7,block_4_1,block_8_1,cyclic_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll,3.75,0.4825930902634473,False
workload_4012.cpp,xcu200-fsgd2104-2-e,5.0,857.456645,399,1,1,3,4,block_2_1,block_8_1,block_2_1,unroll_8,unroll_4,pipeline_1,unroll,unroll,2.25,0.7378942266499025,False
workload_4013.cpp,xcu200-fsgd2104-2-e,5.0,941.251365,258,2,1,5,6,block_2_1,block_16_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,3.5,0.5205874497565377,False
workload_4014.cpp,xcu200-fsgd2104-2-e,5.0,858.665765,116,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.0,0.9990171313792097,False
workload_4015.cpp,xcu200-fsgd2104-2-e,5.0,7746.663285,142,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll,1.25,0.1336209094879688,False
workload_4016.cpp,xcu200-fsgd2104-2-e,5.0,1028.322165,159,3,1,1,3,block_8_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,2.0,0.7841516279151014,False
workload_4017.cpp,xcu200-fsgd2104-2-e,5.0,857.457445,163,1,1,2,3,block_2_1,cyclic_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,1.75,0.8373355995780196,False
workload_4019.cpp,xcu200-fsgd2104-2-e,5.0,857.600805,173,2,1,3,4,block_4_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,2.5,0.6908733308456166,False
workload_4021.cpp,xcu200-fsgd2104-2-e,5.0,937.964325,137,1,1,1,1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.0,0.9824104327428115,False
workload_4022.cpp,xcu200-fsgd2104-2-e,5.0,941.527845,144,1,1,1,2,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9411650869492086,False
workload_4023.cpp,xcu200-fsgd2104-2-e,5.0,1024.534125,289,1,1,1,4,cyclic_16_1,block_8_1,cyclic_8_1,unroll_16,unroll_4,pipeline_1,unroll_2,unroll_2,1.75,0.8339620815330032,False
workload_4024.cpp,xcu200-fsgd2104-2-e,5.0,858.664965,365,2,1,1,3,block_2_1,block_8_1,block_4_1,unroll_2,unroll_4,pipeline_1,unroll,unroll,1.75,0.837334446419133,False
workload_4025.cpp,xcu200-fsgd2104-2-e,5.0,858.665765,122,2,1,1,2,block_4_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.8897540281749434,False
workload_4026.cpp,xcu200-fsgd2104-2-e,5.0,854.241285,470,1,1,5,6,block_2_1,block_8_1,block_2_1,unroll,unroll_2,pipeline_1,unroll,unroll,3.25,0.5606110190712965,False
workload_4027.cpp,xcu200-fsgd2104-2-e,5.0,941.206165,343,1,1,10,9,block_2_1,block_8_1,cyclic_8_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,5.25,0.29236252220860715,False
workload_4028.cpp,xcu200-fsgd2104-2-e,5.0,941.344365,166,1,1,2,3,block_2_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_2,1.75,0.8364437695532676,False
workload_4029.cpp,xcu200-fsgd2104-2-e,5.0,857.456645,217,3,1,2,4,block_2_1,block_16_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,2.5,0.6908733843961673,False
workload_4030.cpp,xcu200-fsgd2104-2-e,5.0,1024.471845,180,1,1,1,2,cyclic_16_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9339681678504458,False
workload_4031.cpp,xcu200-fsgd2104-2-e,5.0,854.242165,475,1,1,5,6,block_2_1,cyclic_8_1,block_2_1,unroll,unroll_2,pipeline_1,unroll_2,unroll,3.25,0.5606110190578888,False
workload_4032.cpp,xcu200-fsgd2104-2-e,5.0,857.456645,379,1,1,3,4,block_2_1,cyclic_8_1,block_2_1,unroll_8,unroll_4,pipeline_1,unroll,unroll,2.25,0.7378942266499025,False
workload_4033.cpp,xcu200-fsgd2104-2-e,5.0,3447.502485,86,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1.25,0.5347773480901128,False
workload_4034.cpp,xcu200-fsgd2104-2-e,5.0,941.205325,487,1,1,10,10,block_2_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,pipeline,unroll_2,unroll,5.5,0.2669511984979131,False
workload_4035.cpp,xcu200-fsgd2104-2-e,5.0,7180.431365,155,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll,unroll,1.25,0.16058015156842348,False
workload_4036.cpp,xcu200-fsgd2104-2-e,5.0,937.964325,152,3,1,1,2,cyclic_4_1,cyclic_16_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.75,0.8365113622178063,False
workload_4037.cpp,xcu200-fsgd2104-2-e,5.0,7222.374405,169,1,1,1,2,block_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_2,unroll_2,unroll,unroll,1.25,0.15831308809562816,False
workload_4038.cpp,xcu200-fsgd2104-2-e,5.0,7484.457765,189,2,1,1,2,block_2_1,block_4_1,block_8_1,unroll_8,unroll_2,unroll_2,unroll,unroll_2,1.5,0.14435107222945526,False
workload_4039.cpp,xcu200-fsgd2104-2-e,5.0,937.882485,120,1,1,1,1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,1.0,0.9824274918646902,False
workload_4040.cpp,xcu200-fsgd2104-2-e,5.0,858.664965,147,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,1.25,0.9439707839868601,False
workload_4041.cpp,xcu200-fsgd2104-2-e,5.0,7442.536085,116,1,1,1,1,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.14738932578785116,False
workload_4042.cpp,xcu200-fsgd2104-2-e,5.0,857.642645,105,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9992324046897068,False
workload_4043.cpp,xcu200-fsgd2104-2-e,5.0,857.456645,198,1,1,2,3,block_2_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline,unroll,unroll,1.75,0.8373356002284792,False
workload_4044.cpp,xcu200-fsgd2104-2-e,5.0,942.552725,91,1,1,1,1,block_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9814542684370776,False
workload_4045.cpp,xcu200-fsgd2104-2-e,5.0,857.365365,227,1,1,5,5,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline,unroll_2,unroll,3.0,0.602231605919213,False
workload_4046.cpp,xcu200-fsgd2104-2-e,5.0,942.552725,92,1,1,1,1,block_2_1,block_8_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9814542684370776,False
workload_4047.cpp,xcu200-fsgd2104-2-e,5.0,3447.501605,114,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll,unroll_2,1.25,0.5347774761526753,False
workload_4048.cpp,xcu200-fsgd2104-2-e,5.0,857.320085,333,1,1,10,9,block_2_1,block_8_1,block_2_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll_2,5.25,0.29244292126308635,False
workload_4049.cpp,xcu200-fsgd2104-2-e,5.0,941.527045,187,1,1,1,2,block_2_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.25,0.941165137092447,False
workload_4050.cpp,xcu200-fsgd2104-2-e,5.0,937.882405,203,3,1,1,2,cyclic_4_1,block_8_1,block_32_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.75,0.836512967711401,False
workload_4052.cpp,xcu200-fsgd2104-2-e,5.0,941.250565,544,1,1,5,7,block_2_1,block_8_1,cyclic_8_1,unroll_16,unroll_4,pipeline_1,unroll,unroll,3.5,0.5205874534696721,False
workload_4053.cpp,xcu200-fsgd2104-2-e,5.0,854.079125,98,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9999824013625539,False
workload_4054.cpp,xcu200-fsgd2104-2-e,5.0,941.527845,141,1,1,1,2,block_2_1,cyclic_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9411650869492086,False
workload_4055.cpp,xcu200-fsgd2104-2-e,5.0,857.318405,402,1,1,10,10,block_2_1,block_8_1,block_2_1,unroll_32,unroll_2,pipeline,unroll,unroll,5.5,0.26702193751307196,False
workload_4056.cpp,xcu200-fsgd2104-2-e,5.0,941.250565,290,1,1,5,6,block_2_1,block_8_1,cyclic_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll,3.25,0.5603755503374471,False
workload_4058.cpp,xcu200-fsgd2104-2-e,5.0,857.640965,160,3,1,1,2,block_2_1,cyclic_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.75,0.837335446389967,False
workload_4059.cpp,xcu200-fsgd2104-2-e,5.0,857.364485,267,1,1,5,5,block_2_1,block_8_1,block_2_1,unroll_16,unroll_2,pipeline,unroll,unroll,3.0,0.6022316061347655,False
workload_4060.cpp,xcu200-fsgd2104-2-e,5.0,857.641845,142,3,1,1,2,block_2_1,block_16_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,1.75,0.8373354456363549,False
workload_4061.cpp,xcu200-fsgd2104-2-e,5.0,941.250565,318,2,1,5,6,block_2_1,block_16_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll,3.5,0.5205874534696721,False
workload_4062.cpp,xcu200-fsgd2104-2-e,5.0,941.205365,392,1,1,10,10,block_2_1,block_8_1,block_8_1,unroll_32,unroll_2,pipeline_1,unroll_2,unroll,5.5,0.26695119843294,False
workload_4063.cpp,xcu200-fsgd2104-2-e,5.0,941.527845,146,1,1,1,2,block_2_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9411650869492086,False
workload_4064.cpp,xcu200-fsgd2104-2-e,5.0,941.342725,243,2,1,2,4,block_2_1,block_16_1,block_8_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,2.25,0.7373955628997215,False
workload_4065.cpp,xcu200-fsgd2104-2-e,5.0,942.551925,124,1,1,1,2,block_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline,unroll_2,unroll,1.25,0.9411005600716525,False
workload_4066.cpp,xcu200-fsgd2104-2-e,5.0,938.025765,229,1,1,1,3,cyclic_4_1,block_8_1,cyclic_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.8884787994303154,False
workload_4067.cpp,xcu200-fsgd2104-2-e,5.0,7563.084805,626,1,1,3,7,block_2_1,cyclic_8_1,cyclic_8_1,unroll_32,unroll_2,unroll_2,unroll,unroll,3.0,0.1277495534389122,False
workload_4068.cpp,xcu200-fsgd2104-2-e,5.0,853.995525,148,2,1,1,1,cyclic_4_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,1.25,0.9439790024008423,False
workload_4069.cpp,xcu200-fsgd2104-2-e,5.0,857.641805,193,1,1,1,3,block_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,1.5,0.8897555807541464,False
workload_4070.cpp,xcu200-fsgd2104-2-e,5.0,941.486085,528,1,1,3,5,block_4_1,block_8_1,cyclic_8_1,unroll_8,unroll_4,pipeline,unroll,unroll,2.5,0.6904719870424831,False
workload_4071.cpp,xcu200-fsgd2104-2-e,5.0,858.665765,117,1,1,1,1,block_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.0,0.9990171313792097,False
workload_4072.cpp,xcu200-fsgd2104-2-e,5.0,941.251365,325,1,1,5,6,block_2_1,block_8_1,cyclic_8_1,unroll_16,unroll_4,pipeline_1,unroll,unroll_2,3.25,0.5603755460215293,False
workload_4073.cpp,xcu200-fsgd2104-2-e,5.0,942.551845,132,2,1,1,2,block_2_1,block_16_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.888338279666946,False
workload_4074.cpp,xcu200-fsgd2104-2-e,5.0,941.342725,356,2,1,2,4,block_2_1,block_8_1,cyclic_32_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,2.25,0.7373955628997215,False
workload_4075.cpp,xcu200-fsgd2104-2-e,5.0,941.251445,240,1,1,5,5,block_2_1,block_8_1,cyclic_8_1,unroll_16,unroll_2,pipeline,unroll_2,unroll,3.0,0.601955425370628,False
workload_4076.cpp,xcu200-fsgd2104-2-e,5.0,941.527045,423,1,1,1,3,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll,unroll,1.5,0.8883707244121247,False
workload_4077.cpp,xcu200-fsgd2104-2-e,5.0,3534.009125,119,3,1,1,1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll,unroll_2,1.5,0.5164703287858954,False
workload_4078.cpp,xcu200-fsgd2104-2-e,5.0,941.528685,130,1,1,1,2,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,1.25,0.9411650342983638,False
workload_4079.cpp,xcu200-fsgd2104-2-e,5.0,3534.010005,89,3,1,1,1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1.5,0.5164702052588996,False
workload_4080.cpp,xcu200-fsgd2104-2-e,5.0,937.965205,104,1,1,1,1,cyclic_2_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9824102493122895,False
workload_4081.cpp,xcu200-fsgd2104-2-e,5.0,853.996325,114,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.25,0.9439790024006011,False
workload_4082.cpp,xcu200-fsgd2104-2-e,5.0,854.07904,737,2,1,2,7,cyclic_4_1,cyclic_8_1,block_2_1,unroll_4,unroll,pipeline_1,unroll_2,unroll_2,3.0,0.6022320184340954,False
workload_4083.cpp,xcu200-fsgd2104-2-e,5.0,941.528365,155,1,1,1,3,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline,unroll_2,unroll_4,1.5,0.8883706828577067,False
workload_4084.cpp,xcu200-fsgd2104-2-e,5.0,857.365285,233,2,1,5,5,block_2_1,block_8_1,block_4_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,3.25,0.5606106695833669,False
workload_4085.cpp,xcu200-fsgd2104-2-e,5.0,941.527045,186,1,1,1,2,block_2_1,cyclic_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.25,0.941165137092447,False
workload_4086.cpp,xcu200-fsgd2104-2-e,5.0,941.251365,390,2,1,5,6,block_2_1,block_8_1,cyclic_16_1,unroll_16,unroll_4,pipeline_1,unroll,unroll_2,3.5,0.5205874497565377,False
workload_4087.cpp,xcu200-fsgd2104-2-e,5.0,857.641765,133,1,1,1,2,block_2_1,cyclic_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9439739909674423,False
workload_4088.cpp,xcu200-fsgd2104-2-e,5.0,941.241205,423,1,3,11,12,block_4_1,block_8_1,cyclic_8_1,unroll_32,unroll_2,pipeline,unroll_2,unroll,6.75,0.16688192878362923,False
workload_4089.cpp,xcu200-fsgd2104-2-e,5.0,941.204485,712,1,1,10,11,block_2_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,pipeline_1,unroll,unroll,5.75,0.24333885647438736,False
workload_4090.cpp,xcu200-fsgd2104-2-e,5.0,854.077445,402,4,1,1,3,cyclic_4_1,cyclic_16_1,block_4_1,unroll_4,unroll_4,pipeline_1,unroll,unroll,2.25,0.7378950113789555,False
workload_4092.cpp,xcu200-fsgd2104-2-e,5.0,942.551045,167,1,1,1,2,block_2_1,block_8_1,block_8_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,1.25,0.9411006158101849,False
workload_4093.cpp,xcu200-fsgd2104-2-e,5.0,853.997205,85,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.999999646341477,False
workload_4094.cpp,xcu200-fsgd2104-2-e,5.0,940.586645,120,1,1,1,1,cyclic_16_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9818639110827712,False
workload_4095.cpp,xcu200-fsgd2104-2-e,5.0,858.664965,153,1,1,1,2,block_2_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll,1.25,0.9439707839868601,False
workload_4096.cpp,xcu200-fsgd2104-2-e,5.0,7442.535205,153,1,1,1,2,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,unroll_2,unroll,unroll_2,1.25,0.14712183788005428,False
workload_4097.cpp,xcu200-fsgd2104-2-e,5.0,857.640965,167,1,1,1,2,block_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline,unroll,unroll,1.25,0.9439739931661558,False
workload_4098.cpp,xcu200-fsgd2104-2-e,5.0,854.119205,157,2,1,1,2,cyclic_4_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.8897580019941864,False
workload_4099.cpp,xcu200-fsgd2104-2-e,5.0,937.882405,122,1,1,1,1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.0,0.9824275085403547,False
workload_4100.cpp,xcu200-fsgd2104-2-e,5.0,941.251365,242,1,1,5,5,block_2_1,block_8_1,cyclic_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll_2,3.0,0.6019554258775373,False
workload_4101.cpp,xcu200-fsgd2104-2-e,5.0,941.204485,452,1,1,10,10,block_2_1,block_8_1,block_8_1,unroll_32,unroll_2,pipeline_1,unroll,unroll,5.5,0.2669511998623425,False
workload_4102.cpp,xcu200-fsgd2104-2-e,5.0,941.205285,388,1,1,10,10,block_2_1,block_8_1,cyclic_8_1,unroll_32,unroll_2,pipeline,unroll,unroll_2,5.5,0.2669511985628862,False
workload_4103.cpp,xcu200-fsgd2104-2-e,5.0,941.527045,420,1,1,1,3,block_2_1,cyclic_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll,unroll,1.5,0.8883707244121247,False
workload_4104.cpp,xcu200-fsgd2104-2-e,5.0,857.640965,182,3,1,1,2,block_2_1,cyclic_16_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.75,0.837335446389967,False
workload_4105.cpp,xcu200-fsgd2104-2-e,5.0,940.625925,208,3,1,1,2,cyclic_8_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline,unroll,unroll,1.75,0.8364583570802115,False
workload_4106.cpp,xcu200-fsgd2104-2-e,5.0,858.665765,113,2,1,1,1,block_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.25,0.9439707811707672,False
workload_4107.cpp,xcu200-fsgd2104-2-e,5.0,7264.318245,157,3,1,1,2,block_2_1,cyclic_16_1,cyclic_16_1,unroll_2,unroll_2,unroll_2,unroll,unroll_2,1.75,0.15372760878198358,False
workload_4108.cpp,xcu200-fsgd2104-2-e,5.0,941.344405,135,1,1,2,3,block_2_1,block_2_1,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,1.75,0.8364437687377779,False
workload_4109.cpp,xcu200-fsgd2104-2-e,5.0,3534.008805,158,1,1,1,2,cyclic_16_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll,unroll_4,1.25,0.5222774347817272,False
workload_4110.cpp,xcu200-fsgd2104-2-e,5.0,3523.483285,103,3,1,1,1,cyclic_8_1,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,1.5,0.5179490540638505,False
workload_4111.cpp,xcu200-fsgd2104-2-e,5.0,941.250565,289,2,1,5,6,block_2_1,block_4_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll,3.5,0.5205874534696721,False
workload_4112.cpp,xcu200-fsgd2104-2-e,5.0,857.456645,198,1,1,2,3,block_2_1,cyclic_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,1.75,0.8373356002284792,False
workload_4113.cpp,xcu200-fsgd2104-2-e,5.0,854.078285,189,2,1,1,2,cyclic_4_1,cyclic_8_1,block_2_1,unroll_4,unroll_4,pipeline,unroll_2,unroll,1.5,0.8897580035343702,False
workload_4114.cpp,xcu200-fsgd2104-2-e,5.0,857.601685,145,2,1,3,3,block_4_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_2,2.25,0.7378941594654238,False
workload_4115.cpp,xcu200-fsgd2104-2-e,5.0,941.527045,197,1,1,1,2,block_2_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline,unroll,unroll,1.25,0.941165137092447,False
workload_4116.cpp,xcu200-fsgd2104-2-e,5.0,941.342725,230,1,1,2,4,block_2_1,cyclic_8_1,block_8_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,2.0,0.7860686525412547,False
workload_4117.cpp,xcu200-fsgd2104-2-e,5.0,938.036005,365,1,1,1,5,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_32,unroll_2,pipeline_1,unroll,unroll_2,2.0,0.786116656280562,False
workload_4118.cpp,xcu200-fsgd2104-2-e,5.0,941.527045,206,2,1,1,3,block_2_1,block_16_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.75,0.8364400413680592,False
workload_4119.cpp,xcu200-fsgd2104-2-e,5.0,3447.501685,111,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll,1.25,0.5347774645106236,False
workload_4120.cpp,xcu200-fsgd2104-2-e,5.0,942.55264,932,1,1,3,8,block_2_1,block_8_1,block_8_1,unroll_2,unroll,pipeline_1,unroll_2,unroll_2,3.25,0.5603684734922094,False
workload_4121.cpp,xcu200-fsgd2104-2-e,5.0,857.64256,683,1,1,3,8,block_2_1,block_8_1,block_2_1,unroll_4,unroll,pipeline_1,unroll_2,unroll_2,3.25,0.5606106093829429,False
workload_4123.cpp,xcu200-fsgd2104-2-e,5.0,858.665765,113,1,1,1,1,block_2_1,cyclic_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.0,0.9990171313792097,False
workload_4124.cpp,xcu200-fsgd2104-2-e,5.0,941.528725,110,1,1,1,2,block_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_2,1.25,0.9411650317911694,False
workload_4125.cpp,xcu200-fsgd2104-2-e,5.0,853.996405,114,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll,1.0,0.9999998147502888,False
workload_4126.cpp,xcu200-fsgd2104-2-e,5.0,942.551845,126,1,1,1,2,block_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9411005651388125,False
workload_4127.cpp,xcu200-fsgd2104-2-e,5.0,941.342725,224,1,1,2,4,block_2_1,block_8_1,block_8_1,unroll_8,unroll_2,pipeline_1,unroll,unroll,2.0,0.7860686525412547,False
workload_4128.cpp,xcu200-fsgd2104-2-e,5.0,938.024965,272,3,1,1,3,cyclic_4_1,block_4_1,block_8_1,unroll_16,unroll_2,pipeline_1,unroll,unroll,2.0,0.7861168134677631,False
