Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_5149.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,89,1,1,3,28,block_2_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_16,pipeline,unroll_2,pipeline_1,8.25,0.7686103973959544,False
workload_5150.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,72,1,6,2,3,cyclic_2_1,block_8_1,block_4_1,block_8_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,pipeline,unroll_4,pipeline_1,3.0,0.9327404080844266,False
workload_5151.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,82,1,1,1,27,block_4_1,block_8_1,block_8_1,block_2_1,complete_1,pipeline,unroll_2,pipeline,unroll_16,pipeline_1,pipeline,unroll,7.5,0.7909556919001285,False
workload_5152.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,77,1,6,3,4,cyclic_4_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline,unroll,unroll_8,pipeline_1,unroll_4,pipeline_1,3.5,0.916333587603003,False
workload_5153.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,83,1,1,1,2,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll,unroll,unroll,1.25,0.9914497186187151,False
workload_5154.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,89,1,6,3,4,cyclic_16_1,cyclic_32_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,unroll,unroll,3.5,0.9163336026536418,False
workload_5155.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline,3.0,0.9327404080844266,False
workload_5156.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,64,1,1,1,14,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,pipeline,pipeline_1,unroll,4.25,0.8920294639185462,False
workload_5157.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,78,1,6,3,5,cyclic_32_1,cyclic_32_1,cyclic_8_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,pipeline,unroll,3.75,0.9081914002064724,False
workload_5158.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,76,1,6,2,3,block_4_1,block_2_1,cyclic_4_1,block_2_1,complete_1,unroll,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,unroll,3.0,0.9327404080844266,False
workload_5159.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,67,1,6,2,3,cyclic_4_1,block_8_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll,pipeline,unroll,3.0,0.9327404080844266,False
workload_5160.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,6,2,3,cyclic_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_16,pipeline,unroll_2,unroll_32,pipeline_1,unroll,unroll,3.0,0.9327404080844266,False
workload_5161.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,61,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,pipeline_1,4.0,0.9000900342421005,False
workload_5163.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,58,1,3,1,2,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll,unroll_8,pipeline_1,unroll,pipeline,1.75,0.974471531696083,False
workload_5165.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,6,4,4,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_16,unroll_32,unroll,unroll,unroll,3.75,0.9081914138204656,False
workload_5166.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,60,1,3,1,2,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,1.75,0.974471531696083,False
workload_5167.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,69,1,6,2,3,cyclic_4_1,block_8_1,block_8_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,pipeline_1,pipeline,pipeline_1,3.0,0.9327404080844266,False
workload_5168.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,79,1,1,2,2,cyclic_4_1,cyclic_16_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_16,unroll,unroll,unroll,1.5,0.9829402464922414,False
workload_5169.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,84,1,1,2,27,block_2_1,block_2_1,block_16_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,pipeline_1,7.75,0.7834664511439263,False
workload_5170.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,62,1,3,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_4,pipeline,unroll_2,pipeline_1,1.5,0.9829401682293679,False
workload_5171.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,71,1,6,2,3,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,pipeline_1,unroll,3.0,0.9327404080844266,False
workload_5172.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,2,1,1,block_8_1,block_8_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,unroll,unroll,unroll,1.25,0.9914497186187151,False
workload_5173.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,75,1,6,3,3,cyclic_8_1,block_2_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,3.25,0.92451658393509,False
workload_5174.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll,unroll,3.0,0.9327404080844266,False
workload_5175.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,1,1,14,cyclic_8_1,block_8_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,pipeline,unroll,4.25,0.8920294639185462,False
workload_5176.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,1,1,15,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_16,unroll,pipeline,unroll,4.5,0.8840097028498025,False
workload_5177.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,95,1,6,3,5,cyclic_32_1,cyclic_32_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll,unroll,3.75,0.9081914138204656,False
workload_5178.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,84,1,6,3,4,cyclic_32_1,cyclic_32_1,block_4_1,cyclic_16_1,complete_1,unroll_16,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll,unroll,3.5,0.9163336026536418,False
workload_5179.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,81,1,1,1,27,block_2_1,block_2_1,cyclic_4_1,block_8_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_8,pipeline,unroll_4,pipeline_1,7.5,0.7909556919001285,False
workload_5180.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,74,1,1,1,14,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll,unroll_16,unroll,pipeline,unroll,4.25,0.8920294525147766,False
workload_5181.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,79,1,1,1,15,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll,pipeline,unroll,4.5,0.8840097028498025,False
workload_5182.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,67,1,3,1,2,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll,unroll_8,pipeline_1,unroll,pipeline,1.75,0.9744715836205784,False
workload_5183.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,74,1,2,1,1,block_4_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,unroll,unroll,1.25,0.9914495613415973,False
workload_5184.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,6,2,3,block_8_1,block_8_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_8,unroll,pipeline,unroll,3.0,0.9327404080844266,False
workload_5185.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,82,1,6,3,4,cyclic_4_1,block_2_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,pipeline,unroll_16,unroll_32,pipeline_1,unroll,unroll,3.5,0.9163336026536418,False
workload_5186.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,72,1,1,1,14,block_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,pipeline,unroll,4.25,0.8920294639185462,False
workload_5187.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,68,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,pipeline,unroll_4,unroll,3.0,0.9327404080844266,False
workload_5188.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,1,1,14,block_4_1,block_8_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,pipeline_1,unroll,4.25,0.8920294639185462,False
workload_5189.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,74,1,6,2,3,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,pipeline,pipeline,unroll_8,pipeline_1,unroll_2,pipeline_1,3.0,0.9327404080844266,False
workload_5190.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,112,1,1,2,45,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_2_1,complete_1,pipeline,unroll_2,pipeline,unroll_32,unroll,unroll_4,pipeline_1,12.25,0.6556385001049442,False
workload_5191.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,77,1,6,3,3,cyclic_8_1,block_8_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,unroll,unroll,3.25,0.92451658393509,False
workload_5192.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,62,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,pipeline,unroll_2,unroll,4.0,0.9000900342421005,False
workload_5193.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,6,2,3,cyclic_4_1,block_8_1,cyclic_4_1,block_8_1,complete_1,unroll_4,pipeline,pipeline,unroll_8,unroll,unroll_4,unroll,3.0,0.9327404080844266,False
workload_5194.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,79,1,6,3,3,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,unroll,unroll,unroll,3.25,0.9245166007416287,False
workload_5195.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,101,1,1,2,4,cyclic_4_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll,unroll_2,unroll_16,unroll_32,unroll,unroll,unroll,2.0,0.9660437256975827,False
workload_5196.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,1,1,14,block_4_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,pipeline_1,pipeline,4.25,0.8920294639185462,False
workload_5197.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,84,1,1,1,15,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,unroll,unroll_2,pipeline_1,unroll_16,unroll,pipeline,pipeline,4.5,0.8840097028498025,False
workload_5198.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,65,1,3,1,2,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll,unroll_16,pipeline_1,unroll,unroll,1.75,0.974471531696083,False
workload_5199.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,86,1,1,1,27,cyclic_4_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_16,unroll_2,unroll_2,unroll_32,pipeline_1,unroll,unroll,7.5,0.7909556919001285,False
workload_5200.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,78,1,6,2,3,cyclic_8_1,block_2_1,cyclic_8_1,cyclic_16_1,complete_1,pipeline_1,pipeline,unroll,unroll_8,pipeline_1,pipeline,pipeline_1,3.0,0.9327404080844266,False
workload_5201.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,6,2,3,block_8_1,cyclic_4_1,block_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_32,unroll,pipeline,pipeline_1,3.0,0.9327404080844266,False
workload_5202.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,75,1,1,1,15,block_8_1,block_8_1,cyclic_4_1,block_8_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll,pipeline,pipeline_1,4.5,0.8840097016791951,False
workload_5203.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,101,1,1,1,56,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll,unroll_4,unroll,14.75,0.590336265302647,False
workload_5205.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,64,1,6,2,3,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline,unroll_2,unroll,3.0,0.9327404080844266,False
workload_5206.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,67,1,1,1,14,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,4.25,0.8920294639185462,False
workload_5207.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,72,1,6,3,3,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll,unroll_4,pipeline_1,unroll,pipeline,3.25,0.92451658393509,False
workload_5208.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,80,1,1,1,27,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,pipeline,unroll_4,pipeline,unroll_2,unroll,7.5,0.7909556865744752,False
workload_5209.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,85,1,1,2,27,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_4,pipeline,unroll,unroll,7.75,0.7834664511439263,False
workload_5210.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,88,1,1,2,27,block_4_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_32,pipeline,unroll,pipeline_1,7.75,0.7834664511439263,False
workload_5211.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,69,1,1,1,14,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll,pipeline,unroll,4.25,0.8920294525147766,False
workload_5212.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,68,1,1,1,15,cyclic_8_1,block_8_1,cyclic_2_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,pipeline_1,unroll,4.5,0.8840097028498025,False
workload_5213.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,60,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_8,pipeline,pipeline,unroll,4.0,0.9000900342421005,False
workload_5214.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,2,2,2,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_32,unroll,unroll,unroll,1.75,0.9744715836205784,False
workload_5215.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,88,1,6,3,4,cyclic_8_1,cyclic_32_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,pipeline_1,unroll,unroll_32,unroll,unroll,pipeline,3.5,0.9163336026536418,False
workload_5216.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,80,1,1,1,27,block_2_1,block_8_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline,unroll_2,pipeline,unroll_32,pipeline,unroll,pipeline_1,7.5,0.7909556919001285,False
workload_5217.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,75,1,6,3,3,cyclic_8_1,block_8_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,3.25,0.92451658393509,False
workload_5218.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,89,1,1,1,16,cyclic_4_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll,unroll_2,pipeline_1,unroll_16,unroll,pipeline,pipeline,4.75,0.8760307510358701,False
workload_5219.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,78,1,1,1,15,cyclic_4_1,cyclic_16_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_2,unroll,unroll_16,unroll,pipeline,pipeline_1,4.5,0.8840097016791951,False
workload_5220.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,80,1,1,1,28,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_16,unroll,unroll_2,unroll,7.75,0.7834664511439263,False
workload_5221.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,1,1,27,block_4_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,unroll_2,pipeline,7.5,0.7909556919001285,False
workload_5222.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,2,1,1,block_4_1,block_8_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,unroll,unroll,1.25,0.9914497186187151,False
workload_5223.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,75,1,1,1,28,block_2_1,block_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,unroll_2,unroll,7.75,0.7834664460433884,False
workload_5224.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,90,1,1,2,23,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,unroll,unroll_2,unroll_16,unroll_32,unroll,unroll_2,pipeline_1,6.75,0.8136682690177726,False
workload_5225.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,74,1,1,1,16,cyclic_8_1,cyclic_4_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll,unroll_16,unroll,pipeline,unroll,4.75,0.8760307412529316,False
workload_5226.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,66,1,1,1,14,cyclic_2_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll_16,unroll,pipeline,unroll,4.25,0.8920294639185462,False
workload_5227.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,78,1,1,2,27,cyclic_8_1,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,pipeline,pipeline,unroll,7.75,0.7834664511439263,False
workload_5228.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,59,1,1,1,7,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_8,unroll,pipeline_1,pipeline_1,2.5,0.9493104476915611,False
workload_5229.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,79,1,1,2,27,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_8_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline,unroll,7.75,0.7834664511439263,False
workload_5230.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,81,1,1,3,17,block_32_1,cyclic_32_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_16,unroll,pipeline_1,unroll,5.5,0.8523387511229374,False
workload_5231.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,77,1,6,3,4,block_2_1,cyclic_32_1,cyclic_8_1,block_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_32,unroll,unroll,pipeline_1,3.5,0.9163336026536418,False
workload_5232.cpp,xcu200-fsgd2104-2-e,3.33,0.0204795,70,1,1,1,15,block_8_1,block_8_1,cyclic_4_1,block_8_1,complete_1,unroll_2,unroll_2,unroll,unroll_4,unroll,pipeline,unroll,4.5,0.8840097016791951,False
workload_5233.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,2,1,2,block_8_1,cyclic_8_1,cyclic_4_1,cyclic_16_1,complete_1,unroll_2,unroll_2,pipeline,unroll_8,unroll,unroll,unroll,1.5,0.9829402464922414,False
workload_5234.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,68,1,1,1,14,cyclic_4_1,cyclic_8_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_16,unroll,pipeline,unroll,4.25,0.8920294639185462,False
workload_5235.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,83,1,1,1,28,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll,unroll_2,unroll,7.75,0.7834664511439263,False
workload_5236.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,69,1,2,1,1,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,unroll,unroll,1.25,0.9914495613415973,False
workload_5237.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,82,1,1,2,27,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll,unroll_16,pipeline,pipeline_1,pipeline_1,7.75,0.7834664511439263,False
workload_5238.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,65,1,1,1,15,cyclic_8_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll,pipeline_1,unroll,4.5,0.8840096923143356,False
workload_5239.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,75,1,1,2,16,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_16,unroll,pipeline,unroll,5.0,0.8680926084767482,False
workload_5240.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,74,1,1,1,15,cyclic_8_1,block_8_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_8,unroll,pipeline,unroll,4.5,0.8840097028498025,False
workload_5241.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,64,1,1,1,13,block_2_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,pipeline,pipeline,pipeline_1,4.0,0.9000900342421005,False
workload_5242.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,66,1,6,2,3,cyclic_8_1,block_8_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,unroll,3.0,0.9327404080844266,False
workload_5243.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,74,1,1,1,28,block_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,unroll_2,unroll,7.75,0.7834664511439263,False
workload_5244.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,80,1,1,2,28,block_8_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll,unroll_4,pipeline_1,unroll,pipeline,8.0,0.7760180147510329,False
workload_5245.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,1,2,27,block_2_1,block_2_1,cyclic_2_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_16,pipeline,unroll_2,pipeline_1,7.75,0.7834664511439263,False
workload_5246.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,67,1,1,1,14,block_4_1,block_8_1,cyclic_8_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,pipeline_1,unroll,4.25,0.8920294639185462,False
workload_5247.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,68,1,2,1,1,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_32,unroll,unroll,unroll,1.25,0.9914497186187151,False
workload_5248.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,69,1,1,1,15,cyclic_4_1,cyclic_8_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,pipeline_1,unroll_16,unroll,pipeline,pipeline,4.5,0.8840097028498025,False
workload_5249.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,70,1,1,1,15,block_8_1,cyclic_32_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_8,unroll,pipeline,unroll,4.5,0.8840097028498025,False
workload_5250.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,73,1,2,1,2,block_2_1,block_2_1,cyclic_4_1,cyclic_16_1,complete_1,unroll_32,unroll_2,pipeline,unroll_8,unroll,unroll,unroll,1.5,0.9829402464922414,False
workload_5251.cpp,xcu200-fsgd2104-2-e,3.33,0.02048616,63,1,1,1,14,cyclic_4_1,block_2_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,pipeline,unroll,4.25,0.8920294525147766,False
workload_5252.cpp,xcu200-fsgd2104-2-e,3.33,0.02047617,66,1,6,2,3,block_2_1,block_8_1,cyclic_2_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll,pipeline,unroll,3.0,0.9327404080844266,False
