Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,Area,Weight,is_pareto
workload_2961.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,112,1,1,1,1,cyclic_2_1,block_32_1,block_128_1,pipeline,1.0,0.9840758449620541,False
workload_2962.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_2963.cpp,xcu200-fsgd2104-2-e,5.0,0.118365,94,1,1,1,1,block_4_1,block_64_1,cyclic_32_1,pipeline,1.0,0.9838283994672322,False
workload_2964.cpp,xcu200-fsgd2104-2-e,5.0,0.13884,143,1,1,1,1,block_128_1,cyclic_8_1,cyclic_4_1,pipeline_1,1.0,0.9216365770455961,False
workload_2965.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_2_1,block_2_1,pipeline_1,1.0,0.999984394971352,False
workload_2966.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,80,1,1,1,1,block_2_1,cyclic_64_1,cyclic_4_1,pipeline,1.0,0.999734732912201,False
workload_2967.cpp,xcu200-fsgd2104-2-e,5.0,0.14388,92,1,1,1,1,cyclic_16_1,cyclic_8_1,cyclic_64_1,pipeline,1.0,0.9066757704884262,False
workload_2968.cpp,xcu200-fsgd2104-2-e,5.0,0.118365,102,1,1,1,1,block_2_1,block_128_1,block_8_1,pipeline,1.0,0.9838283994672322,False
workload_2969.cpp,xcu200-fsgd2104-2-e,5.0,0.11836,69,1,1,1,1,block_4_1,cyclic_8_1,cyclic_8_1,pipeline_1,1.0,0.9838438637959959,False
workload_2970.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_2971.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_2_1,block_64_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_2972.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,99,1,1,1,1,block_64_1,block_2_1,cyclic_2_1,pipeline_1,1.0,0.9216216668579145,False
workload_2973.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,65,1,1,1,1,cyclic_2_1,block_8_1,cyclic_2_1,pipeline_1,1.0,1.0,True
workload_2974.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,73,1,1,1,1,cyclic_2_1,cyclic_32_1,block_8_1,pipeline,1.0,0.9840758449620541,False
workload_2975.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,102,1,1,1,1,cyclic_2_1,cyclic_4_1,block_128_1,pipeline_1,1.0,0.9840758449620541,False
workload_2976.cpp,xcu200-fsgd2104-2-e,5.0,0.138765,74,1,1,1,1,cyclic_16_1,cyclic_16_1,cyclic_2_1,pipeline_1,1.0,0.9218602460954204,False
workload_2977.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,100,1,1,1,1,cyclic_2_1,block_128_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_2978.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline,1.0,1.0,True
workload_2979.cpp,xcu200-fsgd2104-2-e,5.0,0.118365,105,1,1,1,1,block_2_1,block_128_1,block_16_1,pipeline_1,1.0,0.9838283994672322,False
workload_2980.cpp,xcu200-fsgd2104-2-e,5.0,0.14084,466,1,7,8,8,cyclic_2_1,block_32_1,block_128_1,unroll_32,6.0,0.47755999208993005,False
workload_2981.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_4_1,cyclic_64_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_2982.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,75,1,1,1,1,cyclic_2_1,block_32_1,cyclic_8_1,pipeline,1.0,0.9840758449620541,False
workload_2983.cpp,xcu200-fsgd2104-2-e,5.0,0.11836,73,1,1,1,1,block_4_1,cyclic_8_1,block_16_1,pipeline,1.0,0.9838438637959959,False
workload_2984.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,65,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,pipeline,1.0,1.0,True
workload_2985.cpp,xcu200-fsgd2104-2-e,5.0,0.143885,81,1,1,1,1,cyclic_32_1,cyclic_4_1,cyclic_8_1,pipeline_1,1.0,0.9066609966714015,False
workload_2986.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,85,1,1,1,1,block_2_1,block_64_1,cyclic_4_1,pipeline,1.0,0.999734732912201,False
workload_2987.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,81,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_64_1,pipeline_1,1.0,0.9840758449620541,False
workload_2988.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,98,1,1,1,1,cyclic_2_1,cyclic_128_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_2989.cpp,xcu200-fsgd2104-2-e,5.0,0.138765,70,1,1,1,1,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline,1.0,0.9218602460954204,False
workload_2990.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,71,1,1,1,1,block_4_1,cyclic_16_1,cyclic_4_1,pipeline,1.0,0.999734732912201,False
workload_2991.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,83,1,1,1,1,block_4_1,cyclic_64_1,cyclic_4_1,pipeline,1.0,0.999734732912201,False
workload_2992.cpp,xcu200-fsgd2104-2-e,5.0,0.138765,88,1,1,1,1,cyclic_16_1,cyclic_64_1,cyclic_2_1,pipeline_1,1.0,0.9218602460954204,False
workload_2993.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,102,1,1,1,1,cyclic_2_1,block_128_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_2994.cpp,xcu200-fsgd2104-2-e,5.0,0.138765,105,1,1,1,1,cyclic_8_1,block_128_1,cyclic_4_1,pipeline_1,1.0,0.9218602460954204,False
workload_2995.cpp,xcu200-fsgd2104-2-e,5.0,0.11828,72,1,1,1,1,cyclic_4_1,cyclic_8_1,block_16_1,pipeline,1.0,0.9840913114554315,False
workload_2996.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_2997.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_2998.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_2999.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3000.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,block_2_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_3001.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,cyclic_4_1,block_4_1,pipeline,1.0,0.999984394971352,False
workload_3002.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3003.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3004.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,66,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,pipeline_1,1.0,1.0,True
workload_3005.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,65,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,pipeline_1,1.0,1.0,True
workload_3006.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,81,1,1,1,1,cyclic_4_1,cyclic_64_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3007.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,142,1,1,1,1,block_128_1,block_2_1,cyclic_2_1,pipeline,1.0,0.9216216668579145,False
workload_3008.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3009.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3010.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,83,1,1,1,1,cyclic_2_1,block_64_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_3011.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,69,1,1,1,1,cyclic_2_1,block_16_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3012.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,74,1,1,1,1,cyclic_4_1,block_32_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3013.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,78,1,1,1,1,block_8_1,block_32_1,cyclic_4_1,pipeline_1,1.0,0.9216216668579145,False
workload_3014.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,68,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3015.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,69,1,1,1,1,block_4_1,block_2_1,block_2_1,pipeline_1,1.0,0.999734732912201,False
workload_3016.cpp,xcu200-fsgd2104-2-e,5.0,0.11324,69,1,1,1,1,block_4_1,cyclic_8_1,cyclic_4_1,pipeline_1,1.0,0.9997503357762355,False
workload_3017.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,98,1,1,1,1,cyclic_2_1,cyclic_128_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_3018.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,69,1,1,1,1,block_2_1,cyclic_16_1,cyclic_2_1,pipeline_1,1.0,0.999734732912201,False
workload_3019.cpp,xcu200-fsgd2104-2-e,5.0,0.36108,100,1,1,1,1,block_2_1,cyclic_128_1,cyclic_4_1,unroll_2,1.0,0.3925450516983744,False
workload_3020.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,66,1,1,1,1,block_2_1,cyclic_4_1,cyclic_4_1,pipeline,1.0,0.999734732912201,False
workload_3021.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,99,1,1,1,1,cyclic_2_1,cyclic_128_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3022.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,70,1,1,1,1,cyclic_2_1,block_16_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3023.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,74,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3024.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_2_1,block_64_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3025.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,66,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3026.cpp,xcu200-fsgd2104-2-e,5.0,0.11324,67,1,1,1,1,block_2_1,block_8_1,cyclic_4_1,pipeline,1.0,0.9997503357762355,False
workload_3027.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,119,1,1,1,1,cyclic_4_1,block_128_1,block_64_1,pipeline,1.0,0.9840758449620541,False
workload_3028.cpp,xcu200-fsgd2104-2-e,5.0,0.113245,100,1,1,1,1,block_4_1,cyclic_128_1,cyclic_4_1,pipeline_1,1.0,0.999734732912201,False
workload_3029.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,72,1,1,1,1,cyclic_2_1,block_32_1,block_4_1,pipeline,1.0,0.999984394971352,False
workload_3030.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,66,1,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3031.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,68,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,pipeline,1.0,1.0,True
workload_3032.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,68,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline,1.0,1.0,True
workload_3033.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,69,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline_1,1.0,1.0,True
workload_3034.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,70,1,1,1,1,cyclic_2_1,block_16_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3035.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3036.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,66,1,1,1,1,cyclic_2_1,block_8_1,cyclic_2_1,pipeline,1.0,1.0,True
workload_3037.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,68,1,1,1,1,cyclic_2_1,cyclic_8_1,block_4_1,pipeline,1.0,1.0,True
workload_3038.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,76,1,1,1,1,cyclic_4_1,block_32_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3039.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3040.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_2_1,block_16_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3041.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,66,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,pipeline,1.0,1.0,True
workload_3042.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,153,1,1,1,2,block_128_1,block_32_1,cyclic_4_1,pipeline,1.25,0.9159611507175017,False
workload_3043.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,72,1,1,1,1,cyclic_4_1,block_32_1,block_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3044.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,66,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline,1.0,1.0,True
workload_3045.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,146,1,1,1,1,block_128_1,cyclic_16_1,cyclic_4_1,pipeline,1.0,0.9216216668579145,False
workload_3046.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,81,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3047.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,66,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3048.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,66,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,pipeline_1,1.0,1.0,True
workload_3049.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3050.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,68,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_8_1,pipeline_1,1.0,0.9840758449620541,False
workload_3051.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,158,1,1,1,2,block_128_1,cyclic_64_1,cyclic_4_1,pipeline_1,1.25,0.9159611507175017,False
workload_3052.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,70,1,1,1,1,cyclic_4_1,block_16_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3053.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,69,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3054.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3055.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_4_1,cyclic_64_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3056.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3057.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_4_1,block_64_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3058.cpp,xcu200-fsgd2104-2-e,5.0,0.138765,69,1,1,1,1,cyclic_8_1,cyclic_4_1,cyclic_4_1,pipeline,1.0,0.9218602460954204,False
workload_3059.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,85,1,1,1,1,cyclic_4_1,cyclic_64_1,cyclic_16_1,pipeline,1.0,0.9840758449620541,False
workload_3060.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3061.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,105,1,1,1,1,cyclic_2_1,cyclic_16_1,block_128_1,pipeline,1.0,0.9840758449620541,False
workload_3062.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3063.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,72,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3064.cpp,xcu200-fsgd2104-2-e,5.0,0.31756,65,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,1.0,0.47510887728106643,False
workload_3065.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,pipeline_1,1.0,1.0,True
workload_3066.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3067.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_2_1,cyclic_64_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3068.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,83,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3069.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,84,1,1,1,1,cyclic_2_1,block_64_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3070.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,63,1,1,1,1,cyclic_2_1,block_2_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_3071.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3072.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3073.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,73,1,1,1,1,cyclic_2_1,block_32_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3074.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,106,1,1,1,1,cyclic_4_1,block_4_1,block_128_1,pipeline,1.0,0.9840758449620541,False
workload_3075.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,68,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3076.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_4_1,pipeline,1.0,1.0,True
workload_3077.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_4_1,block_4_1,cyclic_2_1,pipeline,1.0,0.999984394971352,False
workload_3078.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3079.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,73,1,1,1,1,cyclic_4_1,block_32_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3080.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3081.cpp,xcu200-fsgd2104-2-e,5.0,0.14396,103,1,1,1,1,block_64_1,block_8_1,cyclic_8_1,pipeline_1,1.0,0.9064394056506356,False
workload_3082.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,83,1,1,1,1,cyclic_4_1,block_64_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3083.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,139,1,1,1,1,block_128_1,cyclic_4_1,block_2_1,pipeline,1.0,0.9216216668579145,False
workload_3084.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,83,1,1,1,1,cyclic_4_1,block_64_1,block_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3085.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,69,1,1,1,1,cyclic_2_1,block_16_1,cyclic_8_1,pipeline_1,1.0,0.9840758449620541,False
workload_3086.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,pipeline_1,1.0,1.0,True
workload_3087.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3088.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,pipeline,1.0,1.0,True
workload_3089.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3090.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3091.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,68,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3092.cpp,xcu200-fsgd2104-2-e,5.0,0.138845,100,1,1,1,1,block_64_1,block_4_1,cyclic_4_1,pipeline_1,1.0,0.9216216668579145,False
workload_3093.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3094.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3095.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,65,1,1,1,1,cyclic_2_1,cyclic_8_1,block_4_1,pipeline_1,1.0,1.0,True
workload_3096.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_4_1,block_64_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3097.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3098.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,67,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3099.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,81,1,1,1,1,cyclic_2_1,block_64_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_3100.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,65,1,1,1,1,cyclic_2_1,block_4_1,block_2_1,pipeline,1.0,0.999984394971352,False
workload_3101.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,69,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_16_1,pipeline,1.0,0.9840758449620541,False
workload_3102.cpp,xcu200-fsgd2104-2-e,5.0,0.118285,73,1,1,1,1,cyclic_2_1,block_16_1,cyclic_8_1,pipeline,1.0,0.9840758449620541,False
workload_3103.cpp,xcu200-fsgd2104-2-e,5.0,0.138765,73,1,1,1,1,cyclic_8_1,cyclic_16_1,cyclic_4_1,pipeline,1.0,0.9218602460954204,False
workload_3104.cpp,xcu200-fsgd2104-2-e,5.0,0.31756,64,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_2_1,unroll_2,1.0,0.47510887728106643,False
workload_3105.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3106.cpp,xcu200-fsgd2104-2-e,5.0,0.32012,63,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_2,1.0,0.4699684614244436,False
workload_3107.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,68,1,1,1,1,cyclic_2_1,cyclic_16_1,block_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3108.cpp,xcu200-fsgd2104-2-e,5.0,0.13884,144,1,1,1,1,block_128_1,cyclic_8_1,block_4_1,pipeline,1.0,0.9216365770455961,False
workload_3109.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,72,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,pipeline_1,1.0,0.999984394971352,False
workload_3110.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,64,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_4_1,pipeline,1.0,0.999984394971352,False
workload_3111.cpp,xcu200-fsgd2104-2-e,5.0,0.113165,82,1,1,1,1,cyclic_2_1,block_64_1,cyclic_2_1,pipeline_1,1.0,0.999984394971352,False
workload_3112.cpp,xcu200-fsgd2104-2-e,5.0,0.11828,105,1,1,1,1,cyclic_2_1,cyclic_8_1,block_128_1,pipeline,1.0,0.9840913114554315,False
workload_3113.cpp,xcu200-fsgd2104-2-e,5.0,0.11828,105,1,1,1,1,cyclic_2_1,block_8_1,block_128_1,pipeline_1,1.0,0.9840913114554315,False
workload_3114.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,pipeline,1.0,1.0,True
workload_3115.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,68,1,1,1,1,cyclic_4_1,block_8_1,block_2_1,pipeline_1,1.0,1.0,True
workload_3116.cpp,xcu200-fsgd2104-2-e,5.0,0.11316,67,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,1.0,1.0,True
