Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_1854.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,160,1,1,1,1,cyclic_8_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,1.0,0.9996139590876244,False
workload_1855.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,130,1,1,1,1,block_8_1,unroll_2,pipeline_1,unroll,unroll,1.0,0.9996139590876244,False
workload_1856.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1225,1,1,9,23,cyclic_4_1,unroll_64,pipeline,pipeline,pipeline_1,8.5,1.0,True
workload_1857.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1201,1,1,10,24,cyclic_4_1,unroll_64,pipeline_1,unroll,pipeline_1,9.0,1.0,True
workload_1858.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,131,1,1,1,1,block_8_1,unroll_2,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1859.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1175,1,1,10,24,cyclic_4_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1860.cpp,xcu200-fsgd2104-2-e,5.0,17.13451,1191,1,1,10,25,cyclic_4_1,unroll_64,pipeline,unroll,unroll,9.25,0.4780442554845985,False
workload_1861.cpp,xcu200-fsgd2104-2-e,5.0,18.223325,159,1,1,1,1,block_4_1,unroll_4,pipeline,unroll,unroll,1.0,0.9996065360354958,False
workload_1863.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1178,1,1,10,24,cyclic_8_1,unroll_64,pipeline,unroll,pipeline_1,9.0,1.0,True
workload_1864.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,129,1,1,1,1,complete_1,unroll_2,pipeline_1,unroll,pipeline,1.0,1.0,True
workload_1865.cpp,xcu200-fsgd2104-2-e,5.0,18.189325,158,1,1,1,1,block_2_1,unroll_4,pipeline_1,unroll,pipeline,1.0,0.9999777261579404,False
workload_1866.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,131,1,1,1,1,block_2_1,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.999584267062862,False
workload_1867.cpp,xcu200-fsgd2104-2-e,5.0,140.660045,273,1,1,1,2,cyclic_8_1,unroll_4,unroll_2,unroll,pipeline_1,1.25,0.15937916713131375,False
workload_1868.cpp,xcu200-fsgd2104-2-e,5.0,17.13451,1225,1,1,10,25,complete_1,unroll_64,pipeline_1,unroll,unroll,9.25,0.4780442554845985,False
workload_1869.cpp,xcu200-fsgd2104-2-e,5.0,18.223325,157,1,1,1,1,cyclic_8_1,unroll_4,pipeline,unroll,unroll,1.0,0.9996065360354958,False
workload_1870.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1246,1,1,9,22,block_2_1,unroll_64,pipeline_1,pipeline_1,unroll,8.25,1.0,True
workload_1871.cpp,xcu200-fsgd2104-2-e,5.0,142.053365,169,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll,pipeline,1.0,0.15564007258905688,False
workload_1872.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1223,1,1,9,23,block_2_1,unroll_64,pipeline,pipeline_1,pipeline_1,8.5,1.0,True
workload_1874.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,131,1,1,1,1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.999584267062862,False
workload_1875.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,157,1,1,1,1,cyclic_8_1,unroll_4,pipeline,pipeline_1,pipeline,1.0,0.9996139590876244,False
workload_1876.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,130,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,unroll,unroll,1.0,0.9996139590876244,False
workload_1877.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,131,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1878.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,129,1,1,1,1,block_8_1,unroll_2,pipeline,unroll,pipeline,1.0,1.0,True
workload_1879.cpp,xcu200-fsgd2104-2-e,5.0,18.189325,155,1,1,1,1,cyclic_8_1,unroll_4,pipeline,unroll,pipeline,1.0,0.9999777261579404,False
workload_1880.cpp,xcu200-fsgd2104-2-e,5.0,18.22358,600,1,1,4,9,block_2_1,unroll_32,pipeline,pipeline_1,unroll,3.75,0.8046485059945273,False
workload_1881.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,129,1,1,1,1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.0,0.999584267062862,False
workload_1882.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1172,1,1,10,24,block_2_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1883.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1226,1,1,9,23,cyclic_4_1,unroll_64,pipeline,pipeline,pipeline,8.5,1.0,True
workload_1884.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1257,1,1,9,23,block_2_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1885.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1169,1,1,10,24,cyclic_2_1,unroll_64,pipeline,unroll,pipeline_1,9.0,1.0,True
workload_1886.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,128,1,1,1,1,complete_1,unroll_2,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1887.cpp,xcu200-fsgd2104-2-e,5.0,17.13451,1219,1,1,10,25,cyclic_4_1,unroll_64,pipeline_1,unroll,unroll,9.25,0.4780442554845985,False
workload_1888.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1203,1,1,10,24,block_4_1,unroll_64,pipeline_1,unroll,pipeline,9.0,1.0,True
workload_1889.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1174,1,1,10,24,complete_1,unroll_64,pipeline,unroll,pipeline_1,9.0,1.0,True
workload_1890.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1203,1,1,10,24,cyclic_2_1,unroll_64,pipeline_1,unroll,pipeline_1,9.0,1.0,True
workload_1891.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,129,1,1,1,1,cyclic_8_1,unroll_2,pipeline,unroll,unroll,1.0,0.9996139590876244,False
workload_1892.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1259,1,1,9,23,cyclic_8_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1893.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1230,1,1,9,23,cyclic_4_1,unroll_64,pipeline,pipeline_1,pipeline_1,8.5,1.0,True
workload_1894.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,132,1,1,1,1,block_2_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1895.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1218,1,1,9,23,block_8_1,unroll_64,pipeline,pipeline_1,pipeline_1,8.5,1.0,True
workload_1896.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1200,1,1,10,24,block_2_1,unroll_64,pipeline_1,unroll,pipeline_1,9.0,1.0,True
workload_1897.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,130,1,1,1,1,block_8_1,unroll_2,pipeline,pipeline,pipeline_1,1.0,0.999584267062862,False
workload_1898.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,129,1,1,1,1,complete_1,unroll_2,pipeline_1,unroll,unroll,1.0,0.9996139590876244,False
workload_1899.cpp,xcu200-fsgd2104-2-e,5.0,18.189325,154,1,1,1,1,cyclic_2_1,unroll_4,pipeline,unroll,pipeline_1,1.0,0.9999777261579404,False
workload_1900.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1219,1,1,9,23,block_2_1,unroll_64,pipeline,pipeline,pipeline_1,8.5,1.0,True
workload_1901.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1225,1,1,9,23,cyclic_2_1,unroll_64,pipeline,pipeline_1,pipeline,8.5,1.0,True
workload_1902.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1204,1,1,10,24,cyclic_8_1,unroll_64,pipeline_1,unroll,pipeline,9.0,1.0,True
workload_1903.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1170,1,1,10,24,block_8_1,unroll_64,pipeline,unroll,pipeline_1,9.0,1.0,True
workload_1904.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1173,1,1,10,24,cyclic_8_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1905.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1252,1,1,9,23,block_2_1,unroll_64,pipeline_1,pipeline_1,pipeline,8.5,1.0,True
workload_1906.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1176,1,1,10,24,complete_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1907.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1172,1,1,10,24,cyclic_2_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1908.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1209,1,1,10,24,block_8_1,unroll_64,pipeline_1,unroll,pipeline_1,9.0,1.0,True
workload_1909.cpp,xcu200-fsgd2104-2-e,5.0,17.13451,1219,1,1,10,25,block_2_1,unroll_64,pipeline_1,unroll,unroll,9.25,0.4780442554845985,False
workload_1910.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1241,1,1,9,22,cyclic_8_1,unroll_64,pipeline_1,pipeline_1,unroll,8.25,1.0,True
workload_1911.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1258,1,1,9,23,block_8_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1912.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,129,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1913.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,162,1,1,1,1,block_2_1,unroll_4,pipeline_1,pipeline_1,pipeline,1.0,0.9996139590876244,False
workload_1914.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1220,1,1,9,23,block_2_1,unroll_64,pipeline,pipeline_1,pipeline,8.5,1.0,True
workload_1915.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1222,1,1,9,23,block_8_1,unroll_64,pipeline,pipeline,pipeline,8.5,1.0,True
workload_1916.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1173,1,1,10,24,block_4_1,unroll_64,pipeline,unroll,pipeline_1,9.0,1.0,True
workload_1917.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1169,1,1,10,24,block_8_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1918.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,159,1,1,1,1,complete_1,unroll_4,pipeline,pipeline,pipeline_1,1.0,0.9996139590876244,False
workload_1919.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,131,1,1,1,1,block_8_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1920.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,130,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.0,0.999584267062862,False
workload_1921.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,129,1,1,1,1,block_4_1,unroll_2,pipeline_1,unroll,pipeline,1.0,1.0,True
workload_1922.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,131,1,1,1,1,block_8_1,unroll_2,pipeline_1,unroll,pipeline,1.0,1.0,True
workload_1923.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,132,1,1,1,1,block_2_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.0,0.999584267062862,False
workload_1924.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,128,1,1,1,1,block_4_1,unroll_2,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1926.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1255,1,1,9,23,complete_1,unroll_64,pipeline_1,pipeline_1,pipeline,8.5,1.0,True
workload_1927.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1204,1,1,10,24,cyclic_2_1,unroll_64,pipeline_1,unroll,pipeline,9.0,1.0,True
workload_1929.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,132,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,unroll,unroll,1.0,0.9996139590876244,False
workload_1930.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,131,1,1,1,1,cyclic_2_1,unroll_2,pipeline,pipeline,pipeline_1,1.0,0.999584267062862,False
workload_1931.cpp,xcu200-fsgd2104-2-e,5.0,18.22375,616,1,1,4,10,block_2_1,unroll_32,pipeline_1,pipeline_1,pipeline,4.0,0.7880879201517506,False
workload_1932.cpp,xcu200-fsgd2104-2-e,5.0,18.187285,130,1,1,1,1,block_4_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1933.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1256,1,1,9,23,complete_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1934.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1261,1,1,9,23,cyclic_4_1,unroll_64,pipeline_1,pipeline,pipeline,8.5,1.0,True
workload_1935.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1228,1,1,9,23,block_8_1,unroll_64,pipeline,pipeline_1,pipeline,8.5,1.0,True
workload_1936.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1264,1,1,9,23,block_2_1,unroll_64,pipeline_1,pipeline,pipeline,8.5,1.0,True
workload_1937.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1222,1,1,9,23,block_8_1,unroll_64,pipeline,pipeline,pipeline_1,8.5,1.0,True
workload_1938.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1238,1,1,9,22,complete_1,unroll_64,pipeline_1,pipeline_1,unroll,8.25,1.0,True
workload_1939.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1206,1,1,9,22,block_4_1,unroll_64,pipeline,pipeline_1,unroll,8.25,1.0,True
workload_1940.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1211,1,1,9,22,block_8_1,unroll_64,pipeline,pipeline_1,unroll,8.25,1.0,True
workload_1942.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1258,1,1,9,23,block_4_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1943.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1263,1,1,9,23,cyclic_2_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1944.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1221,1,1,9,23,complete_1,unroll_64,pipeline,pipeline_1,pipeline,8.5,1.0,True
workload_1945.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1226,1,1,9,23,complete_1,unroll_64,pipeline,pipeline_1,pipeline_1,8.5,1.0,True
workload_1946.cpp,xcu200-fsgd2104-2-e,5.0,64.065525,132,1,1,1,1,block_8_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1.0,0.5687752134327381,False
workload_1947.cpp,xcu200-fsgd2104-2-e,5.0,17.13451,1181,1,1,10,25,cyclic_2_1,unroll_64,pipeline,unroll,unroll,9.25,0.4780442554845985,False
workload_1948.cpp,xcu200-fsgd2104-2-e,5.0,64.065525,141,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,pipeline,1.0,0.5687752134327381,False
workload_1949.cpp,xcu200-fsgd2104-2-e,5.0,18.189325,155,1,1,1,1,block_8_1,unroll_4,pipeline_1,unroll,pipeline_1,1.0,0.9999777261579404,False
workload_1950.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,130,1,1,1,1,block_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.0,0.999584267062862,False
workload_1951.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1198,1,1,10,24,block_4_1,unroll_64,pipeline_1,unroll,pipeline_1,9.0,1.0,True
workload_1952.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1200,1,1,10,24,block_8_1,unroll_64,pipeline_1,unroll,pipeline,9.0,1.0,True
workload_1953.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1200,1,1,9,22,cyclic_2_1,unroll_64,pipeline,pipeline_1,unroll,8.25,1.0,True
workload_1954.cpp,xcu200-fsgd2104-2-e,5.0,142.053365,153,1,1,1,1,block_8_1,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.15564007258905688,False
workload_1955.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1223,1,1,9,23,cyclic_2_1,unroll_64,pipeline,pipeline_1,pipeline_1,8.5,1.0,True
workload_1956.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1218,1,1,9,23,cyclic_4_1,unroll_64,pipeline,pipeline_1,pipeline,8.5,1.0,True
workload_1957.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,130,1,1,1,1,block_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.0,0.999584267062862,False
workload_1958.cpp,xcu200-fsgd2104-2-e,5.0,18.189325,158,1,1,1,1,cyclic_2_1,unroll_4,pipeline_1,unroll,pipeline_1,1.0,0.9999777261579404,False
workload_1959.cpp,xcu200-fsgd2104-2-e,5.0,18.222645,160,1,1,1,1,cyclic_4_1,unroll_4,pipeline_1,pipeline,pipeline,1.0,0.9996139590876244,False
workload_1960.cpp,xcu200-fsgd2104-2-e,5.0,18.19111,573,1,1,4,9,cyclic_2_1,unroll_32,pipeline,unroll,pipeline,3.75,0.8048054398841838,False
workload_1961.cpp,xcu200-fsgd2104-2-e,5.0,18.19111,573,1,1,4,9,block_2_1,unroll_32,pipeline,unroll,pipeline_1,3.75,0.8048054398841838,False
workload_1962.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1260,1,1,9,23,block_8_1,unroll_64,pipeline_1,pipeline_1,pipeline,8.5,1.0,True
workload_1963.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1258,1,1,9,23,block_8_1,unroll_64,pipeline_1,pipeline,pipeline_1,8.5,1.0,True
workload_1964.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1240,1,1,9,22,block_8_1,unroll_64,pipeline_1,pipeline_1,unroll,8.25,1.0,True
workload_1965.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1204,1,1,9,22,complete_1,unroll_64,pipeline,pipeline_1,unroll,8.25,1.0,True
workload_1966.cpp,xcu200-fsgd2104-2-e,5.0,18.19111,585,1,1,4,9,block_4_1,unroll_32,pipeline_1,unroll,pipeline_1,3.75,0.8048054398841838,False
workload_1967.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1260,1,1,9,23,cyclic_4_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.5,1.0,True
workload_1968.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1224,1,1,9,23,cyclic_8_1,unroll_64,pipeline,pipeline,pipeline,8.5,1.0,True
workload_1969.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1240,1,1,9,22,block_2_1,unroll_64,pipeline_1,pipeline,unroll,8.25,1.0,True
workload_1970.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1259,1,1,9,23,block_2_1,unroll_64,pipeline_1,pipeline,pipeline_1,8.5,1.0,True
workload_1971.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1260,1,1,9,23,block_8_1,unroll_64,pipeline_1,pipeline,pipeline,8.5,1.0,True
workload_1972.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1261,1,1,9,23,cyclic_2_1,unroll_64,pipeline_1,pipeline_1,pipeline,8.5,1.0,True
workload_1973.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1225,1,1,9,23,cyclic_2_1,unroll_64,pipeline,pipeline,pipeline,8.5,1.0,True
workload_1974.cpp,xcu200-fsgd2104-2-e,5.0,17.13451,1219,1,1,10,25,block_4_1,unroll_64,pipeline_1,unroll,unroll,9.25,0.4780442554845985,False
workload_1975.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1225,1,1,9,23,cyclic_8_1,unroll_64,pipeline,pipeline,pipeline_1,8.5,1.0,True
workload_1976.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1256,1,1,9,23,cyclic_8_1,unroll_64,pipeline_1,pipeline_1,pipeline,8.5,1.0,True
workload_1977.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1263,1,1,9,23,cyclic_8_1,unroll_64,pipeline_1,pipeline,pipeline,8.5,1.0,True
workload_1978.cpp,xcu200-fsgd2104-2-e,5.0,18.22375,612,1,1,4,10,block_8_1,unroll_32,pipeline_1,pipeline_1,pipeline,4.0,0.7880879201517506,False
workload_1979.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,131,1,1,1,1,complete_1,unroll_2,pipeline,pipeline_1,unroll,1.0,0.999584267062862,False
workload_1980.cpp,xcu200-fsgd2104-2-e,5.0,142.053365,169,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.15564007258905688,False
workload_1981.cpp,xcu200-fsgd2104-2-e,5.0,17.11904,1170,1,1,10,24,block_4_1,unroll_64,pipeline,unroll,pipeline,9.0,1.0,True
workload_1982.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1227,1,1,9,23,cyclic_2_1,unroll_64,pipeline,pipeline,pipeline_1,8.5,1.0,True
workload_1983.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1260,1,1,9,23,cyclic_8_1,unroll_64,pipeline_1,pipeline,pipeline_1,8.5,1.0,True
workload_1985.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,132,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.0,0.999584267062862,False
workload_1986.cpp,xcu200-fsgd2104-2-e,5.0,18.22375,609,1,1,4,10,block_4_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,4.0,0.7880879201517506,False
workload_1987.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1224,1,1,9,23,block_2_1,unroll_64,pipeline,pipeline,pipeline,8.5,1.0,True
workload_1988.cpp,xcu200-fsgd2104-2-e,5.0,17.13707,1226,1,1,9,23,complete_1,unroll_64,pipeline,pipeline,pipeline_1,8.5,1.0,True
workload_1991.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,129,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.0,0.999584267062862,False
workload_1992.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,129,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline,1.0,0.999584267062862,False
workload_1993.cpp,xcu200-fsgd2104-2-e,5.0,18.222985,215,1,1,1,2,block_2_1,unroll_8,pipeline,pipeline_1,pipeline,1.25,0.981078351923571,False
workload_1994.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,131,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.0,0.999584267062862,False
workload_1995.cpp,xcu200-fsgd2104-2-e,5.0,18.225365,131,1,1,1,1,block_8_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.999584267062862,False
workload_1996.cpp,xcu200-fsgd2104-2-e,5.0,18.22375,611,1,1,4,10,cyclic_2_1,unroll_32,pipeline_1,pipeline_1,pipeline,4.0,0.7880879201517506,False
workload_1997.cpp,xcu200-fsgd2104-2-e,5.0,18.22375,595,1,1,4,10,block_8_1,unroll_32,pipeline,pipeline,pipeline_1,4.0,0.7880879201517506,False
workload_1998.cpp,xcu200-fsgd2104-2-e,5.0,17.137115,1202,1,1,9,22,block_2_1,unroll_64,pipeline,pipeline,unroll,8.25,1.0,True
workload_1999.cpp,xcu200-fsgd2104-2-e,5.0,79.62933,1959,1,1,16,32,block_2_1,unroll_64,unroll_2,pipeline_1,pipeline,12.5,0.15631654492022645,False
workload_2000.cpp,xcu200-fsgd2104-2-e,5.0,18.22375,605,1,1,4,10,complete_1,unroll_32,pipeline_1,pipeline_1,pipeline,4.0,0.7880879201517506,False
workload_2001.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,157,1,1,1,1,complete_1,unroll_4,pipeline,unroll,pipeline,1.0,1.0,True
workload_2002.cpp,xcu200-fsgd2104-2-e,3.33,42.66763965,232,1,1,1,2,cyclic_2_1,unroll_2,unroll_8,pipeline_1,pipeline,1.25,0.5491351741026316,False
workload_2007.cpp,xcu200-fsgd2104-2-e,3.33,12.11454333,128,1,1,1,1,cyclic_4_1,unroll_2,pipeline,unroll,pipeline_1,1.0,0.9999843710924153,False
workload_2008.cpp,xcu200-fsgd2104-2-e,3.33,50.08762557,253,1,1,1,3,block_2_1,unroll_2,unroll_8,pipeline_1,pipeline,1.5,0.4616806741079409,False
workload_2010.cpp,xcu200-fsgd2104-2-e,3.33,50.08762557,993,1,1,6,14,block_4_1,unroll_2,unroll_32,pipeline_1,pipeline,5.5,0.34411823544979514,False
workload_2014.cpp,xcu200-fsgd2104-2-e,3.33,65.85441632999999,335,1,1,1,3,cyclic_8_1,unroll_8,unroll_2,pipeline,pipeline,1.5,0.31023937381436484,False
workload_2016.cpp,xcu200-fsgd2104-2-e,3.33,42.20309799,378,1,1,2,5,complete_1,unroll_16,unroll_2,pipeline_1,unroll,2.25,0.5374899402524388,False
workload_2017.cpp,xcu200-fsgd2104-2-e,3.33,12.13548903,600,1,1,4,10,cyclic_4_1,unroll_32,pipeline,pipeline_1,pipeline,4.0,0.7405694929772862,False
workload_2019.cpp,xcu200-fsgd2104-2-e,3.33,73.27462869,1777,1,1,11,23,block_2_1,unroll_4,unroll_32,pipeline,pipeline,9.0,0.1349371683415218,False
workload_2020.cpp,xcu200-fsgd2104-2-e,3.33,70.14240738,2026,1,1,8,26,cyclic_4_1,unroll_64,unroll_2,pipeline,pipeline,9.0,0.1437893744005802,False
workload_2023.cpp,xcu200-fsgd2104-2-e,3.33,65.85441632999999,342,1,1,1,4,block_8_1,unroll_8,unroll_4,pipeline,pipeline,1.75,0.3087465154409098,False
workload_2024.cpp,xcu200-fsgd2104-2-e,3.33,65.85509565,210,1,1,1,1,cyclic_8_1,unroll_2,unroll_4,pipeline,pipeline,1.0,0.31155023760719514,False
workload_2026.cpp,xcu200-fsgd2104-2-e,3.33,65.75297121,651,1,1,3,9,complete_1,unroll_8,unroll_8,pipeline,pipeline,3.5,0.2855760951914976,False
workload_2027.cpp,xcu200-fsgd2104-2-e,3.33,12.11363757,582,1,1,4,9,cyclic_8_1,unroll_32,pipeline_1,unroll,pipeline_1,3.75,0.7606561661563025,False
workload_2031.cpp,xcu200-fsgd2104-2-e,3.33,50.08694625,2224,1,1,12,28,block_4_1,unroll_8,unroll_16,pipeline_1,unroll,10.5,0.17086384118540515,False
workload_2033.cpp,xcu200-fsgd2104-2-e,3.33,12.13718733,120,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.9995936925061776,False
workload_2036.cpp,xcu200-fsgd2104-2-e,3.33,94.63573287,2222,1,1,6,15,block_2_1,unroll_16,unroll_4,unroll,pipeline,5.75,0.11687102401982215,False
workload_2041.cpp,xcu200-fsgd2104-2-e,3.33,65.85441632999999,703,1,1,3,9,cyclic_2_1,unroll_8,unroll_8,pipeline,pipeline_1,3.5,0.28482418476377314,False
