Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_4601.cpp,xcu200-fsgd2104-2-e,5.0,88.514435,799,1,1,2,7,cyclic_8_1,block_2_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline,unroll_2,unroll_4,unroll,unroll_2,unroll_2,pipeline,pipeline_1,unroll,pipeline,unroll_2,unroll_2,pipeline,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline,2.75,0.9738648469716719,False
workload_4602.cpp,xcu200-fsgd2104-2-e,5.0,59.37199,1034,1,3,9,12,cyclic_8_1,block_16_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,unroll_8,unroll_4,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline,unroll_2,unroll_2,unroll_4,unroll,unroll_4,unroll_4,unroll_2,unroll_8,unroll_8,unroll,unroll_2,unroll_8,unroll_2,unroll_4,pipeline,pipeline,pipeline,pipeline,pipeline_1,unroll,pipeline_1,pipeline,unroll_2,pipeline,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,6.25,0.7065903788890202,False
workload_4603.cpp,xcu200-fsgd2104-2-e,5.0,88.988695,1131,1,2,4,10,cyclic_8_1,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_8,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,pipeline,pipeline_1,unroll,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline,4.25,0.814280138744023,False
workload_4604.cpp,xcu200-fsgd2104-2-e,5.0,111.67192,1264,1,2,8,31,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll,unroll,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_8,unroll_2,unroll_8,unroll_8,unroll,unroll_2,pipeline,unroll_2,pipeline,unroll,unroll_4,pipeline,pipeline,pipeline_1,unroll,pipeline,unroll_8,unroll_2,unroll_2,pipeline,unroll,unroll_4,unroll,unroll_2,pipeline,pipeline,10.5,0.3574185333440756,False
workload_4605.cpp,xcu200-fsgd2104-2-e,5.0,82.66645,1153,1,6,6,12,cyclic_4_1,block_4_1,block_32_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_4,unroll,unroll_2,pipeline_1,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,unroll_4,unroll,unroll_4,unroll_2,pipeline_1,pipeline,unroll,pipeline,unroll_2,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,6.25,0.6599279493719512,False
workload_4606.cpp,xcu200-fsgd2104-2-e,5.0,61.77563,1553,1,2,8,11,cyclic_4_1,block_4_1,block_64_1,cyclic_2_1,cyclic_128_1,unroll_8,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline,unroll_8,unroll_4,unroll_4,unroll,unroll_2,pipeline,pipeline,pipeline_1,unroll,pipeline,pipeline,unroll_2,pipeline,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,pipeline,pipeline,5.5,0.7619102630837934,False
workload_4607.cpp,xcu200-fsgd2104-2-e,5.0,64.16936,923,1,3,6,9,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_4,unroll,unroll,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,unroll_4,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll_2,pipeline,unroll_2,pipeline,unroll,unroll_2,pipeline,pipeline,pipeline,unroll,pipeline,pipeline,pipeline_1,unroll_2,pipeline,unroll,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline,4.75,0.8162734954958571,False
workload_4610.cpp,xcu200-fsgd2104-2-e,5.0,84.37091,1177,1,16,7,17,cyclic_8_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,unroll_4,unroll_4,pipeline,unroll_8,unroll_2,unroll_4,unroll,unroll_4,unroll_2,pipeline_1,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_4,unroll,pipeline_1,unroll_2,pipeline,pipeline,10.25,0.417610469119047,False
workload_4611.cpp,xcu200-fsgd2104-2-e,5.0,424.551065,750,1,3,4,11,cyclic_8_1,block_4_1,block_16_1,cyclic_2_1,cyclic_64_1,unroll_4,pipeline_1,unroll,unroll_2,unroll,pipeline,unroll_4,pipeline,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,unroll_2,unroll_2,unroll_4,unroll_4,unroll_2,unroll_8,unroll_2,unroll_4,pipeline,unroll_4,unroll_2,pipeline,pipeline_1,unroll,pipeline,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll,unroll_2,unroll_2,unroll_8,unroll_2,4.75,0.10131878228011834,False
workload_4612.cpp,xcu200-fsgd2104-2-e,5.0,69.547415,1467,1,3,6,15,cyclic_8_1,block_16_1,cyclic_32_1,cyclic_2_1,block_2_1,unroll,unroll_4,unroll,unroll,pipeline_1,pipeline,pipeline,unroll,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_8,unroll_2,unroll_2,unroll_4,unroll,unroll_2,pipeline,unroll_2,unroll_4,unroll,pipeline,pipeline,pipeline,pipeline_1,unroll_8,pipeline,unroll_8,unroll_2,pipeline_1,pipeline,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline,6.25,0.6876570079974742,False
workload_4613.cpp,xcu200-fsgd2104-2-e,5.0,107.52794,1567,1,2,12,36,cyclic_8_1,block_16_1,block_32_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_4,unroll,unroll,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,unroll_4,unroll_8,unroll_2,unroll_8,unroll_8,pipeline,unroll_2,pipeline,unroll_2,unroll,unroll,pipeline,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,unroll,unroll_4,unroll,unroll_2,unroll_4,pipeline,12.75,0.2741929021146323,False
workload_4614.cpp,xcu200-fsgd2104-2-e,5.0,76.541515,989,1,2,5,10,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_4,unroll_2,pipeline,unroll_2,unroll_4,unroll,pipeline,pipeline,pipeline,pipeline_1,unroll_8,pipeline,pipeline,unroll_2,pipeline_1,pipeline,unroll,unroll_4,pipeline_1,unroll_2,unroll_4,unroll,4.5,0.8278682839590802,False
workload_4615.cpp,xcu200-fsgd2104-2-e,5.0,142.849915,366,1,1,2,7,block_4_1,block_4_1,cyclic_32_1,cyclic_8_1,block_2_1,unroll_8,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,unroll_4,unroll_64,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,pipeline,unroll_2,unroll_2,pipeline_1,unroll,unroll,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,pipeline,2.75,0.8162583638269931,False
workload_4616.cpp,xcu200-fsgd2104-2-e,5.0,80.76664,1049,1,2,5,9,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll,unroll,unroll,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_2,unroll_8,unroll_4,unroll,unroll_2,pipeline,unroll_2,unroll,unroll,pipeline,pipeline,pipeline,pipeline_1,unroll_8,pipeline,unroll_8,unroll_2,unroll_2,pipeline,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline,4.25,0.8382006371543884,False
workload_4617.cpp,xcu200-fsgd2104-2-e,5.0,139.902075,532,1,2,4,11,cyclic_8_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_16_1,unroll_4,pipeline_1,unroll,unroll,pipeline_1,pipeline,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_8,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,unroll_2,unroll_2,unroll,pipeline_1,unroll_2,unroll_2,pipeline,pipeline,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,unroll_4,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline,4.5,0.673908055165514,False
workload_4618.cpp,xcu200-fsgd2104-2-e,5.0,73.450015,1065,1,9,6,12,block_4_1,block_4_1,block_32_1,cyclic_2_1,cyclic_64_1,unroll,unroll_4,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,unroll,unroll_4,pipeline,unroll,unroll_4,unroll_2,pipeline_1,pipeline,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll,unroll,unroll_2,unroll_8,pipeline,7.0,0.6197195959579007,False
workload_4619.cpp,xcu200-fsgd2104-2-e,5.0,97.15335,865,1,5,3,9,cyclic_4_1,block_4_1,block_16_1,cyclic_8_1,cyclic_16_1,unroll_8,unroll_4,unroll,unroll,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,unroll,pipeline,unroll_4,unroll_4,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll_4,unroll,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll,pipeline,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,4.5,0.7693989647359011,False
workload_4620.cpp,xcu200-fsgd2104-2-e,5.0,79.290575,702,1,1,5,9,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_2_1,block_2_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,pipeline,unroll,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_8,unroll,unroll_4,unroll_2,pipeline,pipeline,unroll,pipeline,pipeline,pipeline_1,pipeline_1,pipeline,unroll_4,unroll,unroll_2,unroll_2,pipeline,unroll_2,4.0,0.8616633944349706,False
workload_4622.cpp,xcu200-fsgd2104-2-e,5.0,83.01845,1120,1,7,6,11,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_2_1,cyclic_16_1,unroll_8,unroll_4,unroll,unroll,pipeline,pipeline,unroll_4,unroll_4,unroll_2,unroll_8,unroll_4,unroll,unroll_8,pipeline_1,unroll_4,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,unroll_4,unroll,unroll_4,unroll_2,pipeline_1,pipeline,unroll_8,pipeline,unroll,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,6.25,0.6591339140520953,False
workload_4623.cpp,xcu200-fsgd2104-2-e,5.0,65.437725,1647,1,8,6,16,cyclic_8_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,unroll_8,unroll_2,unroll_4,unroll,pipeline,unroll_2,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,unroll_4,pipeline,7.75,0.589561366553064,False
workload_4624.cpp,xcu200-fsgd2104-2-e,5.0,155.45846,887,1,3,4,14,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,unroll_4,unroll_4,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,unroll_4,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll,unroll_2,unroll_2,pipeline,pipeline,unroll,pipeline,unroll_8,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,5.5,0.5515324211544338,False
workload_4625.cpp,xcu200-fsgd2104-2-e,5.0,106.93336,1179,1,1,4,12,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_8,pipeline_1,unroll,unroll,pipeline_1,pipeline,pipeline,unroll,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline,unroll_2,pipeline,unroll,unroll_2,unroll_2,pipeline,pipeline_1,unroll_8,pipeline,unroll_8,unroll_2,pipeline_1,pipeline,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline,4.5,0.7350469754122331,False
workload_4626.cpp,xcu200-fsgd2104-2-e,5.0,319.920055,383,1,1,2,5,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,unroll_8,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_4,unroll_16,unroll_2,unroll_4,pipeline_1,pipeline,unroll_8,unroll_2,unroll_4,unroll,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll,pipeline_1,pipeline,unroll_2,unroll_2,pipeline,unroll_2,unroll,unroll_2,unroll_2,unroll_8,unroll_2,2.25,0.24120354523362172,False
workload_4627.cpp,xcu200-fsgd2104-2-e,5.0,82.672095,1033,1,5,5,10,cyclic_8_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_8,unroll_4,unroll_16,unroll_2,unroll_4,pipeline_1,pipeline,pipeline,unroll_2,unroll,unroll,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_8,pipeline,pipeline,pipeline_1,pipeline,pipeline,unroll_4,unroll,pipeline_1,unroll_2,unroll_8,pipeline,5.25,0.7355503298965793,False
workload_4628.cpp,xcu200-fsgd2104-2-e,5.0,63.89603,1380,1,3,6,11,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,pipeline,pipeline,unroll,pipeline,pipeline,pipeline_1,unroll_2,pipeline,unroll_2,unroll,unroll,pipeline_1,unroll_4,unroll_2,5.25,0.7763685515088095,False
workload_4629.cpp,xcu200-fsgd2104-2-e,5.0,142.07862,360,1,1,3,8,cyclic_4_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,unroll_4,pipeline,unroll_8,unroll_2,pipeline,unroll,unroll_4,unroll_2,pipeline,pipeline_1,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll,unroll_2,unroll_2,pipeline,pipeline,3.25,0.7814951590106803,False
workload_4631.cpp,xcu200-fsgd2104-2-e,5.0,68.44057,1240,1,13,7,15,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll,unroll_4,unroll_2,pipeline,pipeline,unroll,pipeline,unroll_8,unroll_2,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,pipeline,pipeline,9.0,0.5115541796064396,False
workload_4633.cpp,xcu200-fsgd2104-2-e,5.0,121.619675,909,1,1,3,10,cyclic_8_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,unroll_16,unroll_8,unroll_4,pipeline_1,pipeline,unroll_8,unroll_2,unroll_4,unroll,unroll_4,unroll_2,pipeline_1,unroll,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_8,pipeline_1,3.75,0.787975350818686,False
workload_4635.cpp,xcu200-fsgd2104-2-e,5.0,97.483135,564,1,1,3,8,cyclic_4_1,block_4_1,cyclic_32_1,cyclic_8_1,block_2_1,unroll,unroll_4,unroll,unroll_2,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_2,unroll,unroll,pipeline_1,unroll_2,pipeline_1,unroll,unroll,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,pipeline_1,3.25,0.898497961161956,False
workload_4636.cpp,xcu200-fsgd2104-2-e,5.0,148.21131,406,1,1,3,8,cyclic_8_1,block_4_1,block_32_1,cyclic_2_1,block_2_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll_4,unroll_4,unroll_2,unroll_8,unroll_8,unroll,pipeline,unroll_8,unroll_2,unroll_4,unroll,unroll_4,unroll_2,pipeline,pipeline_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,unroll_4,unroll,unroll_2,unroll_2,pipeline,pipeline,3.25,0.765405010862247,False
workload_4637.cpp,xcu200-fsgd2104-2-e,5.0,53.28448,1251,1,2,7,10,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,unroll_2,pipeline,unroll,unroll_4,pipeline,pipeline,pipeline,unroll,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,unroll_2,pipeline,pipeline,5.0,0.8130851247404306,False
workload_4638.cpp,xcu200-fsgd2104-2-e,5.0,173.711475,1014,1,12,6,13,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll,unroll,pipeline,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,unroll_8,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline,unroll,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline,8.0,0.33085561152837695,False
workload_4639.cpp,xcu200-fsgd2104-2-e,5.0,209.88698,1544,1,1,5,9,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_8_1,block_2_1,unroll_8,unroll_4,unroll,unroll_2,pipeline_1,unroll_2,pipeline,unroll,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,unroll,pipeline,pipeline,unroll_2,pipeline,pipeline,unroll_2,pipeline,unroll_8,pipeline_1,unroll_8,pipeline,unroll_2,unroll_2,pipeline,pipeline,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_8,pipeline,4.0,0.5499330050478699,False
workload_4640.cpp,xcu200-fsgd2104-2-e,5.0,341.432555,347,1,1,3,6,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,unroll_4,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,pipeline,unroll_4,unroll_2,unroll_8,unroll_4,unroll_4,pipeline,unroll_8,unroll_2,unroll_4,unroll,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll,pipeline_1,pipeline,unroll_2,unroll_2,pipeline,unroll_2,unroll,unroll_2,unroll_2,pipeline,unroll_2,2.75,0.1958377250546055,False
workload_4641.cpp,xcu200-fsgd2104-2-e,5.0,104.35062,364,1,1,2,7,cyclic_4_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_4,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_8,unroll_4,unroll_2,unroll_8,unroll_4,unroll_4,pipeline,unroll_8,unroll_2,pipeline,unroll,unroll_4,unroll_2,pipeline,pipeline_1,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll,pipeline_1,unroll_2,pipeline,pipeline,2.75,0.9263131788486179,False
workload_4642.cpp,xcu200-fsgd2104-2-e,5.0,89.197035,569,1,1,2,7,cyclic_8_1,block_2_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,unroll_4,unroll_64,unroll_8,unroll_4,pipeline_1,pipeline,unroll_8,unroll_2,unroll_4,unroll,unroll_2,unroll_2,pipeline,pipeline_1,unroll,pipeline,unroll_2,unroll_2,pipeline,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,pipeline,pipeline,2.75,0.9717877556750399,False
workload_4643.cpp,xcu200-fsgd2104-2-e,5.0,49.04395,1227,1,3,7,10,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_8,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,unroll,unroll_2,unroll_2,unroll_4,pipeline,pipeline,unroll_8,unroll_16,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,pipeline,pipeline,pipeline_1,unroll,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,unroll_2,5.25,0.8005309503972788,False
workload_4644.cpp,xcu200-fsgd2104-2-e,5.0,77.789515,915,1,2,5,10,cyclic_4_1,block_16_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_8,unroll,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_4,unroll_2,pipeline,unroll_2,pipeline,unroll,pipeline,pipeline,pipeline,pipeline_1,unroll_8,pipeline,pipeline,unroll_2,pipeline_1,pipeline,unroll,unroll_4,pipeline_1,unroll_2,unroll_4,unroll,4.5,0.8250584867631132,False
workload_4645.cpp,xcu200-fsgd2104-2-e,5.0,65.893725,1448,1,13,7,17,cyclic_8_1,block_4_1,block_32_1,cyclic_2_1,cyclic_2_1,unroll_8,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll_8,pipeline,unroll_2,unroll_4,unroll,pipeline,unroll_2,pipeline,pipeline_1,unroll_8,pipeline,unroll_2,unroll_2,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,unroll_4,pipeline,9.5,0.4887506076211784,False
workload_4647.cpp,xcu200-fsgd2104-2-e,5.0,112.84783,1618,1,4,9,33,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,block_2_1,unroll_8,unroll_4,unroll,unroll,pipeline_1,pipeline,pipeline,unroll,unroll_2,unroll_2,unroll_4,unroll,pipeline,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll_2,unroll_2,unroll_2,pipeline,unroll,pipeline,pipeline,pipeline,pipeline,unroll,pipeline,unroll_8,unroll_2,unroll_2,pipeline,unroll,unroll_4,unroll,unroll_2,unroll_8,pipeline,11.75,0.30398947883143057,False
workload_4649.cpp,xcu200-fsgd2104-2-e,5.0,89.002065,1217,1,1,3,8,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,unroll_4,pipeline,unroll_8,unroll_2,pipeline,unroll,unroll_4,pipeline,pipeline_1,unroll,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_2,unroll,pipeline_1,unroll_2,pipeline,pipeline,3.25,0.9163838129712855,False
