Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Area,Weight,is_pareto
viterbi_4417.c,xcu200-fsgd2104-2-e,3.33,1.04183712,167,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,unroll_4,unroll,1.5,0.9086638073543943,False
viterbi_4418.c,xcu200-fsgd2104-2-e,3.33,1.04152743,157,1,1,1,3,cyclic_16_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,0.9086670159446228,False
viterbi_4419.c,xcu200-fsgd2104-2-e,3.33,1.41089769,143,1,1,1,2,cyclic_8_2,unroll,unroll_2,unroll_16,unroll_2,pipeline,unroll_2,pipeline_1,1.25,0.9442632016026489,False
viterbi_4420.c,xcu200-fsgd2104-2-e,3.33,1.04183712,175,1,1,1,3,cyclic_16_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,unroll_2,unroll_2,1.5,0.9086638073543943,False
viterbi_4421.c,xcu200-fsgd2104-2-e,3.33,1.10849706,120,1,1,1,2,cyclic_4_2,unroll,unroll_2,pipeline,unroll_2,pipeline,pipeline,pipeline_1,1.25,0.9453750176183672,False
viterbi_4422.c,xcu200-fsgd2104-2-e,3.33,40.40277678,223,1,1,1,4,cyclic_8_2,unroll,unroll_4,unroll,pipeline_1,unroll_4,pipeline_1,unroll_4,1.75,0.1670931325811423,False
viterbi_4423.c,xcu200-fsgd2104-2-e,3.33,1.04161734,230,1,1,1,4,cyclic_8_2,unroll,unroll_2,unroll,pipeline_1,pipeline,unroll_2,pipeline_1,1.75,0.8696667818596361,False
viterbi_4424.c,xcu200-fsgd2104-2-e,3.33,1.04163066,336,1,1,2,6,cyclic_8_2,pipeline_1,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,pipeline_1,2.5,0.7183011501815779,False
viterbi_4425.c,xcu200-fsgd2104-2-e,3.33,1.07233326,286,1,1,1,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline,pipeline,unroll_2,unroll_4,2.0,0.830361025565066,False
viterbi_4426.c,xcu200-fsgd2104-2-e,3.33,40.40288001,175,1,1,1,3,cyclic_8_2,unroll,unroll_2,unroll,pipeline_1,unroll_4,unroll_2,unroll_4,1.5,0.1711581605390437,False
viterbi_4427.c,xcu200-fsgd2104-2-e,3.33,1.04178384,267,1,1,2,5,cyclic_8_2,unroll_32,unroll_4,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,2.25,0.7924681834330611,False
viterbi_4428.c,xcu200-fsgd2104-2-e,3.33,1.04174055,267,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,2.25,0.7924687344752546,False
viterbi_4429.c,xcu200-fsgd2104-2-e,3.33,1.04174055,281,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,2.25,0.7924687344752546,False
viterbi_4430.c,xcu200-fsgd2104-2-e,3.33,1.4109876,131,1,1,1,2,cyclic_8_2,unroll_32,unroll_2,pipeline,unroll_4,pipeline,unroll_2,pipeline_1,1.25,0.9442628204983056,False
viterbi_4431.c,xcu200-fsgd2104-2-e,3.33,1.04183712,176,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,1.5,0.9086638073543943,False
viterbi_4432.c,xcu200-fsgd2104-2-e,3.33,3.21514164,87,1,1,1,1,cyclic_4_2,pipeline,unroll_2,unroll,unroll_2,unroll_4,unroll_4,pipeline_1,1.0,0.9934776081345418,False
viterbi_4433.c,xcu200-fsgd2104-2-e,3.33,1.04146083,170,1,1,1,3,cyclic_8_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,1.5,0.9086677059325069,False
viterbi_4434.c,xcu200-fsgd2104-2-e,3.33,1.41089769,130,1,1,1,2,cyclic_4_2,unroll,unroll_2,unroll_16,unroll_2,pipeline,unroll_2,unroll_4,1.25,0.9442632016026489,False
viterbi_4435.c,xcu200-fsgd2104-2-e,3.33,3.0321981,92,1,1,1,1,cyclic_4_2,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.0,0.9997404120933635,False
viterbi_4436.c,xcu200-fsgd2104-2-e,3.33,3.15035649,243,1,1,1,3,cyclic_8_1,pipeline,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.5,0.8806598038678889,False
viterbi_4437.c,xcu200-fsgd2104-2-e,3.33,3.0248288100000003,154,1,1,1,2,cyclic_8_2,unroll,unroll_2,unroll,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.25,0.9309063956329221,False
viterbi_4438.c,xcu200-fsgd2104-2-e,3.33,3.02504859,113,1,1,1,1,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.0,0.9999856091929945,False
viterbi_4439.c,xcu200-fsgd2104-2-e,3.33,4.39056837,278,1,1,1,3,cyclic_4_1,unroll,unroll_2,unroll_8,pipeline_1,pipeline,unroll_2,unroll_4,1.5,0.8581675128223416,False
viterbi_4440.c,xcu200-fsgd2104-2-e,3.33,1.04371857,209,1,1,1,4,cyclic_8_2,unroll_2,unroll_2,unroll,pipeline_1,pipeline,unroll_2,unroll,1.75,0.8696418228072207,False
viterbi_4441.c,xcu200-fsgd2104-2-e,3.33,1.04174055,257,1,1,2,5,cyclic_16_2,unroll,unroll_4,pipeline,pipeline_1,pipeline,unroll_2,unroll_4,2.25,0.7924687344752546,False
viterbi_4442.c,xcu200-fsgd2104-2-e,3.33,1.04152077,369,1,1,2,6,cyclic_32_2,unroll,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,unroll_2,2.5,0.7183009494050309,False
viterbi_4443.c,xcu200-fsgd2104-2-e,3.33,1.04152077,160,1,1,1,3,cyclic_16_2,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,0.9086670849439134,False
viterbi_4444.c,xcu200-fsgd2104-2-e,3.33,1.04136426,245,1,1,2,5,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,2.25,0.792473524222862,False
viterbi_4445.c,xcu200-fsgd2104-2-e,3.33,1.04194701,166,1,1,1,3,cyclic_8_2,pipeline,unroll_2,pipeline,pipeline_1,pipeline,unroll_4,pipeline_1,1.5,0.9086626687643846,False
viterbi_4446.c,xcu200-fsgd2104-2-e,3.33,1.04146083,176,1,1,1,3,cyclic_8_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,1.5,0.9086677059325069,False
viterbi_4447.c,xcu200-fsgd2104-2-e,3.33,3.02472558,181,1,1,1,3,cyclic_8_2,unroll,unroll_4,unroll,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.5,0.8826924271258587,False
viterbi_4448.c,xcu200-fsgd2104-2-e,3.33,1.04183712,194,1,1,1,3,cyclic_4_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,unroll,1.5,0.9086638073543943,False
viterbi_4449.c,xcu200-fsgd2104-2-e,3.33,1.04161734,235,1,1,1,4,cyclic_8_2,unroll,unroll_2,unroll,pipeline_1,pipeline,pipeline_1,unroll_4,1.75,0.8696667818596361,False
viterbi_4450.c,xcu200-fsgd2104-2-e,3.33,3.0246290100000004,114,1,1,1,1,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll,pipeline_1,1.0,1.0,True
viterbi_4451.c,xcu200-fsgd2104-2-e,3.33,1.10806416,129,1,1,1,2,cyclic_16_2,unroll_16,unroll_2,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,1.25,0.9453763786696822,False
viterbi_4452.c,xcu200-fsgd2104-2-e,3.33,1.0420902,243,1,1,1,4,cyclic_2_2,unroll,unroll_2,unroll,pipeline_1,pipeline,unroll_2,unroll_4,1.75,0.869661165827012,False
viterbi_4453.c,xcu200-fsgd2104-2-e,3.33,1.04132097,296,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,2.25,1.0,True
viterbi_4454.c,xcu200-fsgd2104-2-e,3.33,1.0434222,270,1,1,2,5,cyclic_8_2,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,2.25,0.7924473271973763,False
viterbi_4455.c,xcu200-fsgd2104-2-e,3.33,1.04132097,283,1,1,2,5,cyclic_4_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,2.25,1.0,True
viterbi_4456.c,xcu200-fsgd2104-2-e,3.33,1.04152077,414,1,1,2,6,cyclic_4_2,unroll,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,unroll_4,2.5,0.7183009494050309,False
viterbi_4457.c,xcu200-fsgd2104-2-e,3.33,1.04183712,174,1,1,1,3,cyclic_16_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,unroll_2,unroll_4,1.5,0.9086638073543943,False
viterbi_4458.c,xcu200-fsgd2104-2-e,3.33,1.04208687,185,1,1,1,3,cyclic_8_2,unroll,unroll_2,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_8,1.5,0.9086612196058913,False
viterbi_4459.c,xcu200-fsgd2104-2-e,3.33,1.04172723,223,1,1,1,4,cyclic_4_2,pipeline,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1.75,0.8696654767800324,False
viterbi_4460.c,xcu200-fsgd2104-2-e,3.33,3.0249387000000003,135,1,1,1,2,cyclic_8_2,pipeline,unroll_2,unroll,pipeline_1,unroll_4,unroll_4,pipeline_1,1.25,0.9309049645216875,False
viterbi_4461.c,xcu200-fsgd2104-2-e,3.33,1.04132097,293,1,1,2,5,cyclic_16_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll,2.25,1.0,True
viterbi_4462.c,xcu200-fsgd2104-2-e,3.33,1.04132097,299,1,1,2,5,cyclic_32_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,2.25,1.0,True
viterbi_4463.c,xcu200-fsgd2104-2-e,3.33,1.04152077,341,1,1,2,6,cyclic_4_2,unroll,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,pipeline_1,2.5,0.7183009494050309,False
viterbi_4464.c,xcu200-fsgd2104-2-e,3.33,1.04152743,160,1,1,1,3,cyclic_4_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,1.5,0.9086670159446228,False
viterbi_4465.c,xcu200-fsgd2104-2-e,3.33,3.0622347000000003,133,1,1,1,2,cyclic_32_2,pipeline,unroll_2,unroll,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.25,0.9304148157243433,False
viterbi_4466.c,xcu200-fsgd2104-2-e,3.33,1.04141754,172,1,1,1,3,cyclic_4_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_4,pipeline,1.5,1.0,True
viterbi_4467.c,xcu200-fsgd2104-2-e,3.33,3.02516847,118,1,1,1,1,cyclic_4_1,pipeline,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.0,0.9999814975549824,False
viterbi_4468.c,xcu200-fsgd2104-2-e,3.33,1.04183712,177,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,unroll,1.5,0.9086638073543943,False
viterbi_4469.c,xcu200-fsgd2104-2-e,3.33,1.04141754,162,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll,pipeline_1,1.5,1.0,True
viterbi_4470.c,xcu200-fsgd2104-2-e,3.33,3.0321648000000003,107,1,1,1,1,cyclic_4_2,unroll_16,unroll_4,unroll,unroll_4,unroll_4,pipeline_1,pipeline_1,1.0,0.9997415540611067,False
viterbi_4471.c,xcu200-fsgd2104-2-e,3.33,1.05027534,125,1,1,1,2,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.25,0.9455525372230142,False
viterbi_4472.c,xcu200-fsgd2104-2-e,3.33,3.0249387000000003,137,1,1,1,2,cyclic_16_2,pipeline,unroll_2,unroll,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.25,0.9309049645216875,False
viterbi_4473.c,xcu200-fsgd2104-2-e,3.33,40.40309979,133,1,1,1,2,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_4,1.25,0.17367601295460094,False
viterbi_4474.c,xcu200-fsgd2104-2-e,3.33,1.04172723,216,1,1,1,4,cyclic_4_2,pipeline_1,unroll_2,unroll,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1.75,0.8696654767800324,False
viterbi_4475.c,xcu200-fsgd2104-2-e,3.33,1.04141754,182,1,1,1,3,cyclic_16_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,1.0,True
viterbi_4476.c,xcu200-fsgd2104-2-e,3.33,1.41084108,201,1,1,1,3,cyclic_8_2,unroll,unroll_2,unroll,unroll_2,pipeline,unroll_2,pipeline,1.5,0.9046654893214848,False
viterbi_4477.c,xcu200-fsgd2104-2-e,3.33,1.04143086,286,1,1,2,5,cyclic_16_2,pipeline,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,2.25,0.7924726764904634,False
viterbi_4478.c,xcu200-fsgd2104-2-e,3.33,1.04152077,610,1,1,2,6,cyclic_8_2,unroll,unroll_4,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,2.5,0.7183009494050309,False
viterbi_4481.c,xcu200-fsgd2104-2-e,3.33,1.04174055,255,1,1,2,5,cyclic_32_2,unroll,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_4,2.25,0.7924687344752546,False
viterbi_4482.c,xcu200-fsgd2104-2-e,3.33,6.76168821,110,1,1,1,1,cyclic_4_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline,1.0,0.8763889045245232,False
viterbi_4483.c,xcu200-fsgd2104-2-e,3.33,1.05097131,113,1,1,1,2,cyclic_8_2,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.25,0.9455504803089361,False
viterbi_4484.c,xcu200-fsgd2104-2-e,3.33,1.04141754,171,1,1,1,3,cyclic_4_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,1.5,1.0,True
viterbi_4485.c,xcu200-fsgd2104-2-e,3.33,40.40268687,177,1,1,1,3,cyclic_16_2,pipeline,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,1.5,0.17116000614620652,False
viterbi_4486.c,xcu200-fsgd2104-2-e,3.33,1.4256695700000002,111,1,1,1,2,cyclic_16_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,1.25,0.9442001613857259,False
viterbi_4487.c,xcu200-fsgd2104-2-e,3.33,1.41054471,196,1,1,1,4,cyclic_8_2,unroll,unroll_4,pipeline_1,unroll_2,pipeline,unroll_2,unroll_4,1.75,0.8651623319902408,False
viterbi_4488.c,xcu200-fsgd2104-2-e,3.33,1.04383512,321,1,1,2,6,cyclic_16_2,unroll_2,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,unroll,2.5,0.7183051613434392,False
viterbi_4489.c,xcu200-fsgd2104-2-e,3.33,1.04141754,165,1,1,1,3,cyclic_4_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,1.0,True
viterbi_4490.c,xcu200-fsgd2104-2-e,3.33,1.04132097,245,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll,unroll_2,2.25,1.0,True
viterbi_4491.c,xcu200-fsgd2104-2-e,3.33,1.04137758,250,1,1,2,5,cyclic_4_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,2.25,0.7924733546767448,False
viterbi_4492.c,xcu200-fsgd2104-2-e,3.33,1.04152077,162,1,1,1,3,cyclic_8_2,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,1.5,0.9086670849439134,False
viterbi_4493.c,xcu200-fsgd2104-2-e,3.33,1.04143086,247,1,1,2,5,cyclic_8_2,pipeline,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,2.25,0.7924726764904634,False
viterbi_4494.c,xcu200-fsgd2104-2-e,3.33,1.07242983,165,1,1,1,3,cyclic_4_2,unroll,unroll_2,pipeline_1,pipeline,pipeline,unroll,pipeline_1,1.5,0.9083456556308553,False
viterbi_4495.c,xcu200-fsgd2104-2-e,3.33,1.04132097,263,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll,2.25,1.0,True
viterbi_4496.c,xcu200-fsgd2104-2-e,3.33,1.04161734,282,1,1,1,4,cyclic_4_2,unroll,unroll_2,unroll,pipeline_1,pipeline,pipeline_1,pipeline_1,1.75,0.8696667818596361,False
viterbi_4497.c,xcu200-fsgd2104-2-e,3.33,1.04145417,161,1,1,1,3,cyclic_16_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,0.9086677749306817,False
viterbi_4498.c,xcu200-fsgd2104-2-e,3.33,1.04152077,336,1,1,2,6,cyclic_16_2,unroll,unroll_4,unroll,pipeline_1,pipeline,unroll_2,unroll,2.5,0.7183009494050309,False
viterbi_4499.c,xcu200-fsgd2104-2-e,3.33,3.02504859,105,1,1,1,1,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,unroll_4,unroll,pipeline_1,1.0,0.9999856091929945,False
viterbi_4500.c,xcu200-fsgd2104-2-e,3.33,1.04141754,175,1,1,1,3,cyclic_16_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,1.5,1.0,True
viterbi_4501.c,xcu200-fsgd2104-2-e,3.33,1.04141754,169,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,1.5,1.0,True
viterbi_4502.c,xcu200-fsgd2104-2-e,3.33,1.04887008,116,1,1,1,2,cyclic_8_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.25,1.0,True
viterbi_4503.c,xcu200-fsgd2104-2-e,3.33,1.04136426,264,1,1,2,5,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_4,2.25,0.792473524222862,False
viterbi_4504.c,xcu200-fsgd2104-2-e,3.33,1.04141754,173,1,1,1,3,cyclic_32_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,1.5,1.0,True
viterbi_4505.c,xcu200-fsgd2104-2-e,3.33,1.04163066,315,1,1,2,6,cyclic_4_2,pipeline_1,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,unroll_4,2.5,0.7183011501815779,False
viterbi_4506.c,xcu200-fsgd2104-2-e,3.33,1.04136426,259,1,1,2,5,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,2.25,0.792473524222862,False
viterbi_4507.c,xcu200-fsgd2104-2-e,3.33,1.04152077,318,1,1,2,6,cyclic_8_2,unroll,unroll_4,unroll,pipeline_1,pipeline,unroll,pipeline_1,2.5,0.7183009494050309,False
viterbi_4508.c,xcu200-fsgd2104-2-e,3.33,1.043622,338,1,1,2,6,cyclic_8_2,unroll_2,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,pipeline_1,2.5,0.7183047749330446,False
viterbi_4509.c,xcu200-fsgd2104-2-e,3.33,1.04152077,354,1,1,2,6,cyclic_8_2,unroll,unroll_4,unroll,pipeline_1,pipeline_1,pipeline_1,unroll_4,2.5,0.7183009494050309,False
viterbi_4510.c,xcu200-fsgd2104-2-e,3.33,3.03208821,104,1,1,1,1,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.0,0.9997441805896661,False
viterbi_4511.c,xcu200-fsgd2104-2-e,3.33,40.28322978,134,1,1,1,2,cyclic_4_2,unroll,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_2,1.25,0.17485427150464644,False
viterbi_4512.c,xcu200-fsgd2104-2-e,3.33,1.04132097,272,1,1,2,5,cyclic_16_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,2.25,1.0,True
viterbi_4513.c,xcu200-fsgd2104-2-e,3.33,1.04231997,262,1,1,2,5,block_32_2,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,2.25,0.7924613588286773,False
viterbi_4514.c,xcu200-fsgd2104-2-e,3.33,1.04152743,158,1,1,1,3,cyclic_8_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,1.5,0.9086670159446228,False
viterbi_4515.c,xcu200-fsgd2104-2-e,3.33,1.04152077,372,1,1,2,6,cyclic_4_2,unroll,unroll_4,unroll,pipeline_1,pipeline,unroll_4,pipeline_1,2.5,0.7183009494050309,False
viterbi_4516.c,xcu200-fsgd2104-2-e,3.33,1.04132097,264,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,2.25,1.0,True
viterbi_4517.c,xcu200-fsgd2104-2-e,3.33,1.04371857,1393,1,1,3,8,cyclic_8_1,unroll,unroll_4,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,3.25,0.5205934103024259,False
viterbi_4518.c,xcu200-fsgd2104-2-e,3.33,1.04152077,324,1,1,2,6,cyclic_16_2,unroll,unroll_4,unroll,pipeline_1,pipeline,unroll_2,unroll_4,2.5,0.7183009494050309,False
viterbi_4519.c,xcu200-fsgd2104-2-e,3.33,4.33734498,1164,1,1,3,15,cyclic_16_2,unroll,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll,5.0,0.2055977476926566,False
viterbi_4520.c,xcu200-fsgd2104-2-e,3.33,4.3906716,196,1,1,1,3,cyclic_4_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,0.8581654672967514,False
viterbi_4521.c,xcu200-fsgd2104-2-e,3.33,1.04141754,167,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll,unroll,1.5,1.0,True
viterbi_4522.c,xcu200-fsgd2104-2-e,3.33,1.04141754,170,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,1.5,1.0,True
viterbi_4523.c,xcu200-fsgd2104-2-e,3.33,1.04174055,183,1,1,1,3,cyclic_8_2,unroll,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_4,1.5,0.908664807908416,False
viterbi_4524.c,xcu200-fsgd2104-2-e,3.33,1.04136426,245,1,1,2,5,cyclic_8_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll,pipeline,2.25,0.792473524222862,False
viterbi_4525.c,xcu200-fsgd2104-2-e,3.33,3.0246290100000004,108,1,1,1,1,cyclic_8_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1.0,1.0,True
viterbi_4526.c,xcu200-fsgd2104-2-e,3.33,3.02504859,111,1,1,1,1,cyclic_16_2,unroll,unroll_2,pipeline,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.0,0.9999856091929945,False
viterbi_4527.c,xcu200-fsgd2104-2-e,3.33,3.0245257800000003,136,1,1,1,2,cyclic_16_2,unroll,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline_1,1.25,0.930910341632349,False
viterbi_4528.c,xcu200-fsgd2104-2-e,3.33,1.04189373,174,1,1,1,3,cyclic_2_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,1.5,0.9086632208118195,False
viterbi_4529.c,xcu200-fsgd2104-2-e,3.33,1.0434222,249,1,1,2,5,cyclic_8_2,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,2.25,0.7924473271973763,False
viterbi_4530.c,xcu200-fsgd2104-2-e,3.33,1.04132097,268,1,1,2,5,cyclic_16_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll,2.25,1.0,True
viterbi_4531.c,xcu200-fsgd2104-2-e,3.33,1.23162048,125,1,1,1,2,cyclic_4_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,unroll_4,pipeline,1.25,0.9449620411748064,False
viterbi_4532.c,xcu200-fsgd2104-2-e,3.33,1.0413576,265,1,1,2,5,cyclic_32_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,2.25,0.7924736089958524,False
viterbi_4533.c,xcu200-fsgd2104-2-e,3.33,3.0245257800000003,117,1,1,1,2,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll,pipeline_1,1.25,0.930910341632349,False
viterbi_4534.c,xcu200-fsgd2104-2-e,3.33,1.04141754,174,1,1,1,3,cyclic_16_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,1.5,1.0,True
viterbi_4535.c,xcu200-fsgd2104-2-e,3.33,1.04132097,254,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,2.25,1.0,True
viterbi_4536.c,xcu200-fsgd2104-2-e,3.33,1.41064128,120,1,1,1,2,cyclic_8_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,1.25,0.9442642882817375,False
viterbi_4537.c,xcu200-fsgd2104-2-e,3.33,1.04152077,361,1,1,2,6,cyclic_16_2,unroll,unroll_4,unroll,pipeline_1,pipeline,pipeline_1,pipeline_1,2.5,0.7183009494050309,False
viterbi_4538.c,xcu200-fsgd2104-2-e,3.33,4.34490741,979,1,1,3,14,cyclic_8_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll,4.75,0.23750705342256312,False
viterbi_4539.c,xcu200-fsgd2104-2-e,3.33,1.04141754,193,1,1,1,3,cyclic_32_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,1.5,1.0,True
viterbi_4540.c,xcu200-fsgd2104-2-e,3.33,1.04183712,246,1,1,1,3,cyclic_8_2,unroll,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,1.5,0.9086638073543943,False
viterbi_4541.c,xcu200-fsgd2104-2-e,3.33,1.04132097,401,1,1,2,5,cyclic_4_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline_1,2.25,1.0,True
viterbi_4542.c,xcu200-fsgd2104-2-e,3.33,1.04132097,288,1,1,2,5,cyclic_8_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_4,2.25,1.0,True
viterbi_4543.c,xcu200-fsgd2104-2-e,3.33,1.04132097,291,1,1,2,5,cyclic_4_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,2.25,1.0,True
