Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Area,Weight,is_pareto
bbgemm_3250.c,xcu200-fsgd2104-2-e,3.33,0.13320333,738,1,1,47,23,unroll_8,unroll,pipeline_1,pipeline,pipeline,18.0,1.0,True
bbgemm_3251.c,xcu200-fsgd2104-2-e,3.33,7.67595969,164,1,1,3,5,unroll_2,unroll_16,unroll_4,pipeline,pipeline,2.5,0.2782031704236432,False
bbgemm_3253.c,xcu200-fsgd2104-2-e,3.33,0.13338648,307,1,1,24,14,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline,10.0,1.0,True
bbgemm_3254.c,xcu200-fsgd2104-2-e,3.33,0.13320333,701,1,1,47,23,unroll_32,unroll_16,pipeline,pipeline_1,unroll,18.0,1.0,True
bbgemm_3255.c,xcu200-fsgd2104-2-e,3.33,0.13320333,700,1,1,47,23,unroll_8,unroll_8,pipeline,pipeline_1,pipeline_1,18.0,1.0,True
bbgemm_3256.c,xcu200-fsgd2104-2-e,3.33,0.13320333,751,1,1,47,23,unroll_32,unroll_16,pipeline_1,unroll,pipeline,18.0,1.0,True
bbgemm_3257.c,xcu200-fsgd2104-2-e,3.33,0.13320333,684,1,1,47,23,unroll_8,unroll_16,pipeline,pipeline_1,unroll_4,18.0,1.0,True
bbgemm_3258.c,xcu200-fsgd2104-2-e,3.33,0.13320333,758,1,1,47,23,unroll_8,unroll_16,pipeline,unroll_4,pipeline_1,18.0,1.0,True
bbgemm_3259.c,xcu200-fsgd2104-2-e,3.33,1.4460192,377,1,1,8,10,unroll_32,unroll,unroll_2,pipeline,pipeline_1,5.0,0.7156726632891388,False
bbgemm_3260.c,xcu200-fsgd2104-2-e,3.33,0.54888057,90,1,1,4,3,unroll_2,unroll_4,pipeline_1,unroll,pipeline,2.25,0.9326464424920365,False
bbgemm_3261.c,xcu200-fsgd2104-2-e,3.33,0.13320333,691,1,1,47,23,unroll_32,unroll,pipeline,pipeline_1,unroll,18.0,1.0,True
bbgemm_3262.c,xcu200-fsgd2104-2-e,3.33,0.13338648,308,1,1,24,14,unroll_32,unroll_4,pipeline_1,unroll_4,pipeline,10.0,1.0,True
bbgemm_3263.c,xcu200-fsgd2104-2-e,3.33,0.13320333,704,1,1,47,23,unroll_16,unroll_8,pipeline_1,unroll_2,unroll,18.0,1.0,True
bbgemm_3264.c,xcu200-fsgd2104-2-e,3.33,0.13320333,721,1,1,47,23,unroll_16,unroll_16,pipeline,pipeline,pipeline_1,18.0,1.0,True
bbgemm_3265.c,xcu200-fsgd2104-2-e,3.33,0.13338648,307,1,1,24,14,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,10.0,1.0,True
bbgemm_3266.c,xcu200-fsgd2104-2-e,3.33,0.13338648,328,1,1,24,14,unroll,unroll_4,pipeline,unroll_4,pipeline_1,10.0,1.0,True
bbgemm_3267.c,xcu200-fsgd2104-2-e,3.33,0.13354632,163,1,1,12,7,unroll_32,unroll_2,pipeline_1,unroll_4,unroll,5.25,1.0,True
bbgemm_3268.c,xcu200-fsgd2104-2-e,3.33,0.75659265,303,1,1,13,7,unroll_4,unroll_16,pipeline,unroll_2,pipeline,5.5,0.7393409940878329,False
bbgemm_3270.c,xcu200-fsgd2104-2-e,3.33,0.13338648,328,1,1,24,14,unroll,unroll_4,pipeline_1,unroll,pipeline,10.0,1.0,True
bbgemm_3271.c,xcu200-fsgd2104-2-e,3.33,0.13320333,777,1,1,47,23,unroll_32,unroll,pipeline_1,unroll,unroll,18.0,1.0,True
bbgemm_3272.c,xcu200-fsgd2104-2-e,3.33,0.13338648,326,1,1,24,14,unroll_32,unroll_4,pipeline,pipeline,unroll,10.0,1.0,True
bbgemm_3273.c,xcu200-fsgd2104-2-e,3.33,0.13320333,696,1,1,47,23,unroll_16,unroll_8,pipeline_1,pipeline,pipeline_1,18.0,1.0,True
bbgemm_3274.c,xcu200-fsgd2104-2-e,3.33,1.4460192,371,1,1,8,10,unroll_8,unroll_16,unroll_2,pipeline,pipeline,5.0,0.7156726632891388,False
bbgemm_3275.c,xcu200-fsgd2104-2-e,3.33,5.58579528,75,1,1,1,1,unroll_32,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.4447519746186285,False
bbgemm_3276.c,xcu200-fsgd2104-2-e,3.33,0.13320333,751,1,1,47,23,unroll_8,unroll_8,pipeline,unroll,pipeline,18.0,1.0,True
bbgemm_3277.c,xcu200-fsgd2104-2-e,3.33,0.13338648,317,1,1,24,14,unroll_32,unroll_4,pipeline,pipeline,unroll_4,10.0,1.0,True
bbgemm_3278.c,xcu200-fsgd2104-2-e,3.33,0.13320333,707,1,1,47,23,unroll_16,unroll,pipeline,pipeline,unroll_2,18.0,1.0,True
bbgemm_3279.c,xcu200-fsgd2104-2-e,3.33,0.64438497,172,1,1,7,4,unroll_2,unroll_8,pipeline,unroll_4,unroll,3.25,0.8701325287959615,False
bbgemm_3280.c,xcu200-fsgd2104-2-e,3.33,0.13338648,316,1,1,24,14,unroll,unroll_4,pipeline_1,pipeline,unroll,10.0,1.0,True
bbgemm_3281.c,xcu200-fsgd2104-2-e,3.33,0.13320333,786,1,1,47,23,unroll_16,unroll,pipeline_1,unroll,unroll,18.0,1.0,True
bbgemm_3282.c,xcu200-fsgd2104-2-e,3.33,0.13320333,710,1,1,47,23,unroll_16,unroll_16,pipeline_1,pipeline_1,unroll,18.0,1.0,True
bbgemm_3283.c,xcu200-fsgd2104-2-e,3.33,0.13320333,707,1,1,47,23,unroll_32,unroll,pipeline,pipeline_1,pipeline_1,18.0,1.0,True
bbgemm_3284.c,xcu200-fsgd2104-2-e,3.33,0.13320333,728,1,1,47,23,unroll_16,unroll_8,pipeline,pipeline,pipeline_1,18.0,1.0,True
bbgemm_3285.c,xcu200-fsgd2104-2-e,3.33,0.13320333,711,1,1,47,23,unroll_16,unroll_8,pipeline,unroll_2,unroll,18.0,1.0,True
bbgemm_3286.c,xcu200-fsgd2104-2-e,3.33,0.13320333,729,1,1,47,23,unroll_16,unroll,pipeline,unroll_4,unroll_2,18.0,1.0,True
bbgemm_3287.c,xcu200-fsgd2104-2-e,3.33,0.13354632,155,1,1,12,7,unroll_32,unroll_2,pipeline,pipeline,unroll_4,5.25,1.0,True
bbgemm_3288.c,xcu200-fsgd2104-2-e,3.33,0.13354632,154,1,1,12,7,unroll_32,unroll_2,pipeline,unroll_4,pipeline_1,5.25,1.0,True
bbgemm_3289.c,xcu200-fsgd2104-2-e,3.33,7.67595969,83,1,1,1,2,unroll_2,unroll_16,unroll_2,pipeline,pipeline,1.25,0.28353262925193584,False
bbgemm_3290.c,xcu200-fsgd2104-2-e,3.33,0.13320333,778,1,1,47,23,unroll_16,unroll_8,pipeline_1,unroll,unroll,18.0,1.0,True
bbgemm_3291.c,xcu200-fsgd2104-2-e,3.33,0.13320333,711,1,1,47,23,unroll_32,unroll,pipeline,unroll_2,unroll,18.0,1.0,True
bbgemm_3292.c,xcu200-fsgd2104-2-e,3.33,0.13354632,154,1,1,12,7,unroll_8,unroll_2,pipeline,pipeline,unroll_4,5.25,1.0,True
bbgemm_3293.c,xcu200-fsgd2104-2-e,3.33,0.13320333,710,1,1,47,23,unroll_32,unroll,pipeline_1,pipeline_1,pipeline_1,18.0,1.0,True
bbgemm_3294.c,xcu200-fsgd2104-2-e,3.33,0.13320333,728,1,1,47,23,unroll_8,unroll_8,pipeline,unroll_2,pipeline_1,18.0,1.0,True
bbgemm_3295.c,xcu200-fsgd2104-2-e,3.33,0.13320333,741,1,1,47,23,unroll_8,unroll,pipeline_1,unroll_4,unroll,18.0,1.0,True
bbgemm_3296.c,xcu200-fsgd2104-2-e,3.33,0.13338648,308,1,1,24,14,unroll,unroll_4,pipeline,pipeline_1,pipeline,10.0,1.0,True
bbgemm_3297.c,xcu200-fsgd2104-2-e,3.33,0.13338648,321,1,1,24,14,unroll,unroll_4,pipeline_1,unroll_4,pipeline,10.0,1.0,True
bbgemm_3298.c,xcu200-fsgd2104-2-e,3.33,0.13320333,730,1,1,47,23,unroll_16,unroll_16,pipeline,unroll_4,pipeline,18.0,1.0,True
bbgemm_3299.c,xcu200-fsgd2104-2-e,3.33,0.13320333,727,1,1,47,23,unroll_8,unroll,pipeline,unroll_4,unroll_2,18.0,1.0,True
bbgemm_3300.c,xcu200-fsgd2104-2-e,3.33,0.63689913,95,1,1,4,3,unroll_2,unroll_4,pipeline,unroll_4,unroll,2.25,0.9262242375682707,False
bbgemm_3301.c,xcu200-fsgd2104-2-e,3.33,0.13320333,783,1,1,47,23,unroll_16,unroll,pipeline,unroll,unroll,18.0,1.0,True
bbgemm_3302.c,xcu200-fsgd2104-2-e,3.33,5.58579528,77,1,1,1,1,unroll_16,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.4447519746186285,False
bbgemm_3303.c,xcu200-fsgd2104-2-e,3.33,1.44956232,75,1,1,2,2,unroll_16,unroll_2,unroll_2,pipeline,pipeline,1.5,0.89936547897684,False
bbgemm_3304.c,xcu200-fsgd2104-2-e,3.33,0.13320333,773,1,1,47,23,unroll_32,unroll_8,pipeline,unroll,unroll,18.0,1.0,True
bbgemm_3305.c,xcu200-fsgd2104-2-e,3.33,0.13320333,709,1,1,47,23,unroll_32,unroll_16,pipeline_1,pipeline_1,unroll,18.0,1.0,True
bbgemm_3306.c,xcu200-fsgd2104-2-e,3.33,0.13320333,737,1,1,47,23,unroll_8,unroll,pipeline_1,pipeline_1,unroll,18.0,1.0,True
bbgemm_3307.c,xcu200-fsgd2104-2-e,3.33,0.13320333,737,1,1,47,23,unroll_8,unroll_16,pipeline_1,unroll,pipeline_1,18.0,1.0,True
bbgemm_3308.c,xcu200-fsgd2104-2-e,3.33,1.80065088,419,1,1,9,9,unroll_32,unroll_16,unroll_2,pipeline_1,pipeline_1,5.0,0.6877285627088133,False
bbgemm_3309.c,xcu200-fsgd2104-2-e,3.33,0.13320333,760,1,1,47,23,unroll_16,unroll_8,pipeline_1,unroll,pipeline,18.0,1.0,True
bbgemm_3310.c,xcu200-fsgd2104-2-e,3.33,0.13320333,725,1,1,47,23,unroll_32,unroll_8,pipeline,pipeline_1,unroll,18.0,1.0,True
bbgemm_3311.c,xcu200-fsgd2104-2-e,3.33,0.13320333,753,1,1,47,23,unroll_32,unroll,pipeline_1,unroll_4,unroll,18.0,1.0,True
bbgemm_3312.c,xcu200-fsgd2104-2-e,3.33,0.13354632,156,1,1,12,7,unroll_8,unroll_2,pipeline,pipeline_1,pipeline,5.25,1.0,True
bbgemm_3313.c,xcu200-fsgd2104-2-e,3.33,0.13354632,159,1,1,12,7,unroll_32,unroll_2,pipeline_1,unroll_2,pipeline_1,5.25,1.0,True
bbgemm_3316.c,xcu200-fsgd2104-2-e,3.33,0.13320333,719,1,1,47,23,unroll_16,unroll,pipeline_1,pipeline_1,unroll,18.0,1.0,True
bbgemm_3317.c,xcu200-fsgd2104-2-e,3.33,0.13320333,712,1,1,47,23,unroll_32,unroll_16,pipeline,pipeline_1,pipeline_1,18.0,1.0,True
bbgemm_3318.c,xcu200-fsgd2104-2-e,3.33,0.13320333,707,1,1,47,23,unroll_16,unroll_16,pipeline,pipeline_1,unroll,18.0,1.0,True
bbgemm_3319.c,xcu200-fsgd2104-2-e,3.33,0.13320333,741,1,1,47,23,unroll_32,unroll,pipeline_1,unroll_2,unroll,18.0,1.0,True
bbgemm_3320.c,xcu200-fsgd2104-2-e,3.33,0.13320333,753,1,1,47,23,unroll_32,unroll_16,pipeline,unroll,pipeline,18.0,1.0,True
bbgemm_3321.c,xcu200-fsgd2104-2-e,3.33,0.31405896,454,1,2,4,7,unroll_32,unroll_2,unroll_4,unroll,unroll,3.5,1.0,True
bbgemm_3322.c,xcu200-fsgd2104-2-e,3.33,1.44956232,77,1,1,2,2,unroll_32,unroll_2,unroll_2,pipeline,pipeline,1.5,0.89936547897684,False
bbgemm_3323.c,xcu200-fsgd2104-2-e,3.33,4.59691848,386,1,1,5,7,unroll_32,unroll_2,unroll_2,unroll,pipeline_1,3.5,0.49647003179035165,False
bbgemm_3324.c,xcu200-fsgd2104-2-e,3.33,0.13354632,155,1,1,12,7,unroll_16,unroll_2,pipeline,pipeline,unroll,5.25,1.0,True
bbgemm_3325.c,xcu200-fsgd2104-2-e,3.33,0.13320333,702,1,1,47,23,unroll_32,unroll,pipeline_1,pipeline,pipeline_1,18.0,1.0,True
bbgemm_3326.c,xcu200-fsgd2104-2-e,3.33,1.08123768,160,1,1,5,5,unroll_16,unroll_4,unroll_2,pipeline,unroll,3.0,0.848388490153267,False
bbgemm_3327.c,xcu200-fsgd2104-2-e,3.33,5.55156288,1815,1,1,11,13,unroll_16,unroll_16,unroll_2,unroll_4,pipeline,6.5,0.3479102015483827,False
bbgemm_3328.c,xcu200-fsgd2104-2-e,3.33,0.13338648,308,1,1,24,14,unroll_8,unroll_4,pipeline,unroll_4,pipeline,10.0,1.0,True
bbgemm_3329.c,xcu200-fsgd2104-2-e,3.33,0.13320333,711,1,1,47,23,unroll_16,unroll,pipeline,unroll_4,pipeline,18.0,1.0,True
bbgemm_3330.c,xcu200-fsgd2104-2-e,3.33,0.13320333,727,1,1,47,23,unroll_16,unroll_16,pipeline_1,pipeline,unroll,18.0,1.0,True
bbgemm_3331.c,xcu200-fsgd2104-2-e,3.33,0.57600009,60,1,1,2,2,unroll_2,unroll_2,pipeline,unroll,unroll,1.5,0.9761821293119961,False
bbgemm_3332.c,xcu200-fsgd2104-2-e,3.33,0.13354632,158,1,1,12,7,unroll_16,unroll_2,pipeline,unroll_2,pipeline,5.25,1.0,True
bbgemm_3333.c,xcu200-fsgd2104-2-e,3.33,0.13320333,765,1,1,47,23,unroll_32,unroll_16,pipeline,unroll,unroll,18.0,1.0,True
bbgemm_3334.c,xcu200-fsgd2104-2-e,3.33,0.13320333,744,1,1,47,23,unroll_8,unroll_8,pipeline_1,unroll,pipeline,18.0,1.0,True
bbgemm_3335.c,xcu200-fsgd2104-2-e,3.33,0.13354632,154,1,1,12,7,unroll_8,unroll_2,pipeline,pipeline_1,unroll_2,5.25,1.0,True
bbgemm_3336.c,xcu200-fsgd2104-2-e,3.33,0.13320333,726,1,1,47,23,unroll_8,unroll,pipeline_1,unroll_4,pipeline,18.0,1.0,True
bbgemm_3337.c,xcu200-fsgd2104-2-e,3.33,0.13354632,151,1,1,12,7,unroll_32,unroll_2,pipeline,pipeline,pipeline,5.25,1.0,True
bbgemm_3338.c,xcu200-fsgd2104-2-e,3.33,0.13338648,313,1,1,24,14,unroll_16,unroll_4,pipeline_1,pipeline,pipeline,10.0,1.0,True
bbgemm_3339.c,xcu200-fsgd2104-2-e,3.33,0.13320333,715,1,1,47,23,unroll_16,unroll,pipeline,unroll_2,unroll_2,18.0,1.0,True
bbgemm_3340.c,xcu200-fsgd2104-2-e,3.33,0.13320333,746,1,1,47,23,unroll,unroll_16,pipeline,unroll_4,unroll,18.0,1.0,True
bbgemm_3341.c,xcu200-fsgd2104-2-e,3.33,5.58579528,75,1,1,1,1,unroll_8,unroll_2,unroll_2,unroll_2,pipeline,1.0,0.4447519746186285,False
bbgemm_3342.c,xcu200-fsgd2104-2-e,3.33,0.85951296,415,1,1,10,10,unroll_32,unroll_16,unroll_2,pipeline_1,unroll,5.5,0.7326174745259568,False
bbgemm_3343.c,xcu200-fsgd2104-2-e,3.33,0.13354632,154,1,1,12,7,unroll_32,unroll_2,pipeline,pipeline_1,unroll,5.25,1.0,True
bbgemm_3344.c,xcu200-fsgd2104-2-e,3.33,0.13320333,753,1,1,47,23,unroll_32,unroll_8,pipeline_1,unroll_4,unroll,18.0,1.0,True
bbgemm_3346.c,xcu200-fsgd2104-2-e,3.33,0.13320333,753,1,1,47,23,unroll_8,unroll_32,pipeline,unroll,pipeline,18.0,1.0,True
bbgemm_3347.c,xcu200-fsgd2104-2-e,3.33,0.13320333,746,1,1,47,23,unroll_16,unroll_16,pipeline,unroll,unroll_2,18.0,1.0,True
bbgemm_3348.c,xcu200-fsgd2104-2-e,3.33,0.13320333,747,1,1,47,23,unroll_16,unroll_16,pipeline,pipeline_1,pipeline_1,18.0,1.0,True
bbgemm_3349.c,xcu200-fsgd2104-2-e,3.33,0.13320333,687,1,1,47,23,unroll_8,unroll_16,pipeline_1,pipeline_1,pipeline,18.0,1.0,True
bbgemm_3350.c,xcu200-fsgd2104-2-e,3.33,1.44950904,153,1,1,4,5,unroll_32,unroll_4,unroll_2,pipeline,pipeline_1,2.75,0.8243007875706976,False
bbgemm_3352.c,xcu200-fsgd2104-2-e,3.33,0.85951296,427,1,1,10,10,unroll_32,unroll_8,unroll_2,pipeline_1,unroll,5.5,0.7326174745259568,False
bbgemm_3353.c,xcu200-fsgd2104-2-e,3.33,0.13354632,159,1,1,12,7,unroll_32,unroll_2,pipeline_1,pipeline,pipeline,5.25,1.0,True
bbgemm_3354.c,xcu200-fsgd2104-2-e,3.33,0.13338648,298,1,1,24,14,unroll_32,unroll_4,pipeline_1,pipeline,pipeline_1,10.0,1.0,True
bbgemm_3355.c,xcu200-fsgd2104-2-e,3.33,0.13320333,679,1,1,47,23,unroll_32,unroll_8,pipeline_1,pipeline,pipeline_1,18.0,1.0,True
bbgemm_3356.c,xcu200-fsgd2104-2-e,3.33,0.56625984,2424,1,2,13,12,unroll_32,unroll_8,unroll_2,unroll,unroll,7.0,0.6819865887761166,False
bbgemm_3357.c,xcu200-fsgd2104-2-e,3.33,0.13354632,153,1,1,12,7,unroll_16,unroll_2,pipeline,pipeline_1,unroll_2,5.25,1.0,True
bbgemm_3358.c,xcu200-fsgd2104-2-e,3.33,0.13354632,156,1,1,12,7,unroll_32,unroll_2,pipeline_1,unroll,pipeline_1,5.25,1.0,True
bbgemm_3359.c,xcu200-fsgd2104-2-e,3.33,0.13354632,156,1,1,12,7,unroll_32,unroll_2,pipeline,unroll,pipeline,5.25,1.0,True
bbgemm_3360.c,xcu200-fsgd2104-2-e,3.33,0.78784137,64,1,1,2,1,unroll_2,unroll_2,pipeline,unroll_2,unroll,1.25,0.9772971856628749,False
bbgemm_3361.c,xcu200-fsgd2104-2-e,3.33,1.3438548,181,1,1,1,3,unroll_8,unroll_2,unroll_2,unroll_4,unroll,1.5,0.9106732518923593,False
bbgemm_3362.c,xcu200-fsgd2104-2-e,3.33,0.13320333,717,1,1,47,23,unroll_32,unroll_8,pipeline_1,unroll_2,pipeline,18.0,1.0,True
bbgemm_3363.c,xcu200-fsgd2104-2-e,3.33,0.13320333,709,1,1,47,23,unroll_8,unroll_8,pipeline_1,pipeline_1,pipeline,18.0,1.0,True
bbgemm_3364.c,xcu200-fsgd2104-2-e,3.33,0.13320333,698,1,1,47,23,unroll_16,unroll,pipeline,unroll_2,pipeline,18.0,1.0,True
bbgemm_3365.c,xcu200-fsgd2104-2-e,3.33,0.13354632,157,1,1,12,7,unroll_8,unroll_2,pipeline,unroll,pipeline,5.25,1.0,True
bbgemm_3366.c,xcu200-fsgd2104-2-e,3.33,0.13320333,736,1,1,47,23,unroll_16,unroll_8,pipeline,unroll,pipeline,18.0,1.0,True
bbgemm_3367.c,xcu200-fsgd2104-2-e,3.33,1.07774784,437,1,1,10,9,unroll_32,unroll_16,unroll_2,pipeline,unroll,5.25,0.7298254154615036,False
bbgemm_3368.c,xcu200-fsgd2104-2-e,3.33,0.13320333,700,1,1,47,23,unroll_32,unroll_16,pipeline_1,pipeline,pipeline,18.0,1.0,True
bbgemm_3369.c,xcu200-fsgd2104-2-e,3.33,5.606121600000001,503,1,1,5,7,unroll_8,unroll_8,unroll_2,unroll_2,pipeline,3.5,0.4129828106897965,False
bbgemm_3370.c,xcu200-fsgd2104-2-e,3.33,0.13320333,735,1,1,47,23,unroll_32,unroll_32,pipeline,pipeline_1,unroll,18.0,1.0,True
bbgemm_3371.c,xcu200-fsgd2104-2-e,3.33,0.31405896,460,1,2,4,7,unroll_8,unroll_2,unroll_4,unroll,unroll,3.5,1.0,True
bbgemm_3372.c,xcu200-fsgd2104-2-e,3.33,1.69507656,224,1,1,2,4,unroll_32,unroll_2,unroll_4,unroll_2,unroll,2.0,0.8446464226716451,False
bbgemm_3373.c,xcu200-fsgd2104-2-e,3.33,0.13320333,692,1,1,47,23,unroll_16,unroll,pipeline,pipeline_1,unroll_2,18.0,1.0,True
bbgemm_3374.c,xcu200-fsgd2104-2-e,3.33,0.13320333,720,1,1,47,23,unroll_32,unroll_8,pipeline,pipeline,pipeline_1,18.0,1.0,True
bbgemm_3375.c,xcu200-fsgd2104-2-e,3.33,1.20650895,139,1,1,2,2,unroll_4,unroll_2,pipeline,pipeline_1,unroll,1.5,0.9235730576530504,False
bbgemm_3377.c,xcu200-fsgd2104-2-e,3.33,0.5307786900000001,195,1,1,8,5,unroll_2,unroll_8,pipeline_1,unroll,unroll,3.75,0.8498052473191,False
bbgemm_3378.c,xcu200-fsgd2104-2-e,3.33,0.13320333,720,1,1,47,23,unroll_32,unroll,pipeline_1,pipeline_1,pipeline,18.0,1.0,True
bbgemm_3379.c,xcu200-fsgd2104-2-e,3.33,0.13320333,766,1,1,47,23,unroll_32,unroll_8,pipeline,unroll,pipeline,18.0,1.0,True
bbgemm_3380.c,xcu200-fsgd2104-2-e,3.33,0.54898713,87,1,1,4,3,unroll_2,unroll_4,pipeline,unroll_4,pipeline,2.25,0.93263906975764,False
bbgemm_3381.c,xcu200-fsgd2104-2-e,3.33,0.13354632,156,1,1,12,7,unroll_32,unroll_2,pipeline,unroll,pipeline_1,5.25,1.0,True
bbgemm_3382.c,xcu200-fsgd2104-2-e,3.33,7.679502810000001,41,1,1,1,1,unroll_2,unroll_2,unroll_2,pipeline,unroll,1.0,0.28330942289282235,False
bbgemm_3383.c,xcu200-fsgd2104-2-e,3.33,0.13354632,173,1,1,12,7,unroll_32,unroll_2,pipeline,unroll,unroll,5.25,1.0,True
bbgemm_3384.c,xcu200-fsgd2104-2-e,3.33,0.13338648,317,1,1,24,14,unroll_8,unroll_4,pipeline,unroll_4,pipeline_1,10.0,1.0,True
bbgemm_3385.c,xcu200-fsgd2104-2-e,3.33,1.70145351,862,1,1,13,9,unroll_4,unroll,pipeline_1,pipeline_1,unroll,6.0,0.6513535903966455,False
bbgemm_3386.c,xcu200-fsgd2104-2-e,3.33,0.13320333,728,1,1,47,23,unroll_16,unroll_16,pipeline,unroll_2,pipeline_1,18.0,1.0,True
bbgemm_3388.c,xcu200-fsgd2104-2-e,3.33,0.13354632,157,1,1,12,7,unroll_32,unroll_2,pipeline,pipeline_1,pipeline_1,5.25,1.0,True
bbgemm_3389.c,xcu200-fsgd2104-2-e,3.33,0.54888057,86,1,1,4,3,unroll_2,unroll_4,pipeline_1,unroll_2,pipeline,2.25,0.9326464424920365,False
bbgemm_3390.c,xcu200-fsgd2104-2-e,3.33,1.69848648,111,1,1,1,2,unroll_32,unroll_2,unroll_2,unroll_2,unroll,1.25,0.8769069163704812,False
bbgemm_3391.c,xcu200-fsgd2104-2-e,3.33,0.13338648,338,1,1,24,14,unroll_32,unroll_4,pipeline_1,unroll_4,unroll,10.0,1.0,True
bbgemm_3392.c,xcu200-fsgd2104-2-e,3.33,0.13320333,715,1,1,47,23,unroll_16,unroll_8,pipeline_1,pipeline,unroll,18.0,1.0,True
bbgemm_3393.c,xcu200-fsgd2104-2-e,3.33,0.13354632,157,1,1,12,7,unroll_8,unroll_2,pipeline,unroll,pipeline_1,5.25,1.0,True
bbgemm_3394.c,xcu200-fsgd2104-2-e,3.33,0.13354632,157,1,1,12,7,unroll_16,unroll_2,pipeline,pipeline,pipeline_1,5.25,1.0,True
bbgemm_3395.c,xcu200-fsgd2104-2-e,3.33,0.8630560800000001,84,1,1,2,2,unroll_16,unroll_2,unroll_2,pipeline_1,unroll,1.5,0.9534090132941745,False
bbgemm_3396.c,xcu200-fsgd2104-2-e,3.33,0.13338648,325,1,1,24,14,unroll_32,unroll_4,pipeline,unroll,unroll,10.0,1.0,True
bbgemm_3397.c,xcu200-fsgd2104-2-e,3.33,4.73318208,457,1,1,6,7,unroll_32,unroll_16,unroll_2,unroll_2,pipeline_1,3.75,0.476723978065259,False
bbgemm_3398.c,xcu200-fsgd2104-2-e,3.33,0.13320333,789,1,1,47,23,unroll_32,unroll_32,pipeline,unroll,unroll,18.0,1.0,True
bbgemm_3399.c,xcu200-fsgd2104-2-e,3.33,0.13320333,704,1,1,47,23,unroll_16,unroll_32,pipeline_1,pipeline,unroll,18.0,1.0,True
bbgemm_3400.c,xcu200-fsgd2104-2-e,3.33,1.1080008900000002,136,1,1,3,2,unroll_2,unroll_4,pipeline,pipeline,unroll,1.75,0.9135580538799928,False
bbgemm_3401.c,xcu200-fsgd2104-2-e,3.33,0.13320333,727,1,1,47,23,unroll_32,unroll_8,pipeline,unroll_4,unroll,18.0,1.0,True
bbgemm_3402.c,xcu200-fsgd2104-2-e,3.33,0.13320333,709,1,1,47,23,unroll_8,unroll_16,pipeline_1,unroll_4,pipeline,18.0,1.0,True
bbgemm_3404.c,xcu200-fsgd2104-2-e,3.33,0.13354632,162,1,1,12,7,unroll_16,unroll_2,pipeline_1,unroll_4,pipeline,5.25,1.0,True
bbgemm_3405.c,xcu200-fsgd2104-2-e,3.33,0.54914697,55,1,1,2,1,unroll_2,unroll_2,pipeline,pipeline,unroll_2,1.25,0.9999898046604218,False
bbgemm_3406.c,xcu200-fsgd2104-2-e,3.33,0.13320333,746,1,1,47,23,unroll_16,unroll,pipeline,unroll,pipeline,18.0,1.0,True
bbgemm_3407.c,xcu200-fsgd2104-2-e,3.33,0.13354632,166,1,1,12,7,unroll_16,unroll_2,pipeline_1,pipeline,unroll,5.25,1.0,True
bbgemm_3408.c,xcu200-fsgd2104-2-e,3.33,0.13338648,312,1,1,24,14,unroll_16,unroll_4,pipeline,unroll_4,pipeline_1,10.0,1.0,True
bbgemm_3409.c,xcu200-fsgd2104-2-e,3.33,0.13320333,796,1,1,47,23,unroll_16,unroll_8,pipeline,unroll,pipeline_1,18.0,1.0,True
bbgemm_3410.c,xcu200-fsgd2104-2-e,3.33,0.13320333,766,1,1,47,23,unroll_32,unroll,pipeline_1,pipeline,pipeline,18.0,1.0,True
bbgemm_3411.c,xcu200-fsgd2104-2-e,3.33,0.13354632,167,1,1,12,7,unroll_16,unroll_2,pipeline,unroll_2,unroll_2,5.25,1.0,True
bbgemm_3412.c,xcu200-fsgd2104-2-e,3.33,0.13320333,772,1,1,47,23,unroll_8,unroll_8,pipeline,unroll_2,unroll,18.0,1.0,True
bbgemm_3413.c,xcu200-fsgd2104-2-e,3.33,1.69835328,640,1,1,4,7,unroll_16,unroll,unroll_2,unroll_2,unroll,3.25,0.777835572436726,False
bbgemm_3414.c,xcu200-fsgd2104-2-e,3.33,0.13354632,163,1,1,12,7,unroll_32,unroll_2,pipeline,unroll_2,pipeline_1,5.25,1.0,True
bbgemm_3415.c,xcu200-fsgd2104-2-e,3.33,1.63370133,281,1,1,6,4,unroll_2,unroll_8,pipeline,pipeline_1,unroll,3.0,0.7947677230552638,False
bbgemm_3417.c,xcu200-fsgd2104-2-e,3.33,0.13338648,361,1,1,24,14,unroll_16,unroll_4,pipeline,unroll_4,unroll,10.0,1.0,True
bbgemm_3418.c,xcu200-fsgd2104-2-e,3.33,0.13338648,332,1,1,24,14,unroll,unroll_4,pipeline,pipeline,pipeline_1,10.0,1.0,True
bbgemm_3419.c,xcu200-fsgd2104-2-e,3.33,0.13320333,753,1,1,47,23,unroll_32,unroll,pipeline_1,unroll,pipeline,18.0,1.0,True
