Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,Area,Weight,is_pareto
ss_sort_4170.c,xcu200-fsgd2104-2-e,5.0,1.070235,46,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline,unroll_16,unroll_16,unroll,unroll,unroll,unroll,1.0,0.9902197477882055,False
ss_sort_4171.c,xcu200-fsgd2104-2-e,5.0,1.067115,104,1,1,1,3,unroll_32,unroll_32,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,1.5,0.725529927289821,False
ss_sort_4172.c,xcu200-fsgd2104-2-e,5.0,1.113295,43,1,1,1,1,pipeline_1,unroll_32,unroll_32,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.0,0.8828537126792138,False
ss_sort_4173.c,xcu200-fsgd2104-2-e,5.0,1.067765,29,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.996587621241556,False
ss_sort_4174.c,xcu200-fsgd2104-2-e,5.0,1.071835,106,1,1,1,2,unroll_8,pipeline,unroll_32,pipeline,pipeline,unroll_16,unroll,unroll,pipeline_1,unroll,1.25,0.8961530731316708,False
ss_sort_4175.c,xcu200-fsgd2104-2-e,5.0,1.070235,182,1,1,1,6,unroll_64,unroll_16,pipeline,unroll_16,pipeline,unroll,unroll,unroll_2,unroll,unroll,2.25,0.32593618630756127,False
ss_sort_4176.c,xcu200-fsgd2104-2-e,5.0,1.071835,105,1,1,1,3,unroll_16,pipeline,unroll_32,pipeline,pipeline_1,unroll,unroll,unroll,pipeline_1,unroll,1.5,0.7252289126440965,False
ss_sort_4177.c,xcu200-fsgd2104-2-e,5.0,1.069595,183,1,1,2,5,unroll_64,unroll_32,pipeline_1,pipeline,unroll_16,unroll_16,unroll,unroll,pipeline_1,unroll,2.25,0.32594461234890937,False
ss_sort_4178.c,xcu200-fsgd2104-2-e,5.0,1.067755,196,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,2.0,0.4370214561457759,False
ss_sort_4179.c,xcu200-fsgd2104-2-e,5.0,1.067535,189,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll_4,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4180.c,xcu200-fsgd2104-2-e,5.0,1.069605,188,1,1,2,5,unroll_64,unroll_32,pipeline,pipeline,unroll_16,unroll_8,unroll,pipeline_1,unroll,unroll,2.25,0.3259444926031664,False
ss_sort_4181.c,xcu200-fsgd2104-2-e,5.0,1.071525,214,1,1,2,6,unroll_64,unroll_4,unroll_32,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,2.5,0.23699650114759924,False
ss_sort_4182.c,xcu200-fsgd2104-2-e,5.0,1.072965,31,1,1,1,1,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.0,0.983207974945439,False
ss_sort_4183.c,xcu200-fsgd2104-2-e,5.0,1.088165,34,1,1,1,1,unroll_2,unroll_16,pipeline,unroll_2,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,1.0,0.9446749560769879,False
ss_sort_4184.c,xcu200-fsgd2104-2-e,5.0,1.113205,40,1,1,1,1,unroll_8,unroll_32,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.0,0.8830709263876152,False
ss_sort_4185.c,xcu200-fsgd2104-2-e,5.0,1.070235,40,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline,unroll_16,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.9902197477882055,False
ss_sort_4186.c,xcu200-fsgd2104-2-e,5.0,1.067755,43,1,1,1,1,unroll_8,unroll_16,pipeline,pipeline,pipeline_1,unroll,unroll,pipeline,pipeline_1,unroll,1.0,0.996613448231153,False
ss_sort_4187.c,xcu200-fsgd2104-2-e,5.0,1.070235,43,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,unroll_16,unroll_16,unroll,unroll_4,pipeline_1,unroll,1.0,0.9902197477882055,False
ss_sort_4188.c,xcu200-fsgd2104-2-e,5.0,1.067685,43,1,1,1,1,unroll_8,unroll_16,unroll_4,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.9967942475737479,False
ss_sort_4189.c,xcu200-fsgd2104-2-e,5.0,1.070235,47,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,unroll_16,unroll_16,unroll,unroll_2,pipeline_1,unroll,1.0,0.9902197477882055,False
ss_sort_4190.c,xcu200-fsgd2104-2-e,5.0,1.071605,32,1,1,1,1,unroll_2,unroll_4,pipeline,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.9866975539343504,False
ss_sort_4191.c,xcu200-fsgd2104-2-e,5.0,1.067765,46,1,1,1,1,unroll_8,unroll_16,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.996587621241556,False
ss_sort_4192.c,xcu200-fsgd2104-2-e,5.0,1.069375,46,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline,unroll_16,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.9924343268964095,False
ss_sort_4193.c,xcu200-fsgd2104-2-e,5.0,1.070245,55,1,1,1,1,unroll_8,unroll_16,pipeline_1,pipeline,unroll_16,unroll_8,unroll,unroll_4,unroll,unroll,1.0,0.9901940130494358,False
ss_sort_4194.c,xcu200-fsgd2104-2-e,5.0,1.256875,52,1,1,1,1,pipeline_1,unroll_32,unroll_32,pipeline,pipeline_1,unroll_16,unroll,unroll_4,pipeline_1,unroll,1.0,0.5746916294904156,False
ss_sort_4195.c,xcu200-fsgd2104-2-e,5.0,1.067675,83,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline,unroll_64,unroll,unroll,unroll,pipeline_1,unroll,1.0,0.9968200775391781,False
ss_sort_4196.c,xcu200-fsgd2104-2-e,5.0,1.067765,87,1,1,1,3,unroll_32,unroll_16,pipeline,pipeline,pipeline,unroll_8,unroll,unroll_2,unroll,unroll,1.5,0.7255161793058154,False
ss_sort_4197.c,xcu200-fsgd2104-2-e,5.0,1.076725,84,1,1,1,1,pipeline_1,unroll_4,unroll_32,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.9735961206119601,False
ss_sort_4198.c,xcu200-fsgd2104-2-e,5.0,1.067455,131,1,1,1,4,unroll_32,unroll_32,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll_4,unroll_2,unroll,1.75,0.5702118458084566,False
ss_sort_4199.c,xcu200-fsgd2104-2-e,5.0,1.067115,49,1,1,1,1,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,1.0,0.9982671492819701,False
ss_sort_4200.c,xcu200-fsgd2104-2-e,5.0,1.067115,39,1,1,1,1,unroll_8,unroll_32,pipeline,pipeline,pipeline,unroll,unroll,unroll,pipeline_1,unroll,1.0,0.9982671492819701,False
ss_sort_4201.c,xcu200-fsgd2104-2-e,5.0,1.067755,100,1,1,1,3,unroll_32,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,1.5,0.7255164579234428,False
ss_sort_4202.c,xcu200-fsgd2104-2-e,5.0,1.067765,200,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,2.0,0.43702137671966335,False
ss_sort_4203.c,xcu200-fsgd2104-2-e,5.0,1.072095,32,1,1,1,1,pipeline_1,unroll_32,pipeline,pipeline,pipeline,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.0,0.9854394862780438,False
ss_sort_4204.c,xcu200-fsgd2104-2-e,5.0,1.067535,176,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4205.c,xcu200-fsgd2104-2-e,5.0,1.067455,105,1,1,1,2,unroll_8,unroll_16,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.25,0.9017134772834015,False
ss_sort_4206.c,xcu200-fsgd2104-2-e,5.0,1.072315,34,1,1,1,1,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.9848749300909208,False
ss_sort_4207.c,xcu200-fsgd2104-2-e,5.0,1.069045,35,1,1,1,1,unroll_2,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.9932848376329244,False
ss_sort_4208.c,xcu200-fsgd2104-2-e,5.0,1.068095,84,1,1,1,2,unroll_8,unroll_16,pipeline,pipeline,unroll_64,unroll_8,unroll,pipeline_1,unroll_2,unroll,1.25,0.9009186911080402,False
ss_sort_4209.c,xcu200-fsgd2104-2-e,5.0,1.067535,178,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4210.c,xcu200-fsgd2104-2-e,5.0,1.067765,197,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll,unroll_2,unroll,2.0,0.43702137671966335,False
ss_sort_4211.c,xcu200-fsgd2104-2-e,5.0,1.067765,36,1,1,1,1,unroll_4,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.996587621241556,False
ss_sort_4212.c,xcu200-fsgd2104-2-e,5.0,1.072315,34,1,1,1,1,pipeline_1,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll,unroll_4,pipeline_1,unroll,1.0,0.9848749300909208,False
ss_sort_4213.c,xcu200-fsgd2104-2-e,5.0,1.067765,179,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,2.0,0.43702137671966335,False
ss_sort_4214.c,xcu200-fsgd2104-2-e,5.0,1.067765,34,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll,unroll_2,unroll,1.0,0.996587621241556,False
ss_sort_4215.c,xcu200-fsgd2104-2-e,5.0,1.068325,89,1,1,1,2,unroll_8,unroll_16,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll,pipeline_1,unroll,1.25,0.9006315790581952,False
ss_sort_4216.c,xcu200-fsgd2104-2-e,5.0,1.067115,203,1,1,1,5,unroll_64,unroll_32,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,2.0,0.4370252939499969,False
ss_sort_4217.c,xcu200-fsgd2104-2-e,5.0,1.070245,102,1,1,1,3,unroll_32,unroll_16,pipeline,pipeline,unroll_16,unroll_8,unroll,unroll_4,unroll,unroll,1.5,0.7253823810210834,False
ss_sort_4218.c,xcu200-fsgd2104-2-e,5.0,1.067535,178,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4219.c,xcu200-fsgd2104-2-e,5.0,1.067755,179,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,2.0,0.4370214561457759,False
ss_sort_4220.c,xcu200-fsgd2104-2-e,5.0,1.070235,194,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline,unroll_16,unroll_16,unroll,unroll_4,unroll,unroll,2.0,0.43698342142648194,False
ss_sort_4221.c,xcu200-fsgd2104-2-e,5.0,1.067535,174,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline_1,pipeline,unroll_8,unroll,pipeline_1,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4222.c,xcu200-fsgd2104-2-e,5.0,1.067535,34,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll,unroll_2,unroll,1.0,0.9971817361130092,False
ss_sort_4223.c,xcu200-fsgd2104-2-e,5.0,1.067765,34,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.996587621241556,False
ss_sort_4224.c,xcu200-fsgd2104-2-e,5.0,1.067765,37,1,1,1,1,unroll_4,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.0,0.996587621241556,False
ss_sort_4225.c,xcu200-fsgd2104-2-e,5.0,1.067755,40,1,1,1,1,unroll_8,unroll_16,pipeline_1,pipeline,pipeline_1,unroll,unroll,pipeline,pipeline_1,unroll,1.0,0.996613448231153,False
ss_sort_4226.c,xcu200-fsgd2104-2-e,5.0,1.069035,40,1,1,1,1,unroll_8,unroll_8,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll_4,pipeline_1,unroll,1.0,0.9933106170091914,False
ss_sort_4227.c,xcu200-fsgd2104-2-e,5.0,1.067755,44,1,1,1,1,unroll_8,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.996613448231153,False
ss_sort_4228.c,xcu200-fsgd2104-2-e,5.0,1.069375,44,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline_1,unroll_16,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.9924343268964095,False
ss_sort_4229.c,xcu200-fsgd2104-2-e,5.0,1.070235,46,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline,unroll_16,unroll,unroll,unroll,pipeline_1,unroll,1.0,0.9902197477882055,False
ss_sort_4230.c,xcu200-fsgd2104-2-e,5.0,1.067765,36,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,pipeline,unroll_8,unroll,unroll,unroll_2,unroll,1.0,0.996587621241556,False
ss_sort_4231.c,xcu200-fsgd2104-2-e,5.0,1.067535,43,1,1,1,1,unroll_8,unroll_16,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.9971817361130092,False
ss_sort_4232.c,xcu200-fsgd2104-2-e,5.0,1.067535,39,1,1,1,1,unroll_8,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,unroll_2,unroll,unroll,1.0,0.9971817361130092,False
ss_sort_4233.c,xcu200-fsgd2104-2-e,5.0,1.067675,46,1,1,1,1,unroll_8,unroll_16,unroll_4,pipeline_1,pipeline,unroll,unroll,unroll,pipeline_1,unroll,1.0,0.9968200775391781,False
ss_sort_4234.c,xcu200-fsgd2104-2-e,5.0,1.254795,55,1,1,1,1,unroll_2,unroll_16,unroll_32,pipeline,unroll_16,unroll_16,unroll,unroll_4,pipeline_1,unroll,1.0,0.5786084758100549,False
ss_sort_4235.c,xcu200-fsgd2104-2-e,5.0,1.254795,55,1,1,1,1,unroll_2,unroll_16,unroll_32,pipeline_1,unroll_16,unroll_16,unroll,unroll_2,pipeline_1,unroll,1.0,0.5786084758100549,False
ss_sort_4236.c,xcu200-fsgd2104-2-e,5.0,1.067765,33,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll,1.0,0.996587621241556,False
ss_sort_4237.c,xcu200-fsgd2104-2-e,5.0,1.067035,53,1,1,1,1,unroll_8,unroll_32,unroll_4,pipeline_1,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,1.0,0.9984739690433146,False
ss_sort_4238.c,xcu200-fsgd2104-2-e,5.0,1.067455,147,1,1,1,4,unroll_32,unroll_32,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll,unroll_2,unroll,1.75,0.5702118458084566,False
ss_sort_4239.c,xcu200-fsgd2104-2-e,5.0,1.067115,47,1,1,1,1,unroll_8,unroll_32,pipeline,pipeline,pipeline,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.9982671492819701,False
ss_sort_4240.c,xcu200-fsgd2104-2-e,5.0,1.067675,75,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline,unroll_64,unroll,unroll,unroll,unroll,unroll,1.0,0.9968200775391781,False
ss_sort_4241.c,xcu200-fsgd2104-2-e,5.0,1.067765,46,1,1,1,1,unroll_8,unroll_16,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.996587621241556,False
ss_sort_4242.c,xcu200-fsgd2104-2-e,5.0,1.067535,42,1,1,1,1,unroll_8,unroll_16,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.9971817361130092,False
ss_sort_4243.c,xcu200-fsgd2104-2-e,5.0,1.067115,189,1,1,1,5,unroll_64,unroll_32,pipeline_1,pipeline,pipeline,unroll_16,unroll,unroll_2,unroll,unroll,2.0,0.4370252939499969,False
ss_sort_4244.c,xcu200-fsgd2104-2-e,5.0,1.067535,195,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,2.0,0.437023052030055,False
ss_sort_4245.c,xcu200-fsgd2104-2-e,5.0,1.087295,37,1,1,1,1,unroll_2,unroll_32,pipeline,unroll_2,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.9468572768881192,False
ss_sort_4246.c,xcu200-fsgd2104-2-e,5.0,1.067755,36,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll,pipeline_1,unroll,unroll,1.0,0.996613448231153,False
ss_sort_4247.c,xcu200-fsgd2104-2-e,5.0,1.069035,33,1,1,1,1,unroll_2,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,1.0,0.9933106170091914,False
ss_sort_4248.c,xcu200-fsgd2104-2-e,5.0,1.067755,44,1,1,1,1,unroll_8,unroll_16,pipeline,pipeline,pipeline,unroll,unroll,pipeline,unroll,unroll_2,1.0,0.996613448231153,False
ss_sort_4249.c,xcu200-fsgd2104-2-e,5.0,1.066815,159,1,1,1,4,unroll_32,unroll_32,unroll_32,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.75,0.5702163854244642,False
ss_sort_4250.c,xcu200-fsgd2104-2-e,5.0,1.070155,53,1,1,1,1,unroll_8,unroll_16,unroll_4,pipeline,unroll_16,unroll_16,unroll,unroll,pipeline_1,unroll,1.0,0.9904256390896168,False
ss_sort_4251.c,xcu200-fsgd2104-2-e,5.0,1.070245,46,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,unroll_16,unroll_8,unroll,unroll_4,unroll,unroll,1.0,0.9901940130494358,False
ss_sort_4252.c,xcu200-fsgd2104-2-e,5.0,1.067765,178,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,unroll,2.0,0.43702137671966335,False
ss_sort_4253.c,xcu200-fsgd2104-2-e,5.0,1.067765,33,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,pipeline,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.996587621241556,False
ss_sort_4254.c,xcu200-fsgd2104-2-e,5.0,1.069375,39,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline,unroll_16,unroll_8,unroll,unroll_4,unroll,unroll,1.0,0.9924343268964095,False
ss_sort_4255.c,xcu200-fsgd2104-2-e,5.0,1.067755,184,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,2.0,0.4370214561457759,False
ss_sort_4256.c,xcu200-fsgd2104-2-e,5.0,1.067535,197,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4257.c,xcu200-fsgd2104-2-e,5.0,1.067455,96,1,1,1,2,unroll_8,unroll_16,unroll_32,pipeline,pipeline_1,unroll_8,unroll,unroll,pipeline_1,unroll,1.25,0.9017134772834015,False
ss_sort_4258.c,xcu200-fsgd2104-2-e,5.0,1.067535,174,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,pipeline_1,unroll,2.0,0.437023052030055,False
ss_sort_4259.c,xcu200-fsgd2104-2-e,5.0,1.067535,187,1,1,1,5,unroll_64,unroll_16,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll,unroll,unroll,2.0,0.437023052030055,False
ss_sort_4260.c,xcu200-fsgd2104-2-e,5.0,1.067535,171,1,1,1,5,unroll_64,unroll_16,pipeline,pipeline_1,pipeline,unroll_8,unroll,unroll_4,pipeline_1,unroll,2.0,0.437023052030055,False
ss_sort_4261.c,xcu200-fsgd2104-2-e,5.0,1.067115,35,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.9982671492819701,False
ss_sort_4262.c,xcu200-fsgd2104-2-e,5.0,1.067765,35,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,1.0,0.996587621241556,False
ss_sort_4263.c,xcu200-fsgd2104-2-e,5.0,1.067765,35,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll,1.0,0.996587621241556,False
ss_sort_4264.c,xcu200-fsgd2104-2-e,5.0,1.068815,43,1,1,1,1,unroll_8,unroll_8,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.9938778573977887,False
ss_sort_4265.c,xcu200-fsgd2104-2-e,5.0,1.067755,43,1,1,1,1,unroll_8,unroll_16,pipeline_1,pipeline_1,pipeline,unroll_16,unroll,unroll,unroll,unroll,1.0,0.996613448231153,False
ss_sort_4266.c,xcu200-fsgd2104-2-e,5.0,1.067115,46,1,1,1,1,unroll_8,unroll_32,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.9982671492819701,False
ss_sort_4267.c,xcu200-fsgd2104-2-e,5.0,1.067755,32,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,1.0,0.996613448231153,False
ss_sort_4268.c,xcu200-fsgd2104-2-e,5.0,1.067535,32,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline,pipeline,unroll_8,unroll,unroll,unroll,unroll,1.0,0.9971817361130092,False
ss_sort_4269.c,xcu200-fsgd2104-2-e,5.0,1.108415,40,1,1,1,1,unroll_4,unroll_16,pipeline,unroll_2,pipeline_1,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.894674998079856,False
ss_sort_4270.c,xcu200-fsgd2104-2-e,5.0,1.067115,35,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline,pipeline_1,unroll,unroll,unroll,pipeline_1,unroll,1.0,0.9982671492819701,False
ss_sort_4271.c,xcu200-fsgd2104-2-e,5.0,1.067595,90,1,1,1,2,unroll_8,unroll_32,unroll_4,pipeline_1,unroll_64,unroll_16,unroll,unroll,unroll,unroll,1.25,0.9015401379766909,False
ss_sort_4272.c,xcu200-fsgd2104-2-e,5.0,1.067455,93,1,1,1,2,unroll_8,unroll_16,unroll_32,pipeline,pipeline,unroll_8,unroll,unroll,unroll,unroll,1.25,0.9017134772834015,False
ss_sort_4273.c,xcu200-fsgd2104-2-e,5.0,1.067765,34,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll_2,unroll,1.0,0.996587621241556,False
ss_sort_4274.c,xcu200-fsgd2104-2-e,5.0,1.067115,37,1,1,1,1,unroll_2,unroll_32,pipeline,pipeline_1,pipeline,unroll_16,unroll,unroll,pipeline_1,unroll,1.0,0.9982671492819701,False
ss_sort_4275.c,xcu200-fsgd2104-2-e,5.0,1.067765,34,1,1,1,1,unroll_4,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.996587621241556,False
ss_sort_4276.c,xcu200-fsgd2104-2-e,5.0,1.067765,37,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,unroll,unroll_2,unroll_2,1.0,0.996587621241556,False
ss_sort_4277.c,xcu200-fsgd2104-2-e,5.0,1.067755,32,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline,unroll_16,unroll,pipeline_1,unroll,unroll,1.0,0.996613448231153,False
ss_sort_4278.c,xcu200-fsgd2104-2-e,5.0,1.067755,36,1,1,1,1,unroll_2,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll_2,unroll,1.0,0.996613448231153,False
ss_sort_4279.c,xcu200-fsgd2104-2-e,5.0,1.067765,39,1,1,1,1,unroll_8,unroll_16,pipeline,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,1.0,0.996587621241556,False
ss_sort_4280.c,xcu200-fsgd2104-2-e,5.0,1.069045,35,1,1,1,1,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll_2,unroll,1.0,0.9932848376329244,False
ss_sort_4281.c,xcu200-fsgd2104-2-e,5.0,1.067455,128,1,1,1,4,unroll_32,unroll_32,pipeline,pipeline,unroll_64,unroll_8,unroll,unroll,unroll,unroll,1.75,0.5702118458084566,False
ss_sort_4282.c,xcu200-fsgd2104-2-e,5.0,1.069045,32,1,1,1,1,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.9932848376329244,False
ss_sort_4283.c,xcu200-fsgd2104-2-e,5.0,1.067765,85,1,1,1,3,unroll_32,unroll_16,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll,1.5,0.7255161793058154,False
ss_sort_4284.c,xcu200-fsgd2104-2-e,5.0,1.067685,40,1,1,1,1,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.0,0.9967942475737479,False
ss_sort_4285.c,xcu200-fsgd2104-2-e,5.0,1.067755,37,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline_1,unroll_16,unroll,unroll,unroll,unroll,1.0,0.996613448231153,False
ss_sort_4286.c,xcu200-fsgd2104-2-e,5.0,1.066895,200,1,1,1,5,unroll_64,unroll_32,pipeline_1,pipeline_1,pipeline,unroll_8,unroll,unroll_2,unroll,unroll,2.0,0.4370260467359621,False
ss_sort_4287.c,xcu200-fsgd2104-2-e,5.0,1.067675,128,1,1,1,4,unroll_32,unroll_32,pipeline,pipeline,unroll_64,unroll_16,unroll,unroll_4,unroll_2,unroll,1.75,0.570209329496238,False
ss_sort_4288.c,xcu200-fsgd2104-2-e,5.0,1.067455,207,1,1,1,3,unroll_8,unroll_16,unroll_64,pipeline,pipeline,unroll_8,unroll,unroll,pipeline_1,unroll,1.5,0.7255238413092875,False
ss_sort_4289.c,xcu200-fsgd2104-2-e,5.0,1.067755,35,1,1,1,1,unroll_2,unroll_16,pipeline,pipeline_1,pipeline,unroll_16,unroll,unroll,unroll_2,unroll,1.0,0.996613448231153,False
