Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_4626.cpp,xcu200-fsgd2104-2-e,3.33,7.63857711,1106,3,3,10,25,block_8_1,block_2_1,cyclic_8_1,block_2_1,block_8_1,block_8_1,block_32_1,block_2_1,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,block_8_1,complete_1,unroll_64,unroll_8,unroll_32,unroll_4,10.25,0.11374088468205071,False
workload_4627.cpp,xcu200-fsgd2104-2-e,3.33,3.2267600100000005,126,3,1,1,3,cyclic_64_1,cyclic_16_1,cyclic_32_1,block_16_1,cyclic_32_1,block_16_1,cyclic_32_1,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_16,pipeline,2.0,0.7042236290243425,False
workload_4628.cpp,xcu200-fsgd2104-2-e,3.33,3.22614729,188,6,1,1,5,cyclic_8_1,block_64_1,block_2_1,cyclic_16_1,block_64_1,block_8_1,block_4_1,cyclic_128_1,block_16_1,cyclic_4_1,block_16_1,cyclic_16_1,block_16_1,complete_1,unroll_8,pipeline,unroll_16,pipeline,3.25,0.6070209462952875,False
workload_4629.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,925,4,10,7,10,cyclic_64_1,cyclic_4_1,block_2_1,block_8_1,block_2_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,7.75,0.26169743196506867,False
workload_4630.cpp,xcu200-fsgd2104-2-e,3.33,0.05773554,221,6,1,1,5,cyclic_128_1,block_64_1,block_4_1,block_2_1,block_32_1,cyclic_4_1,block_64_1,block_2_1,block_32_1,cyclic_16_1,block_64_1,cyclic_128_1,block_8_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,3.25,0.6875133104308854,False
workload_4631.cpp,xcu200-fsgd2104-2-e,3.33,7.645157190000001,1350,3,3,11,27,block_8_1,block_2_1,block_8_1,cyclic_16_1,block_8_1,block_8_1,block_4_1,block_4_1,block_128_1,block_64_1,block_32_1,cyclic_8_1,block_8_1,complete_1,unroll_64,unroll_16,unroll_32,unroll_4,11.0,0.10384339142385068,False
workload_4632.cpp,xcu200-fsgd2104-2-e,3.33,7.64265969,589,4,1,2,13,block_128_1,cyclic_4_1,cyclic_8_1,block_16_1,block_4_1,block_4_1,block_128_1,block_2_1,block_128_1,cyclic_8_1,block_32_1,cyclic_2_1,block_32_1,complete_1,unroll_16,unroll_2,unroll_32,unroll_4,5.0,0.3148590219089614,False
workload_4633.cpp,xcu200-fsgd2104-2-e,3.33,0.06114546,211,6,1,1,5,cyclic_64_1,cyclic_128_1,cyclic_64_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_2_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_4,pipeline,3.25,0.6875129316609283,False
workload_4634.cpp,xcu200-fsgd2104-2-e,3.33,10.69354575,1736,2,1,2,9,cyclic_2_1,block_4_1,cyclic_64_1,cyclic_8_1,cyclic_2_1,block_128_1,block_128_1,cyclic_64_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_16_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_2,3.5,0.2626578039808456,False
workload_4635.cpp,xcu200-fsgd2104-2-e,3.33,11.39259933,1169,6,1,4,16,cyclic_64_1,block_64_1,block_4_1,cyclic_8_1,cyclic_2_1,block_32_1,block_64_1,block_32_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_64_1,block_16_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_2,6.75,0.15565598023791874,False
workload_4636.cpp,xcu200-fsgd2104-2-e,3.33,2.90104605,101,1,1,1,3,cyclic_4_1,block_16_1,cyclic_8_1,block_64_1,cyclic_4_1,block_8_1,block_8_1,block_4_1,block_16_1,cyclic_16_1,block_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_32,pipeline,1.5,0.751636280424788,False
workload_4637.cpp,xcu200-fsgd2104-2-e,3.33,3.21803541,178,3,1,1,4,cyclic_64_1,block_16_1,cyclic_64_1,cyclic_64_1,cyclic_4_1,cyclic_4_1,cyclic_64_1,block_2_1,block_2_1,block_4_1,block_32_1,cyclic_128_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll_8,pipeline,2.25,0.6886269724918412,False
workload_4638.cpp,xcu200-fsgd2104-2-e,3.33,0.05702292,204,4,1,1,5,cyclic_4_1,cyclic_8_1,block_4_1,block_2_1,block_32_1,block_64_1,block_128_1,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,unroll_8,pipeline,unroll_2,pipeline_1,2.75,0.7512177388332373,False
workload_4639.cpp,xcu200-fsgd2104-2-e,3.33,10.63632969,254,1,1,1,5,block_2_1,cyclic_16_1,cyclic_32_1,block_16_1,block_4_1,cyclic_64_1,block_16_1,block_64_1,block_64_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,2.0,0.29230490481204563,False
workload_4640.cpp,xcu200-fsgd2104-2-e,3.33,2.5454420100000004,194,2,1,1,5,cyclic_2_1,block_4_1,block_4_1,block_2_1,block_32_1,block_128_1,cyclic_8_1,cyclic_64_1,block_32_1,cyclic_16_1,block_64_1,cyclic_128_1,block_8_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,2.25,0.7284755714743191,False
workload_4641.cpp,xcu200-fsgd2104-2-e,3.33,0.06114546,459,3,1,3,8,cyclic_4_1,cyclic_4_1,block_2_1,block_16_1,cyclic_8_1,block_16_1,block_16_1,block_64_1,block_128_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_4,pipeline,3.75,0.627086942140398,False
workload_4642.cpp,xcu200-fsgd2104-2-e,3.33,0.06043284,401,6,1,1,10,cyclic_64_1,block_64_1,cyclic_128_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,block_16_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_2,unroll_2,4.5,0.5425947693564758,False
workload_4643.cpp,xcu200-fsgd2104-2-e,3.33,6.267369690000001,202,1,1,1,5,block_2_1,cyclic_16_1,block_4_1,block_64_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,block_32_1,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,2.0,0.5122301208498765,False
workload_4644.cpp,xcu200-fsgd2104-2-e,3.33,2.21373405,378,3,1,4,9,cyclic_4_1,cyclic_4_1,block_32_1,block_16_1,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,cyclic_128_1,block_128_1,cyclic_32_1,cyclic_128_1,complete_1,pipeline_1,pipeline,unroll_64,pipeline_1,4.25,0.5437570499219989,False
workload_4645.cpp,xcu200-fsgd2104-2-e,3.33,0.06109884,86,1,1,1,2,cyclic_4_1,cyclic_16_1,block_2_1,block_16_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,block_4_1,block_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1.25,0.9619951477316092,False
workload_4646.cpp,xcu200-fsgd2104-2-e,3.33,5.9700406500000005,175,6,1,1,5,cyclic_8_1,block_64_1,cyclic_32_1,block_64_1,block_64_1,cyclic_64_1,block_16_1,cyclic_4_1,block_16_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,3.25,0.47612401422087025,False
workload_4647.cpp,xcu200-fsgd2104-2-e,3.33,2.8908828900000003,171,1,1,1,4,cyclic_4_1,cyclic_16_1,cyclic_32_1,block_16_1,block_16_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline,unroll_16,pipeline,1.75,0.7409839910861267,False
workload_4648.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,592,3,1,3,9,cyclic_64_1,block_2_1,block_4_1,cyclic_2_1,cyclic_32_1,block_8_1,block_8_1,block_4_1,block_64_1,block_64_1,block_128_1,cyclic_32_1,cyclic_64_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline_1,4.0,0.5981035607144458,False
workload_4649.cpp,xcu200-fsgd2104-2-e,3.33,5.96748321,173,3,1,1,4,cyclic_64_1,cyclic_16_1,cyclic_32_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_64_1,block_64_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,2.25,0.5219334586501516,False
workload_4650.cpp,xcu200-fsgd2104-2-e,3.33,0.06114546,193,6,1,1,5,cyclic_32_1,cyclic_128_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,block_32_1,block_4_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,3.25,0.6875129316609283,False
workload_4653.cpp,xcu200-fsgd2104-2-e,3.33,2.85327387,1068,3,13,8,13,cyclic_64_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,cyclic_2_1,block_4_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline,unroll_16,pipeline,9.25,0.1715544585453896,False
workload_4654.cpp,xcu200-fsgd2104-2-e,3.33,13.91667273,166,1,1,1,4,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_32_1,cyclic_2_1,block_64_1,cyclic_4_1,block_16_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,1.75,0.1818384589243885,False
workload_4655.cpp,xcu200-fsgd2104-2-e,3.33,0.05702292,1749,2,1,8,13,block_2_1,cyclic_4_1,block_2_1,cyclic_8_1,block_4_1,block_16_1,block_16_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,6.0,0.39573885255014385,False
workload_4656.cpp,xcu200-fsgd2104-2-e,3.33,18.34226271,263,4,4,3,8,block_4_1,cyclic_8_1,block_2_1,cyclic_2_1,block_4_1,block_16_1,block_128_1,cyclic_128_1,block_64_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,unroll_8,unroll_8,unroll_16,4.75,0.10071731541484912,False
workload_4657.cpp,xcu200-fsgd2104-2-e,3.33,2.90171871,237,4,1,1,6,cyclic_32_1,block_4_1,cyclic_128_1,cyclic_32_1,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_64_1,cyclic_2_1,cyclic_128_1,block_32_1,block_4_1,block_8_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline,3.0,0.6438929334988217,False
workload_4658.cpp,xcu200-fsgd2104-2-e,3.33,2.21204907,335,3,1,4,8,cyclic_4_1,cyclic_4_1,block_2_1,block_64_1,cyclic_2_1,block_16_1,block_32_1,cyclic_128_1,cyclic_2_1,cyclic_128_1,block_128_1,cyclic_32_1,cyclic_32_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,4.0,0.5691354576294823,False
workload_4659.cpp,xcu200-fsgd2104-2-e,3.33,0.05706954,151,4,1,1,4,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_4,pipeline,2.5,0.7842992771789761,False
workload_4660.cpp,xcu200-fsgd2104-2-e,3.33,2.5454420100000004,159,2,1,1,4,cyclic_2_1,block_4_1,cyclic_32_1,block_2_1,cyclic_32_1,block_64_1,block_128_1,cyclic_4_1,block_32_1,cyclic_16_1,block_64_1,cyclic_4_1,block_8_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,2.0,0.7481500656103289,False
workload_4661.cpp,xcu200-fsgd2104-2-e,3.33,0.05432562,153,6,1,1,4,cyclic_128_1,cyclic_8_1,block_4_1,block_2_1,block_2_1,cyclic_32_1,block_64_1,block_64_1,block_32_1,block_16_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_2,pipeline,unroll_4,unroll_2,3.0,0.7189558868806364,False
workload_4662.cpp,xcu200-fsgd2104-2-e,3.33,2.57317425,144,2,1,1,5,block_2_1,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_32_1,block_8_1,block_4_1,cyclic_128_1,block_32_1,cyclic_4_1,block_16_1,cyclic_4_1,block_16_1,complete_1,unroll_8,pipeline,unroll_16,pipeline,2.25,0.7268809891715242,False
workload_4663.cpp,xcu200-fsgd2104-2-e,3.33,7.31762505,478,4,3,3,11,cyclic_64_1,block_4_1,block_2_1,cyclic_32_1,cyclic_4_1,block_16_1,block_64_1,block_128_1,block_2_1,cyclic_128_1,cyclic_32_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_16,unroll_16,5.25,0.3124016293443852,False
workload_4664.cpp,xcu200-fsgd2104-2-e,3.33,2.92053321,247,4,1,1,6,block_32_1,block_4_1,block_32_1,cyclic_32_1,cyclic_32_1,cyclic_16_1,cyclic_4_1,block_128_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_16,pipeline_1,3.0,0.643043828973131,False
workload_4665.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,146,3,3,2,6,block_16_1,cyclic_8_1,cyclic_8_1,block_4_1,block_2_1,block_16_1,block_16_1,cyclic_128_1,block_16_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,3.5,0.6568904899136784,False
workload_4666.cpp,xcu200-fsgd2104-2-e,3.33,6.97663305,295,3,1,1,7,cyclic_4_1,cyclic_4_1,block_2_1,block_16_1,cyclic_64_1,block_16_1,cyclic_2_1,cyclic_128_1,block_64_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_2,pipeline,unroll_64,unroll_16,3.0,0.43817953348641536,False
workload_4667.cpp,xcu200-fsgd2104-2-e,3.33,0.06114546,275,4,1,2,6,cyclic_64_1,cyclic_4_1,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_16_1,block_16_1,block_64_1,block_64_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,unroll_16,unroll_4,unroll_8,3.25,0.6875129316609283,False
workload_4668.cpp,xcu200-fsgd2104-2-e,3.33,5.92102305,119,2,1,1,3,block_2_1,cyclic_4_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_8_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,1.75,0.5394279130821518,False
workload_4669.cpp,xcu200-fsgd2104-2-e,3.33,6.25993713,551,1,1,6,14,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_8_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_32,pipeline,unroll_64,unroll_8,5.5,0.3300268406323068,False
workload_4670.cpp,xcu200-fsgd2104-2-e,3.33,2.91645729,187,4,1,1,5,block_4_1,block_64_1,block_2_1,block_64_1,cyclic_4_1,block_16_1,block_128_1,cyclic_128_1,block_16_1,cyclic_16_1,block_16_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,pipeline,unroll_16,pipeline,2.75,0.6656503556546021,False
workload_4671.cpp,xcu200-fsgd2104-2-e,3.33,6.281355690000001,269,1,1,1,6,block_2_1,cyclic_16_1,cyclic_32_1,block_64_1,block_4_1,block_8_1,block_16_1,block_64_1,block_64_1,cyclic_2_1,cyclic_16_1,block_4_1,block_2_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_8,2.25,0.5038164992371092,False
workload_4672.cpp,xcu200-fsgd2104-2-e,3.33,2.33579187,1694,2,1,8,13,block_2_1,cyclic_4_1,block_2_1,cyclic_8_1,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_8_1,block_128_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,6.0,0.3803711648329665,False
workload_4673.cpp,xcu200-fsgd2104-2-e,3.33,2.5122818700000003,1021,4,11,7,11,cyclic_64_1,cyclic_4_1,cyclic_32_1,block_8_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_8_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,pipeline,unroll_16,pipeline,8.25,0.22255599687312322,False
workload_4674.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,889,4,10,7,11,cyclic_64_1,cyclic_4_1,block_4_1,block_8_1,block_2_1,cyclic_2_1,cyclic_2_1,block_4_1,cyclic_2_1,block_16_1,block_8_1,cyclic_8_1,block_16_1,complete_1,pipeline_1,unroll_8,unroll_2,unroll_2,8.0,0.24582696405502175,False
workload_4675.cpp,xcu200-fsgd2104-2-e,3.33,2.91816225,103,1,1,1,3,block_2_1,cyclic_16_1,block_8_1,block_64_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,pipeline,1.5,0.7503763685771024,False
workload_4676.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,116,2,1,1,3,cyclic_4_1,block_2_1,block_4_1,block_2_1,block_32_1,block_8_1,cyclic_8_1,cyclic_64_1,block_32_1,cyclic_16_1,block_64_1,cyclic_128_1,block_8_1,complete_1,unroll_2,pipeline,unroll_2,pipeline_1,1.75,0.8884610871129073,False
workload_4677.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,138,3,1,1,3,block_16_1,cyclic_8_1,cyclic_16_1,block_4_1,block_2_1,block_16_1,block_16_1,cyclic_128_1,block_16_1,block_16_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,pipeline,unroll_2,unroll_8,2.0,0.8529209324929443,False
workload_4678.cpp,xcu200-fsgd2104-2-e,3.33,3.2362305300000003,151,3,1,1,3,cyclic_64_1,cyclic_16_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_16_1,cyclic_4_1,block_64_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_64,pipeline,2.0,0.7036059868991883,False
workload_4679.cpp,xcu200-fsgd2104-2-e,3.33,0.06114546,227,4,1,1,6,cyclic_4_1,cyclic_8_1,block_2_1,block_16_1,cyclic_8_1,block_16_1,block_128_1,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_8,pipeline,unroll_4,pipeline,3.0,0.7189552680645374,False
workload_4680.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,289,4,1,3,8,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_8_1,block_64_1,block_16_1,block_64_1,block_64_1,cyclic_4_1,block_64_1,cyclic_16_1,block_16_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline,4.0,0.5981035607144458,False
workload_4681.cpp,xcu200-fsgd2104-2-e,3.33,8.41836321,285,3,1,9,17,cyclic_4_1,cyclic_4_1,block_2_1,block_64_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_64,7.5,0.18337289652061062,False
workload_4682.cpp,xcu200-fsgd2104-2-e,3.33,2.91304737,152,1,1,1,4,block_2_1,cyclic_16_1,block_4_1,block_2_1,block_32_1,block_64_1,block_128_1,cyclic_64_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,1.75,0.7394433402023057,False
workload_4683.cpp,xcu200-fsgd2104-2-e,3.33,2.20693419,344,3,1,4,8,cyclic_4_1,cyclic_4_1,block_2_1,block_2_1,cyclic_2_1,block_16_1,block_128_1,cyclic_128_1,cyclic_2_1,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline,unroll_64,unroll_64,4.0,0.5692652322223107,False
workload_4684.cpp,xcu200-fsgd2104-2-e,3.33,2.88752625,267,4,1,3,11,cyclic_4_1,block_64_1,cyclic_128_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,block_16_1,block_4_1,cyclic_2_1,cyclic_16_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_16,pipeline,4.75,0.4799800891609308,False
workload_4685.cpp,xcu200-fsgd2104-2-e,3.33,0.05773554,207,6,1,1,6,cyclic_32_1,cyclic_128_1,block_2_1,cyclic_32_1,block_4_1,cyclic_4_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,cyclic_32_1,block_32_1,block_4_1,block_16_1,complete_1,unroll_8,unroll_2,unroll_4,pipeline,3.5,0.6568904867218276,False
workload_4686.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,618,3,1,3,9,cyclic_64_1,block_2_1,block_4_1,cyclic_2_1,cyclic_32_1,block_16_1,block_8_1,block_4_1,block_64_1,block_64_1,block_64_1,cyclic_32_1,cyclic_64_1,complete_1,unroll_8,unroll_16,unroll_2,pipeline_1,4.0,0.5981035607144458,False
workload_4687.cpp,xcu200-fsgd2104-2-e,3.33,0.053613,948,4,10,6,10,cyclic_64_1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,7.5,0.2783875062024246,False
workload_4688.cpp,xcu200-fsgd2104-2-e,3.33,0.06109884,1106,3,10,7,11,cyclic_64_1,cyclic_16_1,block_2_1,block_8_1,cyclic_32_1,cyclic_16_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline,7.75,0.26169736625844364,False
workload_4689.cpp,xcu200-fsgd2104-2-e,3.33,0.05768892,168,3,3,3,6,block_16_1,cyclic_8_1,cyclic_8_1,block_4_1,block_2_1,block_16_1,block_16_1,cyclic_128_1,cyclic_2_1,cyclic_2_1,block_128_1,cyclic_16_1,cyclic_32_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_16,3.75,0.6270872384970442,False
workload_4690.cpp,xcu200-fsgd2104-2-e,3.33,0.05773554,215,4,1,1,5,cyclic_4_1,cyclic_8_1,block_4_1,block_2_1,block_32_1,block_16_1,block_128_1,cyclic_128_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_128_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,2.75,0.7512176695843378,False
workload_4691.cpp,xcu200-fsgd2104-2-e,3.33,2.90061981,109,1,1,1,3,cyclic_4_1,block_16_1,cyclic_8_1,block_64_1,cyclic_4_1,block_8_1,block_8_1,block_4_1,block_16_1,cyclic_16_1,block_16_1,block_4_1,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_32,pipeline,1.5,0.7516676633415799,False
workload_4692.cpp,xcu200-fsgd2104-2-e,3.33,2.55055689,158,2,1,1,4,cyclic_2_1,block_4_1,cyclic_32_1,block_64_1,cyclic_32_1,block_64_1,block_32_1,cyclic_4_1,block_32_1,cyclic_16_1,block_64_1,cyclic_32_1,block_8_1,complete_1,unroll_2,pipeline,unroll_64,pipeline_1,2.0,0.7478262704934452,False
workload_4693.cpp,xcu200-fsgd2104-2-e,3.33,5.28635169,158,2,1,1,4,cyclic_2_1,block_4_1,cyclic_32_1,block_64_1,block_4_1,cyclic_16_1,block_16_1,cyclic_4_1,block_4_1,cyclic_16_1,block_64_1,cyclic_128_1,block_2_1,complete_1,unroll_2,pipeline,unroll_64,unroll_8,2.0,0.5716884015857405,False
workload_4694.cpp,xcu200-fsgd2104-2-e,3.33,0.06047946,118,2,1,1,3,block_2_1,cyclic_4_1,cyclic_32_1,block_64_1,block_4_1,block_16_1,block_16_1,block_64_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline,unroll_4,unroll_8,1.75,0.8884600757247635,False
workload_4695.cpp,xcu200-fsgd2104-2-e,3.33,0.06047946,165,4,1,1,4,cyclic_64_1,cyclic_4_1,block_2_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_128_1,block_4_1,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_4,pipeline,2.5,0.7842987340860279,False
workload_4696.cpp,xcu200-fsgd2104-2-e,3.33,0.05702292,955,3,1,3,8,cyclic_4_1,cyclic_4_1,block_4_1,block_2_1,block_32_1,block_64_1,block_16_1,block_64_1,block_4_1,cyclic_16_1,cyclic_2_1,cyclic_128_1,block_2_1,complete_1,unroll_2,unroll_32,unroll_2,pipeline_1,3.75,0.6270872753198204,False
workload_4699.cpp,xcu200-fsgd2104-2-e,3.33,0.06043284,93,3,1,1,2,cyclic_64_1,cyclic_16_1,cyclic_32_1,block_16_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_2,1.75,0.8884600968583889,False
workload_4700.cpp,xcu200-fsgd2104-2-e,3.33,0.054279,71,2,1,1,1,block_2_1,cyclic_4_1,block_2_1,block_2_1,block_4_1,block_16_1,block_16_1,block_4_1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_8_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,1.25,0.9620009234020162,False
workload_4701.cpp,xcu200-fsgd2104-2-e,3.33,0.05773554,238,6,1,1,5,cyclic_128_1,block_64_1,block_4_1,block_2_1,block_32_1,cyclic_4_1,block_64_1,block_2_1,block_32_1,cyclic_16_1,block_128_1,cyclic_128_1,block_8_1,complete_1,unroll_2,pipeline,unroll_4,pipeline_1,3.25,0.6875133104308854,False
