Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
workload_3806.cpp,xcu200-fsgd2104-2-e,5.0,0.1718,138,1,1,1,2,cyclic_64_1,block_16_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,1.25,0.7951844867181369,False
workload_3807.cpp,xcu200-fsgd2104-2-e,5.0,0.14149,632,1,1,1,3,cyclic_128_1,block_4_1,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,1.5,0.8855242473855729,False
workload_3808.cpp,xcu200-fsgd2104-2-e,5.0,0.115935,457,1,2,5,7,block_4_1,block_32_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline_1,unroll_8,3.75,0.7649864104505675,False
workload_3809.cpp,xcu200-fsgd2104-2-e,5.0,0.10902,122,1,2,1,2,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1.5,0.9734175278103888,False
workload_3810.cpp,xcu200-fsgd2104-2-e,5.0,0.56644,210,1,1,1,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,unroll_4,unroll_8,1.25,0.11266036095594897,False
workload_3811.cpp,xcu200-fsgd2104-2-e,5.0,0.14014,226,1,1,2,3,cyclic_32_1,cyclic_2_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_2,1.75,0.8829280250423738,False
workload_3812.cpp,xcu200-fsgd2104-2-e,5.0,0.54204,223,1,2,1,3,block_4_1,cyclic_8_1,block_64_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,1.75,0.12439817854854347,False
workload_3813.cpp,xcu200-fsgd2104-2-e,5.0,0.14637,1403,1,1,5,5,block_2_1,block_16_1,cyclic_2_1,complete_1,complete_1,block_8_1,unroll,pipeline,3.0,0.7961370481468512,False
workload_3814.cpp,xcu200-fsgd2104-2-e,5.0,0.10977,168,1,2,3,4,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_2_1,block_2_1,pipeline_1,pipeline_1,2.5,0.8847360237548454,False
workload_3815.cpp,xcu200-fsgd2104-2-e,5.0,0.115935,343,1,2,4,5,block_4_1,block_32_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,pipeline_1,unroll_4,3.0,0.834477506207643,False
workload_3816.cpp,xcu200-fsgd2104-2-e,5.0,0.1958,214,1,1,1,3,cyclic_128_1,block_64_1,cyclic_16_1,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,1.5,0.7223577094302656,False
workload_3817.cpp,xcu200-fsgd2104-2-e,5.0,0.13633,148,1,1,1,1,cyclic_16_1,block_16_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_4_1,pipeline,pipeline_1,1.0,0.9087880577431035,False
workload_3818.cpp,xcu200-fsgd2104-2-e,5.0,0.17172,234,1,1,1,4,cyclic_128_1,cyclic_32_1,cyclic_64_1,block_4_1,complete_1,block_2_1,unroll_4,pipeline_1,1.75,0.7893750071228101,False
workload_3819.cpp,xcu200-fsgd2104-2-e,5.0,0.11489,188,1,2,2,4,block_4_1,cyclic_2_1,block_16_1,cyclic_8_1,block_8_1,complete_1,pipeline,unroll_8,2.25,0.9070490443716516,False
workload_3820.cpp,xcu200-fsgd2104-2-e,5.0,0.140525,355,1,2,4,6,block_8_1,cyclic_64_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_2,3.25,0.7867582729322704,False
workload_3821.cpp,xcu200-fsgd2104-2-e,5.0,0.35444,206,1,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_4_1,complete_1,complete_1,unroll_8,unroll_2,1.25,0.3501756879854997,False
workload_3822.cpp,xcu200-fsgd2104-2-e,5.0,0.14897,1239,1,1,3,13,cyclic_4_1,cyclic_128_1,cyclic_128_1,cyclic_4_1,cyclic_2_1,block_4_1,unroll_32,pipeline,4.5,0.6765944809543075,False
workload_3823.cpp,xcu200-fsgd2104-2-e,5.0,0.115805,210,1,1,1,2,cyclic_4_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,1.25,0.971116512105753,False
workload_3824.cpp,xcu200-fsgd2104-2-e,5.0,0.17172,193,1,1,1,2,cyclic_16_1,block_4_1,cyclic_128_1,cyclic_8_1,complete_1,block_2_1,unroll_4,pipeline_1,1.25,0.7954274953135961,False
workload_3825.cpp,xcu200-fsgd2104-2-e,5.0,0.1854,321,1,2,1,5,block_16_1,cyclic_128_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_2,pipeline_1,2.25,0.7389376441710406,False
workload_3826.cpp,xcu200-fsgd2104-2-e,5.0,0.14732,1474,1,1,5,6,block_2_1,block_16_1,cyclic_4_1,block_4_1,complete_1,block_8_1,unroll,pipeline,3.25,0.7758982574694043,False
workload_3827.cpp,xcu200-fsgd2104-2-e,5.0,0.140745,124,1,1,1,1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,cyclic_2_1,block_4_1,pipeline,unroll_2,1.0,0.8943287037238752,False
workload_3828.cpp,xcu200-fsgd2104-2-e,5.0,0.140745,126,1,1,1,1,cyclic_32_1,cyclic_2_1,cyclic_8_1,complete_1,block_8_1,block_4_1,pipeline,pipeline_1,1.0,0.8943287037238752,False
workload_3829.cpp,xcu200-fsgd2104-2-e,5.0,0.113805,131,1,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_64_1,complete_1,block_4_1,block_4_1,pipeline_1,unroll_2,1.75,0.9513263661871012,False
workload_3830.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,136,1,3,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,block_4_1,pipeline_1,unroll_8,1.75,0.9513163155893557,False
workload_3831.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,137,1,3,1,2,cyclic_4_1,cyclic_32_1,block_16_1,complete_1,cyclic_4_1,block_2_1,pipeline_1,unroll_4,1.75,0.9513163155893557,False
workload_3832.cpp,xcu200-fsgd2104-2-e,5.0,0.110335,102,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_2,1.0,0.9965676086314434,False
workload_3833.cpp,xcu200-fsgd2104-2-e,5.0,0.11414,119,1,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_8_1,cyclic_8_1,block_2_1,block_2_1,pipeline_1,unroll_8,1.25,0.975644919328296,False
workload_3834.cpp,xcu200-fsgd2104-2-e,5.0,0.109335,316,1,2,1,3,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_2_1,block_2_1,block_8_1,pipeline,unroll_4,1.75,0.9596147039872928,False
workload_3835.cpp,xcu200-fsgd2104-2-e,5.0,0.14756,201,1,1,1,2,cyclic_4_1,cyclic_16_1,cyclic_128_1,cyclic_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1.25,0.8705810928398158,False
workload_3836.cpp,xcu200-fsgd2104-2-e,5.0,0.114455,209,1,2,1,3,cyclic_2_1,block_128_1,cyclic_16_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline,unroll_2,1.75,0.950005763925189,False
workload_3837.cpp,xcu200-fsgd2104-2-e,5.0,0.114875,174,1,2,3,4,block_4_1,cyclic_8_1,cyclic_16_1,complete_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_4,2.5,0.8829106642454491,False
workload_3838.cpp,xcu200-fsgd2104-2-e,5.0,0.115195,153,1,2,3,4,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,2.5,0.8827083784063041,False
workload_3839.cpp,xcu200-fsgd2104-2-e,5.0,0.11581,152,1,1,1,1,cyclic_4_1,block_4_1,cyclic_64_1,block_4_1,complete_1,block_4_1,pipeline,pipeline_1,1.0,0.9777038581491712,False
workload_3840.cpp,xcu200-fsgd2104-2-e,5.0,0.11452,195,1,1,2,2,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_4,1.5,0.962598790014397,False
workload_3841.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,185,1,3,1,3,cyclic_4_1,cyclic_128_1,cyclic_128_1,complete_1,block_4_1,block_4_1,pipeline_1,pipeline_1,2.0,0.9318658633952002,False
workload_3842.cpp,xcu200-fsgd2104-2-e,5.0,0.14724,207,1,1,1,2,cyclic_4_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll_4,pipeline,1.25,0.8715984977911407,False
workload_3843.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,146,1,3,1,2,cyclic_4_1,cyclic_64_1,cyclic_64_1,complete_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1.75,0.9513163155893557,False
workload_3844.cpp,xcu200-fsgd2104-2-e,5.0,0.5906,340,1,1,1,4,cyclic_128_1,cyclic_128_1,block_8_1,cyclic_4_1,block_4_1,complete_1,unroll_4,unroll_8,1.75,0.10455001763806925,False
workload_3845.cpp,xcu200-fsgd2104-2-e,5.0,0.114935,252,1,2,4,5,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,cyclic_4_1,block_2_1,pipeline_1,pipeline_1,3.0,0.834906237893149,False
workload_3846.cpp,xcu200-fsgd2104-2-e,5.0,0.11581,189,1,1,1,1,cyclic_2_1,block_4_1,cyclic_128_1,block_4_1,cyclic_2_1,block_8_1,pipeline_1,unroll_2,1.0,0.9777038581491712,False
workload_3847.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,121,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,complete_1,complete_1,pipeline_1,unroll_8,1.0,0.9953557059353002,False
workload_3848.cpp,xcu200-fsgd2104-2-e,5.0,0.13913,245,1,7,3,4,cyclic_32_1,cyclic_32_1,block_64_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,3.75,0.7477802351582347,False
workload_3849.cpp,xcu200-fsgd2104-2-e,5.0,0.11585,310,1,1,3,4,cyclic_2_1,block_8_1,block_128_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,2.25,0.9061705524065284,False
workload_3850.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,121,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1.0,0.9953557059353002,False
workload_3851.cpp,xcu200-fsgd2104-2-e,5.0,0.134975,147,1,1,1,1,cyclic_32_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_2,1.0,0.9132519086592962,False
workload_3852.cpp,xcu200-fsgd2104-2-e,5.0,0.17076,206,1,1,1,2,cyclic_32_1,cyclic_2_1,block_128_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,pipeline,1.25,0.798346729214913,False
workload_3853.cpp,xcu200-fsgd2104-2-e,5.0,0.114455,205,1,2,1,3,cyclic_2_1,block_128_1,cyclic_8_1,cyclic_4_1,block_4_1,block_8_1,pipeline,unroll_8,1.75,0.950005763925189,False
workload_3854.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,132,1,3,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline_1,1.75,0.9513163155893557,False
workload_3855.cpp,xcu200-fsgd2104-2-e,5.0,0.17076,143,1,1,1,1,cyclic_32_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,pipeline,1.0,0.7994852290369842,False
workload_3856.cpp,xcu200-fsgd2104-2-e,5.0,0.13976,112,1,2,1,1,cyclic_16_1,cyclic_4_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_2,1.25,0.8955128569069436,False
workload_3857.cpp,xcu200-fsgd2104-2-e,5.0,0.140745,126,1,1,1,1,cyclic_32_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,pipeline,unroll_2,1.0,0.8943287037238752,False
workload_3858.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,160,1,3,1,3,cyclic_4_1,cyclic_32_1,cyclic_128_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,2.0,0.9318658633952002,False
workload_3859.cpp,xcu200-fsgd2104-2-e,5.0,0.109755,169,1,2,3,4,block_4_1,cyclic_8_1,cyclic_2_1,complete_1,cyclic_2_1,cyclic_4_1,pipeline,unroll_4,2.5,0.8847373880934774,False
workload_3860.cpp,xcu200-fsgd2104-2-e,5.0,0.109335,317,1,2,1,3,cyclic_2_1,block_128_1,cyclic_2_1,cyclic_4_1,block_2_1,block_8_1,pipeline,unroll_4,1.75,0.9596147039872928,False
workload_3861.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,161,1,3,1,3,cyclic_4_1,cyclic_32_1,cyclic_128_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,2.0,0.9318658633952002,False
workload_3862.cpp,xcu200-fsgd2104-2-e,5.0,0.115195,153,1,2,3,4,block_4_1,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,pipeline_1,2.5,0.8827083784063041,False
workload_3863.cpp,xcu200-fsgd2104-2-e,5.0,0.14014,230,1,1,2,3,cyclic_32_1,cyclic_2_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_4,1.75,0.8829280250423738,False
workload_3864.cpp,xcu200-fsgd2104-2-e,5.0,0.141485,700,1,1,1,3,cyclic_128_1,block_8_1,cyclic_128_1,block_8_1,block_8_1,complete_1,pipeline_1,unroll_2,1.5,0.8855396729906899,False
workload_3865.cpp,xcu200-fsgd2104-2-e,5.0,0.14149,512,1,1,1,2,cyclic_128_1,block_4_1,block_8_1,cyclic_4_1,block_4_1,block_2_1,pipeline_1,unroll_8,1.25,0.8899611798002525,False
workload_3866.cpp,xcu200-fsgd2104-2-e,5.0,0.141485,604,1,1,1,2,cyclic_128_1,block_8_1,block_16_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,1.25,0.8899772090271086,False
workload_3867.cpp,xcu200-fsgd2104-2-e,5.0,0.11077,234,1,2,2,4,block_4_1,block_16_1,cyclic_2_1,complete_1,block_2_1,cyclic_4_1,pipeline,unroll_2,2.25,0.9094262677673557,False
workload_3868.cpp,xcu200-fsgd2104-2-e,5.0,0.114475,120,1,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline_1,unroll_8,1.0,0.9822850226001185,False
workload_3869.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,122,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_2_1,pipeline_1,unroll_2,1.0,0.9953557059353002,False
workload_3870.cpp,xcu200-fsgd2104-2-e,5.0,0.14716,140,1,1,1,1,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_8_1,complete_1,cyclic_8_1,unroll_4,pipeline,1.0,0.8735516668518865,False
workload_3871.cpp,xcu200-fsgd2104-2-e,5.0,0.11452,195,1,1,2,2,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_2_1,complete_1,block_4_1,pipeline_1,unroll_4,1.5,0.962598790014397,False
workload_3872.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,120,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,complete_1,block_2_1,block_4_1,pipeline_1,unroll_4,1.0,0.9953557059353002,False
workload_3873.cpp,xcu200-fsgd2104-2-e,5.0,0.10902,122,1,2,1,2,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,1.5,0.9734175278103888,False
workload_3874.cpp,xcu200-fsgd2104-2-e,5.0,0.14748,147,1,1,1,1,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,cyclic_8_1,unroll_4,pipeline_1,1.0,0.8725224541632718,False
workload_3875.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,138,1,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_2,1.75,0.9513163155893557,False
workload_3876.cpp,xcu200-fsgd2104-2-e,5.0,0.109355,117,1,1,1,1,cyclic_4_1,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,unroll_2,1.0,0.9999652965950447,False
workload_3877.cpp,xcu200-fsgd2104-2-e,5.0,0.16732,132,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_64_1,block_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_8,1.0,0.8100493479765888,False
workload_3878.cpp,xcu200-fsgd2104-2-e,5.0,0.11451,377,1,2,3,6,cyclic_4_1,block_128_1,block_128_1,cyclic_2_1,block_2_1,block_8_1,pipeline,unroll_4,3.0,0.8350688800068999,False
workload_3879.cpp,xcu200-fsgd2104-2-e,5.0,0.113805,129,1,3,1,2,cyclic_4_1,cyclic_8_1,cyclic_64_1,complete_1,block_4_1,complete_1,pipeline_1,unroll_2,1.75,0.9513263661871012,False
workload_3880.cpp,xcu200-fsgd2104-2-e,5.0,0.11581,187,1,1,1,1,cyclic_4_1,block_16_1,cyclic_64_1,block_4_1,complete_1,block_4_1,pipeline,pipeline_1,1.0,0.9777038581491712,False
workload_3881.cpp,xcu200-fsgd2104-2-e,5.0,0.134975,146,1,1,1,1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_2,1.0,0.9132519086592962,False
workload_3882.cpp,xcu200-fsgd2104-2-e,5.0,0.17172,164,1,1,1,2,cyclic_32_1,cyclic_2_1,cyclic_64_1,cyclic_8_1,complete_1,block_2_1,unroll_4,pipeline,1.25,0.7954274953135961,False
workload_3883.cpp,xcu200-fsgd2104-2-e,5.0,0.14756,173,1,1,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,cyclic_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1.25,0.8705810928398158,False
workload_3884.cpp,xcu200-fsgd2104-2-e,5.0,0.133965,120,1,7,2,2,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,3.0,0.8167850500396282,False
workload_3885.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,118,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,1.0,0.9953557059353002,False
workload_3886.cpp,xcu200-fsgd2104-2-e,5.0,0.17108,157,1,1,1,1,cyclic_16_1,cyclic_4_1,cyclic_64_1,block_4_1,complete_1,complete_1,unroll_4,pipeline_1,1.0,0.7985065455021956,False
workload_3887.cpp,xcu200-fsgd2104-2-e,5.0,0.10902,115,1,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,1.25,0.9867877798440128,False
workload_3888.cpp,xcu200-fsgd2104-2-e,5.0,0.17172,202,1,1,1,2,cyclic_32_1,cyclic_2_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll_4,pipeline,1.25,0.7954274953135961,False
workload_3889.cpp,xcu200-fsgd2104-2-e,5.0,0.141485,248,1,1,1,2,cyclic_8_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_8_1,pipeline_1,unroll_2,1.25,0.8899772090271086,False
workload_3890.cpp,xcu200-fsgd2104-2-e,5.0,0.109755,171,1,2,3,4,block_4_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_2,2.5,0.8847373880934774,False
workload_3891.cpp,xcu200-fsgd2104-2-e,5.0,0.1638,112,1,1,1,1,cyclic_2_1,cyclic_8_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_8,1.0,0.8209411041011939,False
workload_3892.cpp,xcu200-fsgd2104-2-e,5.0,0.11077,222,1,2,2,3,block_4_1,block_4_1,cyclic_2_1,complete_1,block_2_1,cyclic_4_1,pipeline,unroll_4,2.0,0.9344924147174348,False
workload_3893.cpp,xcu200-fsgd2104-2-e,5.0,0.10902,117,1,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_8,1.25,0.9867877798440128,False
workload_3894.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,118,1,1,1,1,cyclic_2_1,block_8_1,cyclic_2_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1.0,0.9953557059353002,False
workload_3895.cpp,xcu200-fsgd2104-2-e,5.0,0.14556,140,1,1,1,1,cyclic_2_1,cyclic_32_1,block_4_1,block_4_1,complete_1,block_2_1,unroll_4,pipeline_1,1.0,0.8787080074109918,False
workload_3896.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,131,1,3,1,2,cyclic_4_1,cyclic_64_1,cyclic_16_1,cyclic_2_1,block_4_1,complete_1,pipeline_1,unroll_8,1.75,0.9513163155893557,False
workload_3897.cpp,xcu200-fsgd2104-2-e,5.0,0.14756,203,1,1,1,2,cyclic_4_1,cyclic_16_1,cyclic_128_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline_1,1.25,0.8705810928398158,False
workload_3898.cpp,xcu200-fsgd2104-2-e,5.0,0.13633,135,1,1,1,1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_4_1,pipeline,pipeline_1,1.0,0.9087880577431035,False
workload_3899.cpp,xcu200-fsgd2104-2-e,5.0,0.115805,206,1,1,1,2,cyclic_2_1,block_8_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline,unroll_4,1.25,0.971116512105753,False
workload_3900.cpp,xcu200-fsgd2104-2-e,5.0,0.11032,107,1,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,pipeline,unroll_2,1.0,0.9966195656345702,False
workload_3901.cpp,xcu200-fsgd2104-2-e,5.0,0.14244,204,1,1,1,3,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_4_1,block_2_1,block_8_1,unroll_4,pipeline,1.5,0.8825924255281546,False
workload_3902.cpp,xcu200-fsgd2104-2-e,5.0,0.114475,111,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,1.0,0.9822850226001185,False
workload_3903.cpp,xcu200-fsgd2104-2-e,5.0,0.11581,196,1,1,1,1,cyclic_4_1,block_4_1,cyclic_128_1,block_4_1,complete_1,block_4_1,pipeline,pipeline_1,1.0,0.9777038581491712,False
workload_3904.cpp,xcu200-fsgd2104-2-e,5.0,0.14724,169,1,1,1,2,cyclic_4_1,block_8_1,cyclic_64_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll_4,pipeline,1.25,0.8715984977911407,False
workload_3905.cpp,xcu200-fsgd2104-2-e,5.0,0.422805,2287,1,1,1,13,cyclic_4_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,complete_1,block_4_1,unroll,unroll_2,4.0,0.2267222862647899,False
workload_3907.cpp,xcu200-fsgd2104-2-e,5.0,0.1718,146,1,1,1,1,cyclic_16_1,cyclic_2_1,cyclic_8_1,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,pipeline,1.0,0.7963070125959544,False
workload_3908.cpp,xcu200-fsgd2104-2-e,5.0,0.10902,123,1,2,1,2,cyclic_2_1,cyclic_64_1,cyclic_4_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,unroll_2,1.5,0.9734175278103888,False
workload_3909.cpp,xcu200-fsgd2104-2-e,5.0,0.14724,176,1,1,1,2,cyclic_4_1,block_8_1,cyclic_64_1,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,pipeline,1.25,0.8715984977911407,False
workload_3910.cpp,xcu200-fsgd2104-2-e,5.0,0.14236,202,1,1,1,2,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_8_1,unroll_4,pipeline,1.25,0.8871735977805446,False
workload_3911.cpp,xcu200-fsgd2104-2-e,5.0,0.115805,209,1,1,1,2,cyclic_2_1,block_8_1,cyclic_128_1,block_4_1,block_8_1,block_8_1,pipeline_1,unroll_2,1.25,0.971116512105753,False
workload_3912.cpp,xcu200-fsgd2104-2-e,5.0,0.15076,217,1,1,1,3,cyclic_2_1,cyclic_32_1,cyclic_128_1,cyclic_8_1,block_4_1,cyclic_8_1,unroll_4,pipeline,1.5,0.8568998938144015,False
workload_3913.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,120,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_2_1,pipeline_1,unroll_8,1.0,0.9953557059353002,False
workload_3914.cpp,xcu200-fsgd2104-2-e,5.0,0.11032,104,1,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,pipeline,unroll_2,1.0,0.9966195656345702,False
workload_3915.cpp,xcu200-fsgd2104-2-e,5.0,0.11381,121,1,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,cyclic_4_1,pipeline,pipeline_1,1.75,0.9513163155893557,False
workload_3916.cpp,xcu200-fsgd2104-2-e,5.0,0.110685,119,1,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,cyclic_2_1,block_2_1,block_4_1,pipeline_1,unroll_4,1.0,0.9953557059353002,False
workload_3917.cpp,xcu200-fsgd2104-2-e,5.0,0.13494,347,1,2,1,3,cyclic_16_1,block_128_1,cyclic_2_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline,pipeline_1,1.75,0.8979397925965098,False
workload_3918.cpp,xcu200-fsgd2104-2-e,5.0,0.53556,157,1,1,1,1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_8_1,block_2_1,block_2_1,unroll_4,unroll_2,1.0,0.12860013549336716,False
workload_3919.cpp,xcu200-fsgd2104-2-e,5.0,0.10902,114,1,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,1.25,0.9867877798440128,False
workload_3920.cpp,xcu200-fsgd2104-2-e,5.0,0.11585,312,1,1,3,4,cyclic_2_1,block_8_1,block_128_1,block_4_1,complete_1,cyclic_8_1,pipeline_1,unroll_2,2.25,0.9061705524065284,False
workload_3921.cpp,xcu200-fsgd2104-2-e,5.0,0.16572,152,1,1,1,1,cyclic_16_1,block_16_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_8_1,unroll_4,pipeline_1,1.0,0.8149898690990133,False
workload_3922.cpp,xcu200-fsgd2104-2-e,5.0,0.11069,114,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,complete_1,block_2_1,block_8_1,pipeline,unroll_4,1.0,0.9953383989777531,False
workload_3923.cpp,xcu200-fsgd2104-2-e,5.0,0.14732,120,1,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_2,pipeline_1,1.0,0.8730369748649456,False
