Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_215.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,118,1,2,9,26,block_64_1,cyclic_64_1,cyclic_128_1,block_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_8,pipeline_1,pipeline_1,1,9.5,0.723283572473,False
workload_226.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,133,1,1,5,24,block_64_1,cyclic_64_1,cyclic_128_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_2,1,7.75,0.776110874364,False
workload_329.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,80,1,1,3,8,block_64_1,cyclic_64_1,cyclic_2_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,1,3.25,0.921818525233,False
workload_229.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,128,1,1,3,21,block_64_1,cyclic_64_1,cyclic_4_1,block_4_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_2,1,6.5,0.815160130424,False
workload_382.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,59,3,1,2,6,block_64_1,cyclic_64_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,3,0.93032995987,False
workload_515.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,63,1,1,3,7,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,1,3,0.93032995987,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,66,1,1,3,7,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,pipeline_1,1,3,0.930329959397,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,67,1,2,3,8,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_2,pipeline_1,1,3.5,0.913350939557,False
workload_548.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,102,1,1,3,10,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_64,unroll_2,pipeline_1,1,3.75,0.904927202955,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,67,1,1,3,10,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,pipeline_1,1,3.75,0.904927202842,False
workload_256.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,120,1,1,3,20,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,unroll_2,pipeline_1,1,6.25,0.823101528527,False
workload_309.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,125,1,2,4,21,block_64_1,cyclic_64_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_8,unroll_2,pipeline_1,1,7,0.799408881253,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,69,1,1,4,9,block_64_1,cyclic_64_1,cyclic_64_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,3.75,0.904927202842,False
workload_202.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,1,1,3,9,block_64_1,cyclic_64_1,cyclic_8_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,3.5,0.913350939557,False
workload_283.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,69,1,1,3,7,block_64_1,cyclic_64_1,cyclic_8_1,cyclic_64_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,unroll_2,1,3,0.93032995987,False
workload_216.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,122,1,1,8,17,block_64_1,cyclic_8_1,cyclic_128_1,block_32_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_32,pipeline_1,unroll_2,1,6.75,0.807262581486,False
workload_21.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,307,13,51,64,71,block_8_1,block_16_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline_1,unroll_64,unroll_4,unroll_2,unroll_2,unroll_2,1,49.75,0.101269024149,False
workload_361.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,65,4,1,4,8,block_8_1,block_4_1,block_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_2,pipeline_1,1,4.25,0.888211276397,False
workload_336.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,2,1,1,6,block_8_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,pipeline_1,1,2.5,0.94748437602,False
workload_335.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,68,3,1,5,10,block_8_1,block_64_1,block_32_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,unroll_2,1,4.75,0.871670745697,False
workload_188.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,207,5,1,7,29,block_8_1,block_64_1,block_64_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_64,unroll_2,unroll_2,1,10.5,0.694061219994,False
workload_254.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,102,5,1,7,27,block_8_1,block_64_1,block_64_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,10,0.708584698322,False
workload_297.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,66,2,1,2,7,block_8_1,block_64_1,cyclic_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,pipeline_1,unroll_2,1,3,0.930329960028,False
workload_318.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,63,3,1,2,7,block_8_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,unroll_2,1,3.25,0.921818525372,False
workload_246.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,103,3,1,2,8,block_8_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_64,unroll_2,unroll_2,1,3.5,0.913350939681,False
workload_288.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,93,3,1,3,17,block_8_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,6,0.831086775771,False
workload_227.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,148,3,1,3,18,block_8_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_64,unroll_2,unroll_2,1,6.25,0.823101528745,False
workload_241.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,58,4,2,3,5,block_8_1,cyclic_128_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_4,pipeline_1,unroll_2,1,3.5,0.913350939681,False
workload_44.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,137,5,1,7,11,block_8_1,cyclic_16_1,cyclic_128_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_32,pipeline_1,pipeline_1,1,6,0.831086775771,False
workload_93.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,125,3,1,7,11,block_8_1,cyclic_4_1,cyclic_128_1,block_64_1,complete_1,pipeline_1,unroll_4,unroll_8,unroll_32,pipeline_1,pipeline_1,1,5.5,0.847188816817,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,58,5,1,1,3,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.5,0.947484376233,False
workload_316.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,59,5,1,1,6,block_8_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,3.25,0.921818525372,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,4,1,1,5,block_8_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,1,2.75,0.938885243648,False
workload_149.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,329,1,2,11,28,cyclic_128_1,block_128_1,block_32_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,10.5,0.694061219969,False
workload_197.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,245,1,2,6,22,cyclic_128_1,block_128_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,7.75,0.776110874533,False
workload_164.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,79,7,1,5,12,cyclic_128_1,block_16_1,cyclic_16_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,6.25,0.823101528695,False
workload_49.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,171,12,1,5,28,cyclic_128_1,block_32_1,cyclic_4_1,block_4_1,complete_1,unroll_32,unroll_16,unroll_2,unroll_2,pipeline_1,pipeline_1,1,11.5,0.665540450825,False
workload_222.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,203,2,1,6,19,cyclic_128_1,block_4_1,block_4_1,cyclic_128_1,complete_1,unroll_32,unroll_8,unroll_64,unroll_2,pipeline_1,pipeline_1,1,7,0.799408881108,False
workload_146.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,239,1,1,7,36,cyclic_128_1,block_4_1,cyclic_4_1,block_32_1,complete_1,unroll_16,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline_1,1,11.25,0.67260486972,False
workload_128.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,124,1,2,5,8,cyclic_128_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_32,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,4,0.896547315091,False
workload_117.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,432,1,1,7,26,cyclic_128_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_32,unroll_16,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,8.75,0.745660750979,False
workload_60.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,132,1,1,6,13,cyclic_128_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,5.25,0.855305610786,False
workload_90.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,73,1,2,5,7,cyclic_128_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_8,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,1,3.75,0.904927202842,False
workload_235.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,311,1,1,8,58,cyclic_128_1,block_64_1,block_4_1,block_32_1,complete_1,unroll_16,unroll_32,pipeline_1,unroll_8,pipeline_1,unroll_2,1,17,0.521217024923,False
workload_118.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,729,1,1,9,64,cyclic_128_1,block_64_1,block_64_1,block_32_1,complete_1,unroll_16,unroll_32,unroll_4,unroll_64,pipeline_1,pipeline_1,1,18.75,0.479746604746,False
workload_150.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,499,1,1,11,34,cyclic_128_1,block_64_1,block_64_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_64,pipeline_1,pipeline_1,1,11.75,0.658519881068,False
workload_99.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,376,2,1,11,44,cyclic_128_1,block_64_1,block_64_1,cyclic_16_1,complete_1,unroll_16,unroll_16,unroll_32,unroll_64,pipeline_1,pipeline_1,1,14.5,0.584187644298,False
workload_23.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,699,2,1,13,67,cyclic_128_1,block_64_1,block_64_1,cyclic_16_1,complete_1,unroll_16,unroll_32,unroll_32,unroll_64,pipeline_1,pipeline_1,1,20.75,0.4349827767,False
workload_50.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,654,2,1,9,62,cyclic_128_1,block_64_1,block_64_1,cyclic_16_1,complete_1,unroll_16,unroll_32,unroll_4,unroll_64,pipeline_1,pipeline_1,1,18.5,0.485539403579,False
workload_199.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,707,1,1,10,68,cyclic_128_1,block_64_1,block_64_1,cyclic_64_1,complete_1,unroll_64,unroll_32,unroll_4,unroll_64,pipeline_1,unroll_2,1,20,0.451440344988,False
workload_265.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,298,2,1,8,58,cyclic_128_1,block_64_1,cyclic_16_1,block_32_1,complete_1,unroll_16,unroll_32,pipeline_1,unroll_8,pipeline_1,unroll_2,1,17.25,0.515161132289,False
workload_205.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,85,1,1,8,16,cyclic_128_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,6.5,0.815160130583,False
workload_251.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,78,1,1,8,15,cyclic_128_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,6.25,0.823101528751,False
workload_250.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,140,1,1,6,13,cyclic_128_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_64,unroll_32,pipeline_1,unroll_2,1,5.25,0.855305610857,False
workload_156.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,452,3,1,9,68,cyclic_16_1,cyclic_128_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,pipeline_1,unroll_2,pipeline_1,unroll_2,1,20.25,0.445910639889,False
workload_193.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,440,3,1,10,69,cyclic_16_1,cyclic_128_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_64,pipeline_1,unroll_4,pipeline_1,unroll_2,1,20.75,0.4349827767,False
workload_63.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,618,3,4,8,21,cyclic_16_1,cyclic_2_1,block_64_1,cyclic_64_1,complete_1,unroll_16,unroll_64,unroll_32,unroll_4,unroll_2,unroll_2,1,9,0.738157842485,False
workload_33.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,735,3,4,4,16,cyclic_16_1,cyclic_2_1,block_64_1,cyclic_64_1,complete_1,unroll_32,unroll_64,unroll_4,unroll_4,unroll_2,unroll_2,1,6.75,0.807262581396,False
workload_62.cpp,xczu7ev-ffvc1156-2-e,10,5.33005,1085,12,12,17,77,cyclic_16_1,cyclic_4_1,block_16_1,block_2_1,complete_1,unroll_64,unroll_16,pipeline_1,pipeline_1,unroll_2,pipeline_1,1,29.5,0.163741686399,False
workload_94.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,99,5,1,3,7,cyclic_16_1,cyclic_4_1,cyclic_128_1,block_16_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,4,0.896547315091,False
workload_29.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,109,3,1,3,8,cyclic_16_1,cyclic_4_1,cyclic_128_1,block_64_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,3.75,0.904927202842,False
workload_165.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,82,4,1,2,8,cyclic_16_1,cyclic_4_1,cyclic_4_1,block_2_1,complete_1,unroll_2,unroll_16,unroll_64,unroll_8,pipeline_1,unroll_2,1,3.75,0.904927202955,False
workload_780.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,67,1,1,2,9,cyclic_2_1,block_128_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_2,pipeline_1,1,3.25,0.921818525372,False
workload_170.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,169,1,2,7,26,cyclic_2_1,block_128_1,cyclic_4_1,block_32_1,complete_1,unroll_32,pipeline_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,9,0.738157842547,False
workload_471.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,54,3,1,1,5,cyclic_2_1,block_16_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_2,unroll_2,pipeline_1,1,2.5,0.94748437602,False
workload_25.cpp,xczu7ev-ffvc1156-2-e,10,5.33005,1419,16,25,27,90,cyclic_2_1,block_32_1,cyclic_32_1,block_16_1,complete_1,pipeline_1,unroll_8,unroll_16,pipeline_1,pipeline_1,pipeline_1,1,39.5,0.11006155935,False
workload_66.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,93,15,1,2,9,cyclic_2_1,block_32_1,cyclic_32_1,block_16_1,complete_1,pipeline_1,unroll_8,unroll_16,unroll_64,pipeline_1,pipeline_1,1,6.75,0.807262581436,False
workload_168.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,56,6,1,1,4,cyclic_2_1,block_4_1,block_32_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,1,3,0.93032995987,False
workload_89.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,89,1,1,7,15,cyclic_2_1,block_4_1,block_32_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_4,pipeline_1,pipeline_1,1,6,0.831086775771,False
workload_159.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,1116,1,1,6,18,cyclic_2_1,block_4_1,block_32_1,cyclic_128_1,complete_1,unroll_32,unroll_32,pipeline_1,unroll_4,pipeline_1,pipeline_1,1,6.5,0.815160130583,False
workload_660.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,1,1,1,6,cyclic_2_1,block_4_1,block_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,1,2.25,0.956127357782,False
workload_148.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,94,2,1,3,9,cyclic_2_1,block_4_1,block_4_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,3.75,0.904927202955,False
workload_180.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,63,3,1,1,4,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline_1,unroll_2,1,2.25,0.956127357782,False
workload_332.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,60,3,1,1,4,cyclic_2_1,block_4_1,block_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_8,pipeline_1,unroll_2,1,2.25,0.956127357782,False
workload_313.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,66,4,1,5,8,cyclic_2_1,block_4_1,block_8_1,block_32_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_32,pipeline_1,pipeline_1,1,4.5,0.879919086565,False
workload_277.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,98,2,2,3,7,cyclic_2_1,block_4_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,unroll_32,unroll_8,pipeline_1,pipeline_1,1,3.5,0.913350939681,False
workload_368.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,55,4,1,1,2,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,1,2,0.964814187975,False
workload_394.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,69,2,1,6,17,cyclic_2_1,block_4_1,cyclic_4_1,block_128_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,pipeline_1,unroll_2,1,6.5,0.815160130636,False
workload_308.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,6,1,1,6,cyclic_2_1,block_4_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,pipeline_1,1,3.5,0.913350939681,False
workload_267.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,67,7,1,5,6,cyclic_2_1,block_4_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,4.75,0.871670745616,False
workload_225.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,72,6,1,5,9,cyclic_2_1,block_4_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_2,pipeline_1,1,5.25,0.855305610857,False
workload_230.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,7,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,2,2.75,0.938885243648,False
workload_186.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,62,3,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,2,0.964814187975,False
workload_320.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,67,3,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,pipeline_1,1,1.5,0.982319395569,False
workload_302.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,62,3,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,2,0.964814187975,False
workload_207.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,108,3,1,5,11,cyclic_2_1,block_4_1,cyclic_4_1,block_4_1,complete_1,unroll_32,unroll_32,unroll_64,unroll_8,pipeline_1,pipeline_1,1,5,0.863466253795,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,67,1,1,5,13,cyclic_2_1,block_4_1,cyclic_4_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,1,5,0.863466253795,False
workload_70.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,71,2,2,3,7,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_8,pipeline_1,pipeline_1,1,3.5,0.913350939681,False
workload_111.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,78,2,1,3,9,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_4,pipeline_1,pipeline_1,1,3.75,0.904927202842,False
workload_12.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,92,2,1,3,9,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,3.75,0.904927202842,False
workload_130.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,62,4,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,2.25,0.956127357526,False
workload_293.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,60,4,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_2,1,2.25,0.956127357526,False
workload_272.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,62,5,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,2.5,0.94748437602,False
workload_521.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,2,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1,1.5,0.982319396219,False
workload_325.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,70,2,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,pipeline_1,unroll_2,1,1.5,0.982319396219,False
workload_358.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,52,1,1,1,5,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,1,2,0.964814188296,False
workload_349.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,59,2,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,1.75,0.973544867775,False
workload_409.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,2,1,1,2,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,1,1.5,0.982319396219,False
workload_580.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,2,1,1,4,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_8,unroll_2,pipeline_1,1,2,0.964814188296,False
workload_262.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,62,2,1,1,6,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_2,unroll_2,pipeline_1,2,2.5,0.94748437602,False
workload_129.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,60,2,1,1,4,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_32,unroll_8,pipeline_1,pipeline_1,3,2,0.964814188296,False
workload_209.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,60,2,1,1,4,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline_1,pipeline_1,1,2,0.964814188296,False
workload_333.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,58,2,1,1,3,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,1.75,0.973544867344,False
